Team1,Team2,Year,Team1Win,SRS,ORB,PF,3P,STL,AST,BLK,FT%,TS%,SEED
Cincinnati,Saint Joseph's,2016,0,3.09,3.2525252525252526,-0.6489898989898997,0.6641414141414144,2.6767676767676774,0.5606060606060606,2.5126262626262625,-0.01100000000000001,-0.02100000000000002,1.0
Yale,Baylor,2016,1,-7.049999999999999,-0.16862745098039156,-1.7450980392156836,0.15686274509803866,-2.2450980392156863,-2.6686274509803916,0.5960784313725487,-0.05499999999999994,0.0,7.0
UNC Wilmington,Duke,2016,0,-12.98,0.19696969696969724,7.280303030303031,-2.141414141414141,1.1767676767676765,-0.005050505050508747,0.05555555555555536,-0.020000000000000018,-0.026999999999999913,9.0
Northern Iowa,Texas,2016,1,-6.020000000000001,-5.583333333333333,-5.292929292929292,1.2474747474747483,0.6060606060606064,0.4924242424242422,-1.7525252525252522,0.09099999999999997,0.04599999999999993,5.0
Green Bay,Texas A&M,2016,0,-17.29,-0.16966966966967156,2.057057057057058,-0.5112612612612617,2.9174174174174174,-2.6238738738738743,1.016516516516516,-0.015000000000000013,-0.009000000000000008,11.0
Virginia Commonwealth,Oregon State,2016,1,3.4399999999999995,1.885416666666666,-0.4513888888888893,0.4652777777777777,1.208333333333334,0.8055555555555554,0.4375,0.020999999999999908,0.009000000000000008,3.0
Cal State Bakersfield,Oklahoma,2016,0,-17.18,1.5454545454545432,4.397215397215398,-4.900081900081901,1.2940212940212943,1.1228501228501226,-0.0810810810810807,-0.06599999999999995,-0.04599999999999993,13.0
North Carolina,Providence,2016,1,11.500000000000002,2.7142857142857135,1.0642857142857132,-1.5142857142857142,0.18214285714285694,1.9857142857142858,0.9107142857142856,0.02200000000000002,0.038000000000000034,-8.0
Kentucky,Indiana,2016,0,0.6400000000000006,1.0047619047619047,1.9309523809523839,-3.07936507936508,-1.106349206349206,-1.7777777777777803,1.8357142857142859,-0.04300000000000004,-0.04800000000000004,-1.0
Notre Dame,Stephen F. Austin,2016,1,4.869999999999999,-1.3284313725490176,-5.477124183006538,-0.6339869281045756,-3.645424836601305,-5.34313725490196,0.38398692810457513,0.007000000000000006,-0.0040000000000000036,-8.0
Xavier,Wisconsin,2016,0,5.179999999999998,1.4521008403361364,3.1411764705882383,0.9571428571428573,1.3781512605042021,4.6890756302521,-0.28655462184873937,0.027000000000000024,0.03200000000000003,-5.0
Virginia,Butler,2016,1,5.579999999999998,-2.361179361179362,-3.467649467649462,-1.097461097461097,-1.5004095004095008,0.7100737100737096,-0.026208026208026425,0.02100000000000002,0.016000000000000014,-8.0
Utah,Little Rock,2016,0,8.379999999999999,0.3817460317460313,-3.0357142857142847,-0.016666666666666607,-1.0436507936507935,2.5865079365079335,1.1103174603174608,-0.008000000000000007,0.03499999999999992,-9.0
Iowa State,Gonzaga,2016,1,0.00999999999999801,-1.9253968253968257,-1.8198412698412714,0.5658730158730165,1.117460317460318,2.569047619047618,0.9738095238095239,-0.05600000000000005,0.0030000000000000027,-8.0
Middle Tennessee,Syracuse,2016,0,-11.959999999999999,-1.4841698841698818,3.8378378378378386,-0.5420849420849425,-1.9652509652509655,-0.32432432432432456,-0.8640926640926638,-0.07199999999999995,0.0040000000000000036,5.0
Kansas,Connecticut,2016,1,7.98,1.190058479532162,0.6710526315789487,0.916666666666667,0.8245614035087723,2.31140350877193,-0.89766081871345,-0.08000000000000007,0.03699999999999992,-8.0
Hawaii,Maryland,2016,0,-7.6800000000000015,1.7859477124183005,3.635620915032682,-0.4460784313725492,1.7254901960784306,1.8856209150326801,-1.7418300653594772,-0.08399999999999996,-0.038999999999999924,8.0
Miami (FL),Wichita State,2016,1,1.129999999999999,-2.2285714285714278,-3.542857142857141,-0.2571428571428571,-1.1428571428571423,-1.4571428571428573,0.05714285714285694,0.03200000000000003,0.050999999999999934,-8.0
Iowa,Villanova,2016,0,-7.069999999999997,3.1037878787878803,-0.721969696969694,-0.5234848484848484,-0.29242424242424203,-0.07651515151515298,1.3272727272727285,-0.06500000000000006,-0.050999999999999934,5.0
Oregon,Saint Joseph's,2016,1,5.950000000000001,1.5204678362573087,1.5687134502923996,-0.13011695906432763,2.125730994152046,-1.2280701754385976,2.510233918128655,-0.0010000000000000009,0.014000000000000012,-7.0
Yale,Duke,2016,0,-10.15,1.7333333333333325,0.9166666666666679,-2.7777777777777777,-0.6111111111111107,1.788888888888886,0.28888888888888875,-0.052999999999999936,-0.017999999999999905,8.0
Texas A&M,Northern Iowa,2016,1,9.67,7.475225225225224,2.4984984984984973,-0.6831831831831838,1.3603603603603602,4.623873873873874,0.9834834834834836,-0.08499999999999996,-0.029999999999999916,-8.0
Virginia Commonwealth,Oklahoma,2016,0,-5.9300000000000015,1.416666666666666,2.5840840840840826,-3.046546546546547,1.9076576576576585,-0.20795795795795868,-1.3310810810810807,-0.030000000000000027,-0.03399999999999992,8.0
North Carolina,Indiana,2016,1,3.8500000000000014,2.37142857142857,-0.5357142857142847,-4.257142857142858,-0.10357142857142865,1.6999999999999993,0.5107142857142857,0.014000000000000012,-0.050999999999999934,-4.0
Wisconsin,Notre Dame,2016,0,-0.6999999999999993,0.788095238095238,1.68888888888889,-0.734920634920635,0.38492063492063444,-1.904761904761905,-0.7150793650793652,-0.039000000000000035,-0.04899999999999993,1.0
Little Rock,Virginia,2016,1,-14.919999999999998,0.5274131274131282,2.177606177606176,1.5459459459459453,1.193050193050193,-2.006177606177605,-0.18764478764478731,-0.02300000000000002,-0.026999999999999913,11.0
