School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON,REGION
Bowling Green State,32,16,16,0.5,-6.38,-2.88,7,11,9,6,6,9,75.90625,77.8125,1305,25.84375,61.34375,0.421,7.53125,21.5625,0.349,16.6875,22.8125,0.732,26.6875,11.625,38.3125,13.28125,5.90625,2.5625,12.75,569,71.9,103.6,0.372,0.352,0.526,51.2,51.4,8.1,6.6,0.483,15.0,30.0,0.272,,,
Bradley,33,20,13,0.606,2.07,0.35,9,9,13,2,4,9,67.36363636363636,64.72727272727273,1320,23.272727272727273,54.18181818181818,0.43,6.575757575757576,18.575757575757574,0.354,14.242424242424242,20.151515151515152,0.707,24.818181818181817,10.878787878787879,35.696969696969695,13.545454545454545,6.484848484848484,4.03030303030303,13.363636363636363,626,66.3,101.7,0.372,0.343,0.528,51.8,58.2,9.8,12.9,0.49,17.3,31.9,0.263,,,
Brigham Young,35,24,11,0.686,8.05,1.53,11,7,13,3,7,6,74.28571428571429,67.77142857142857,1415,26.257142857142856,54.42857142857143,0.482,6.428571428571429,18.542857142857144,0.347,15.342857142857143,20.457142857142856,0.75,25.82857142857143,6.914285714285715,32.74285714285714,15.228571428571428,6.4,3.8,11.514285714285714,596,67.9,108.2,0.376,0.341,0.579,51.0,58.0,9.3,11.0,0.541,15.2,22.4,0.282,,,
Brown,27,11,16,0.407,-7.78,-4.67,4,10,8,5,3,11,77.03703703703704,79.0,1100,25.74074074074074,60.407407407407405,0.426,6.888888888888889,21.77777777777778,0.316,18.666666666666668,24.703703703703702,0.756,25.11111111111111,11.481481481481481,36.592592592592595,12.518518518518519,6.444444444444445,3.0,13.481481481481481,565,72.7,104.0,0.409,0.361,0.534,50.7,48.6,8.7,8.1,0.483,15.7,30.3,0.309,,,
Bryant,31,3,28,0.097,-18.75,-5.42,2,16,1,11,2,17,69.96774193548387,83.29032258064517,1245,24.870967741935484,60.67741935483871,0.41,8.35483870967742,24.35483870967742,0.343,11.870967741935484,16.838709677419356,0.705,22.193548387096776,10.064516129032258,32.25806451612903,13.451612903225806,6.129032258064516,1.3870967741935485,12.935483870967742,600,71.0,98.2,0.278,0.401,0.509,44.7,54.1,8.6,3.9,0.479,15.9,26.1,0.196,,,
Bucknell,35,25,10,0.714,4.49,-3.46,16,2,15,1,10,8,81.05714285714286,73.11428571428571,1420,27.571428571428573,58.57142857142857,0.471,8.0,22.97142857142857,0.348,17.914285714285715,24.914285714285715,0.719,27.314285714285713,9.285714285714286,36.6,14.428571428571429,5.542857142857143,4.3428571428571425,12.485714285714286,655,72.4,110.3,0.425,0.392,0.576,50.8,52.3,7.5,10.4,0.539,15.1,27.0,0.306,14.0,R64,MIDWEST
Buffalo,36,27,9,0.75,7.99,0.25,15,3,14,1,8,5,84.63888888888889,76.16666666666667,1455,30.694444444444443,64.83333333333333,0.473,9.75,26.333333333333332,0.37,13.5,19.305555555555557,0.699,26.61111111111111,11.944444444444445,38.55555555555556,16.583333333333332,6.25,4.055555555555555,12.38888888888889,755,73.9,113.4,0.298,0.406,0.572,51.4,54.0,8.4,10.1,0.549,14.3,31.8,0.208,13.0,R32,SOUTH
Butler,35,21,14,0.6,16.92,10.55,9,9,14,3,3,7,78.94285714285714,72.57142857142857,1430,29.142857142857142,61.57142857142857,0.473,8.2,23.0,0.357,12.457142857142857,16.057142857142857,0.776,24.97142857142857,9.257142857142858,34.22857142857143,13.971428571428572,6.628571428571429,2.857142857142857,11.17142857142857,642,69.6,111.1,0.261,0.374,0.57,51.3,47.9,9.3,8.2,0.54,13.9,27.4,0.202,10.0,R32,EAST
Cal Poly,31,9,22,0.29,-11.56,-1.83,4,12,7,6,1,13,67.16129032258064,74.25806451612904,1270,23.258064516129032,58.61290322580645,0.397,8.612903225806452,24.06451612903226,0.358,12.03225806451613,15.419354838709678,0.78,23.967741935483872,9.387096774193548,33.354838709677416,12.0,4.967741935483871,3.935483870967742,11.806451612903226,565,66.6,98.4,0.263,0.411,0.509,47.5,51.6,7.3,10.2,0.47,15.2,25.8,0.205,,,
Cal State Bakersfield,30,12,18,0.4,-6.58,-0.73,5,9,8,4,3,12,66.03333333333333,68.93333333333334,1200,23.233333333333334,55.666666666666664,0.417,6.166666666666667,20.433333333333334,0.302,13.4,19.266666666666666,0.696,24.166666666666668,11.433333333333334,35.6,12.9,6.066666666666666,2.9,13.866666666666667,597,67.4,97.9,0.346,0.367,0.509,51.4,55.5,9.0,9.6,0.473,17.6,32.3,0.241,,,
Cal State Fullerton,32,20,12,0.625,-0.93,-1.03,10,6,9,4,7,7,72.4375,70.15625,1290,25.125,53.78125,0.467,5.21875,15.625,0.334,16.96875,23.28125,0.729,26.34375,8.75,35.09375,12.59375,6.28125,3.3125,14.21875,578,69.9,102.7,0.433,0.291,0.559,51.1,50.1,8.9,8.6,0.516,18.0,27.1,0.316,15.0,R64,EAST
Cal State Northridge,30,6,24,0.2,-13.5,-3.53,3,13,4,9,2,13,66.1,73.53333333333333,1215,24.366666666666667,56.3,0.433,6.2,17.133333333333333,0.362,11.166666666666666,15.766666666666667,0.708,23.1,8.233333333333333,31.333333333333332,12.2,4.966666666666667,2.466666666666667,12.166666666666666,533,66.5,98.2,0.28,0.304,0.518,46.0,50.1,7.4,6.3,0.488,16.0,24.0,0.198,,,
California,32,8,24,0.25,-3.4,6.05,2,16,5,12,3,8,67.6875,77.59375,1285,23.96875,58.96875,0.406,4.625,16.1875,0.286,15.125,22.40625,0.675,22.3125,13.3125,35.625,9.78125,6.875,4.8125,14.6875,648,70.6,95.6,0.38,0.275,0.486,50.5,40.8,9.7,14.0,0.446,17.4,34.7,0.256,,,
Campbell,34,18,16,0.529,-5.68,-6.68,10,8,14,4,4,11,75.91176470588235,70.94117647058823,1370,26.205882352941178,54.911764705882355,0.477,9.205882352941176,23.705882352941178,0.388,14.294117647058824,19.058823529411764,0.75,25.11764705882353,6.794117647058823,31.91176470588235,14.176470588235293,6.705882352941177,4.029411764705882,11.852941176470589,579,68.6,109.8,0.347,0.432,0.593,48.5,54.1,9.7,11.1,0.561,15.6,21.5,0.26,,,
Canisius,33,21,12,0.636,0.44,-4.8,15,3,11,3,8,8,76.33333333333333,71.0909090909091,1325,27.303030303030305,58.84848484848485,0.464,9.212121212121213,26.484848484848484,0.348,12.515151515151516,17.606060606060606,0.711,23.181818181818183,10.181818181818182,33.36363636363637,16.757575757575758,7.03030303030303,2.878787878787879,13.030303030303031,624,69.9,108.9,0.299,0.45,0.568,49.5,61.4,10.0,8.1,0.542,16.2,29.9,0.213,,,
Central Arkansas,35,18,17,0.514,-5.83,-5.97,10,8,9,5,8,11,80.54285714285714,79.02857142857142,1425,28.0,61.77142857142857,0.453,8.17142857142857,22.97142857142857,0.356,16.37142857142857,22.285714285714285,0.735,26.057142857142857,10.257142857142858,36.31428571428572,16.17142857142857,6.6571428571428575,5.142857142857143,13.714285714285714,690,74.3,106.5,0.361,0.372,0.557,47.5,57.8,8.8,12.1,0.519,15.9,27.2,0.265,,,
Central Connecticut State,32,14,18,0.438,-11.62,-7.59,7,11,8,4,6,14,67.84375,71.875,1305,24.625,54.375,0.453,6.1875,18.78125,0.329,12.40625,17.75,0.699,25.28125,10.03125,35.3125,12.40625,5.03125,3.34375,14.78125,549,66.3,100.3,0.326,0.345,0.54,52.3,50.4,7.4,9.7,0.51,19.1,31.1,0.228,,,
Central Florida,32,19,13,0.594,4.76,3.76,9,9,12,4,5,6,62.71875,61.71875,1285,21.5625,50.84375,0.424,5.53125,16.8125,0.329,14.0625,21.9375,0.641,25.09375,9.53125,34.625,10.59375,5.28125,3.46875,13.46875,488,64.9,96.2,0.431,0.331,0.512,50.5,49.1,8.1,9.4,0.478,18.0,28.5,0.277,,,
Central Michigan,36,21,15,0.583,-1.39,-3.24,7,11,12,5,6,9,78.75,73.91666666666667,1465,26.47222222222222,60.75,0.436,9.88888888888889,28.805555555555557,0.343,15.916666666666666,19.75,0.806,24.916666666666668,11.333333333333334,36.25,13.666666666666666,6.333333333333333,3.3055555555555554,11.583333333333334,573,69.1,112.0,0.325,0.474,0.561,50.7,51.6,9.0,9.4,0.517,14.2,31.4,0.262,,,
Charleston Southern,31,15,16,0.484,-8.16,-6.16,9,9,9,6,6,10,72.0,68.80645161290323,1260,25.870967741935484,57.83870967741935,0.447,6.709677419354839,20.35483870967742,0.33,13.548387096774194,18.741935483870968,0.723,23.419354838709676,11.129032258064516,34.54838709677419,11.870967741935484,7.225806451612903,3.4193548387096775,13.161290322580646,517,67.5,105.0,0.324,0.352,0.539,51.2,45.9,10.5,11.8,0.505,16.5,31.6,0.234,,,
Charlotte,29,6,23,0.207,-10.13,0.27,2,16,4,11,2,12,71.24137931034483,79.89655172413794,1165,24.344827586206897,56.3448275862069,0.432,6.827586206896552,19.413793103448278,0.352,15.724137931034482,21.96551724137931,0.716,24.82758620689655,9.310344827586206,34.13793103448276,11.0,5.689655172413793,2.2413793103448274,14.758620689655173,524,72.2,98.2,0.39,0.345,0.533,48.7,45.2,7.8,5.7,0.493,18.1,26.3,0.279,,,
Chattanooga,33,10,23,0.303,-11.09,-4.05,3,15,8,8,1,14,69.36363636363636,73.45454545454545,1345,23.757575757575758,54.666666666666664,0.435,8.363636363636363,23.515151515151516,0.356,13.484848484848484,18.96969696969697,0.711,23.181818181818183,9.303030303030303,32.484848484848484,12.757575757575758,5.03030303030303,2.090909090909091,13.93939393939394,507,67.4,101.1,0.347,0.43,0.545,49.2,53.7,7.3,5.6,0.511,18.0,27.2,0.247,,,
Chicago State,32,3,29,0.094,-21.53,1.17,1,13,3,8,0,19,67.84375,86.125,1280,24.1875,59.3125,0.408,5.28125,17.15625,0.308,14.1875,19.59375,0.724,22.46875,10.09375,32.5625,11.46875,7.25,2.53125,15.09375,697,74.0,91.7,0.33,0.289,0.494,45.5,47.4,9.8,7.0,0.452,18.0,26.7,0.239,,,
Cincinnati,36,31,5,0.861,20.25,3.53,16,2,15,1,9,2,74.25,57.52777777777778,1440,26.22222222222222,58.333333333333336,0.45,7.277777777777778,20.61111111111111,0.353,14.527777777777779,21.0,0.692,25.944444444444443,13.305555555555555,39.25,15.833333333333334,7.111111111111111,5.388888888888889,11.222222222222221,561,66.1,112.3,0.36,0.353,0.543,55.6,60.4,10.8,15.8,0.512,14.1,38.5,0.249,2.0,R32,SOUTH
Clemson,35,25,10,0.714,17.16,9.25,11,7,15,1,4,6,73.82857142857142,65.91428571428571,1410,25.685714285714287,56.31428571428572,0.456,8.228571428571428,22.457142857142856,0.366,14.228571428571428,18.857142857142858,0.755,26.942857142857143,8.942857142857143,35.885714285714286,13.228571428571428,5.6571428571428575,4.828571428571428,11.82857142857143,564,67.5,108.5,0.335,0.399,0.566,51.7,51.5,8.3,13.3,0.529,15.3,27.1,0.253,5.0,S16,MIDWEST
Cleveland State,35,12,23,0.343,-10.82,-3.64,6,12,7,7,2,15,68.62857142857143,74.65714285714286,1410,24.37142857142857,56.142857142857146,0.434,8.4,24.65714285714286,0.341,11.485714285714286,16.34285714285714,0.703,22.65714285714286,7.714285714285714,30.37142857142857,13.028571428571428,6.6,2.5714285714285716,13.085714285714285,595,69.2,98.5,0.291,0.439,0.537,44.3,53.5,9.5,7.3,0.509,17.0,22.2,0.205,,,
Coastal Carolina,32,14,18,0.438,-3.94,-2.42,8,10,7,9,5,7,71.8125,70.03125,1290,24.59375,56.65625,0.434,6.8125,20.625,0.33,15.8125,21.9375,0.721,26.75,12.125,38.875,13.0625,5.34375,3.625,14.96875,608,69.0,103.3,0.387,0.364,0.535,54.2,53.1,7.7,11.5,0.494,18.2,34.5,0.279,,,
Colgate,33,19,14,0.576,-4.85,-5.72,12,6,13,3,6,11,72.54545454545455,70.15151515151516,1320,25.12121212121212,57.484848484848484,0.437,9.363636363636363,25.939393939393938,0.361,12.93939393939394,16.727272727272727,0.774,23.757575757575758,9.06060606060606,32.81818181818182,12.909090909090908,6.090909090909091,3.3333333333333335,11.0,542,67.5,107.5,0.291,0.451,0.554,49.0,51.4,9.0,10.0,0.518,14.4,26.2,0.225,,,
College of Charleston,34,26,8,0.765,1.83,-3.29,14,4,14,0,7,6,74.58823529411765,68.55882352941177,1385,25.735294117647058,56.029411764705884,0.459,7.617647058823529,21.176470588235293,0.36,15.5,20.558823529411764,0.754,24.794117647058822,8.411764705882353,33.205882352941174,11.382352941176471,5.205882352941177,3.5,9.970588235294118,563,65.9,111.1,0.367,0.378,0.567,49.6,44.2,7.8,9.8,0.527,13.2,25.7,0.277,13.0,R64,MIDWEST
Colorado,32,17,15,0.531,6.06,7.0,8,10,12,3,1,10,72.09375,73.03125,1295,25.3125,57.46875,0.44,7.53125,21.0,0.359,13.9375,19.125,0.729,27.375,10.125,37.5,12.78125,4.375,3.8125,14.09375,619,69.5,102.5,0.333,0.365,0.542,52.4,50.5,6.2,10.5,0.506,17.5,29.4,0.243,,,
Colorado State,32,11,21,0.344,-3.86,3.79,4,14,8,8,3,10,72.3125,79.28125,1295,25.34375,60.65625,0.418,7.03125,21.375,0.329,14.59375,20.34375,0.717,25.78125,11.71875,37.5,12.78125,5.9375,3.1875,13.3125,624,71.4,100.0,0.335,0.352,0.514,50.7,50.4,8.2,9.5,0.476,15.9,30.7,0.241,,,
Columbia,27,8,19,0.296,-5.63,-3.02,5,9,7,5,1,14,76.37037037037037,77.22222222222223,1090,27.62962962962963,62.44444444444444,0.442,9.962962962962964,27.14814814814815,0.367,11.148148148148149,15.074074074074074,0.74,25.37037037037037,10.25925925925926,35.629629629629626,14.222222222222221,6.555555555555555,3.4444444444444446,12.518518518518519,504,71.0,106.6,0.241,0.435,0.549,49.0,51.5,9.2,10.4,0.522,15.2,27.6,0.179,,,
Connecticut,32,14,18,0.438,1.08,6.05,7,11,11,5,2,9,68.15625,73.125,1300,23.8125,57.25,0.416,6.71875,20.59375,0.326,13.8125,18.53125,0.745,23.75,10.5,34.25,10.4375,5.9375,3.71875,12.59375,592,67.1,100.0,0.324,0.36,0.516,48.2,43.8,8.7,11.2,0.475,16.0,29.4,0.241,,,
Coppin State,32,5,27,0.156,-20.96,-7.24,5,11,4,6,1,20,60.78125,74.5,1305,20.53125,57.0,0.36,8.28125,27.15625,0.305,11.4375,15.53125,0.736,25.28125,8.53125,33.8125,10.5625,5.375,2.5625,14.4375,649,69.1,86.3,0.272,0.476,0.472,44.8,51.4,7.6,7.0,0.433,18.3,22.3,0.201,,,
Cornell,28,12,16,0.429,-8.8,-3.24,6,8,8,4,4,11,75.85714285714286,80.35714285714286,1150,26.571428571428573,57.607142857142854,0.461,7.75,22.821428571428573,0.34,14.964285714285714,20.5,0.73,26.035714285714285,8.285714285714286,34.32142857142857,16.035714285714285,5.142857142857143,3.5,13.428571428571429,499,70.7,104.5,0.356,0.396,0.563,48.0,60.3,7.1,8.7,0.529,16.6,24.2,0.26,,,
Creighton,33,21,12,0.636,16.35,8.1,10,8,16,2,4,7,83.51515151515152,74.06060606060606,1330,30.545454545454547,62.121212121212125,0.492,10.393939393939394,27.96969696969697,0.372,12.030303030303031,16.09090909090909,0.748,29.0,7.545454545454546,36.54545454545455,17.818181818181817,5.666666666666667,2.6666666666666665,11.242424242424242,501,72.8,113.8,0.259,0.45,0.599,51.0,58.3,7.7,6.7,0.575,13.9,22.5,0.194,8.0,R64,SOUTH
Dartmouth,27,7,20,0.259,-10.31,-4.0,3,11,6,6,1,14,68.18518518518519,72.96296296296296,1085,24.11111111111111,53.851851851851855,0.448,7.407407407407407,20.62962962962963,0.359,12.555555555555555,17.59259259259259,0.714,23.666666666666668,7.703703703703703,31.37037037037037,13.296296296296296,5.62962962962963,3.185185185185185,13.518518518518519,421,67.8,100.2,0.327,0.383,0.548,48.5,55.1,8.3,9.3,0.517,17.9,23.7,0.233,,,
