School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON,REGION
Cal State Fullerton,32,17,15,0.531,-7.55,-6.85,10,6,12,4,4,8,73.46875,71.25,1315,25.65625,57.8125,0.444,6.125,19.71875,0.311,16.03125,23.34375,0.687,26.5,10.875,37.375,12.09375,6.96875,3.65625,14.53125,666,70.7,101.1,0.404,0.341,0.533,52.2,47.1,9.6,9.9,0.497,17.4,30.4,0.277,,,
Cal State Northridge,30,11,19,0.367,-8.34,-4.13,7,9,7,7,4,8,78.03333333333333,81.33333333333333,1200,26.866666666666667,58.233333333333334,0.461,4.833333333333333,13.833333333333334,0.349,19.466666666666665,26.7,0.729,25.233333333333334,9.833333333333334,35.06666666666667,13.7,6.9,3.0,13.3,638,74.6,104.6,0.459,0.238,0.55,49.0,51.0,9.2,7.0,0.503,15.8,28.0,0.334,,,
California,34,21,13,0.618,11.11,6.34,10,8,15,4,3,6,68.11764705882354,63.35294117647059,1380,23.735294117647058,56.205882352941174,0.422,6.647058823529412,19.529411764705884,0.34,14.0,21.176470588235293,0.661,27.323529411764707,11.588235294117647,38.911764705882355,12.029411764705882,4.852941176470588,4.5588235294117645,12.588235294117647,656,66.3,101.3,0.377,0.347,0.514,54.7,50.7,7.2,12.1,0.481,16.0,32.9,0.249,,,
Campbell,37,19,18,0.514,-9.68,-7.59,7,11,11,8,6,9,71.70270270270271,70.4054054054054,1490,24.56756756756757,53.83783783783784,0.456,7.945945945945946,21.56756756756757,0.368,14.621621621621621,19.45945945945946,0.751,25.08108108108108,7.864864864864865,32.945945945945944,11.675675675675675,6.594594594594595,4.081081081081081,12.864864864864865,662,67.8,105.1,0.361,0.401,0.568,49.3,47.5,9.7,11.3,0.53,16.9,24.3,0.272,,,
Canisius,34,18,16,0.529,-2.82,-3.5,10,10,7,7,9,8,78.38235294117646,77.70588235294117,1370,27.735294117647058,60.76470588235294,0.456,9.088235294117647,24.470588235294116,0.371,13.823529411764707,18.794117647058822,0.736,22.235294117647058,10.705882352941176,32.94117647058823,17.676470588235293,6.764705882352941,1.8823529411764706,13.117647058823529,659,71.4,108.9,0.309,0.403,0.562,48.3,63.7,9.4,4.9,0.531,15.8,30.2,0.227,,,
Central Arkansas,32,8,24,0.25,-13.04,-3.76,7,11,5,6,3,16,74.84375,84.125,1295,26.125,59.6875,0.438,7.1875,19.15625,0.375,15.40625,21.46875,0.718,25.4375,10.53125,35.96875,14.53125,5.5625,2.625,13.9375,606,72.2,102.5,0.36,0.321,0.535,48.8,55.6,7.6,7.4,0.498,16.6,28.8,0.258,,,
Central Connecticut State,29,6,23,0.207,-17.51,-7.68,4,14,3,9,3,14,63.0,72.82758620689656,1170,23.275862068965516,55.241379310344826,0.421,5.0344827586206895,14.413793103448276,0.349,11.413793103448276,18.413793103448278,0.62,21.862068965517242,11.448275862068966,33.310344827586206,11.758620689655173,5.724137931034483,2.3448275862068964,14.241379310344827,539,66.5,93.9,0.333,0.261,0.492,48.5,50.5,8.5,6.9,0.467,18.2,31.5,0.207,,,
Central Florida,36,24,12,0.667,9.58,3.69,11,7,15,3,6,6,67.05555555555556,61.166666666666664,1445,22.916666666666668,52.72222222222222,0.435,7.305555555555555,20.77777777777778,0.352,13.916666666666666,21.055555555555557,0.661,30.055555555555557,10.805555555555555,40.861111111111114,11.11111111111111,4.0,4.027777777777778,14.583333333333334,548,66.2,101.0,0.399,0.394,0.535,55.6,48.5,6.0,11.1,0.504,18.9,32.6,0.264,,,
Central Michigan,32,16,16,0.5,-5.76,-2.63,6,12,10,5,5,9,88.3125,87.71875,1295,28.5,67.28125,0.424,12.46875,34.84375,0.358,18.84375,23.8125,0.791,27.5,11.375,38.875,11.3125,5.65625,2.90625,11.3125,612,77.8,112.2,0.354,0.518,0.562,47.7,39.7,7.2,6.6,0.516,12.6,27.9,0.28,,,
Charleston Southern,31,12,19,0.387,-12.28,-6.21,7,11,9,6,3,12,74.3225806451613,75.58064516129032,1255,26.580645161290324,60.25806451612903,0.441,7.354838709677419,21.580645161290324,0.341,13.806451612903226,20.741935483870968,0.666,24.387096774193548,10.838709677419354,35.225806451612904,11.0,5.67741935483871,2.870967741935484,11.548387096774194,620,69.7,105.3,0.344,0.358,0.53,50.1,41.4,8.0,8.4,0.502,14.1,29.0,0.229,,,
Charlotte,30,13,17,0.433,-5.24,-0.93,7,11,10,5,3,9,76.5,80.23333333333333,1205,26.666666666666668,60.1,0.444,7.9,21.0,0.376,15.266666666666667,20.466666666666665,0.746,25.166666666666668,7.466666666666667,32.63333333333333,12.033333333333333,6.333333333333333,3.1333333333333333,12.2,578,74.4,102.4,0.341,0.349,0.548,44.8,45.1,8.5,7.3,0.509,14.9,20.6,0.254,,,
Chattanooga,31,19,12,0.613,1.1,-2.08,10,8,11,3,7,7,74.64516129032258,68.7741935483871,1245,25.838709677419356,55.41935483870968,0.466,7.451612903225806,21.516129032258064,0.346,15.516129032258064,21.838709677419356,0.71,22.032258064516128,10.387096774193548,32.41935483870968,12.161290322580646,7.774193548387097,4.67741935483871,13.32258064516129,570,68.1,109.2,0.394,0.388,0.567,49.1,47.1,11.4,12.4,0.533,16.8,31.1,0.28,,,
Chicago State,32,6,26,0.188,-16.67,-0.19,1,13,3,7,2,17,65.28125,78.46875,1300,23.09375,60.09375,0.384,6.625,21.28125,0.311,12.46875,17.78125,0.701,24.34375,10.75,35.09375,11.25,6.71875,2.125,13.75,616,70.3,91.4,0.296,0.354,0.476,46.8,48.7,9.4,6.6,0.439,16.7,26.8,0.207,,,
Cincinnati,36,30,6,0.833,18.43,5.49,16,2,18,0,8,3,74.27777777777777,61.333333333333336,1450,26.916666666666668,58.77777777777778,0.458,7.333333333333333,21.22222222222222,0.346,13.11111111111111,19.11111111111111,0.686,24.75,12.13888888888889,36.888888888888886,15.472222222222221,7.25,4.805555555555555,10.027777777777779,566,65.1,113.3,0.325,0.361,0.547,53.3,57.5,11.1,13.9,0.52,12.9,35.5,0.223,6.0,R32,SOUTH
Clemson,33,17,16,0.515,13.22,9.98,6,12,11,6,3,7,74.78787878787878,71.54545454545455,1325,26.393939393939394,58.75757575757576,0.449,7.242424242424242,20.272727272727273,0.357,14.757575757575758,20.181818181818183,0.731,23.0,11.06060606060606,34.06060606060606,12.545454545454545,7.121212121212121,3.9393939393939394,10.727272727272727,501,67.7,110.0,0.343,0.345,0.547,49.3,47.5,10.5,10.7,0.511,13.6,31.4,0.251,,,
Cleveland State,31,9,22,0.29,-6.73,-1.53,5,13,5,6,2,14,67.19354838709677,71.6774193548387,1260,24.032258064516128,59.29032258064516,0.405,7.064516129032258,22.870967741935484,0.309,12.064516129032258,17.451612903225808,0.691,22.096774193548388,10.935483870967742,33.03225806451613,10.548387096774194,7.129032258064516,3.032258064516129,13.064516129032258,636,68.8,96.2,0.294,0.386,0.497,47.0,43.9,10.2,8.7,0.465,16.2,29.0,0.203,,,
Coastal Carolina,39,20,19,0.513,-3.94,-1.48,10,8,15,6,3,12,72.64102564102564,73.28205128205128,1570,26.17948717948718,61.94871794871795,0.423,8.153846153846153,24.692307692307693,0.33,12.128205128205128,18.435897435897434,0.658,28.0,12.282051282051283,40.282051282051285,11.974358974358974,6.076923076923077,2.7948717948717947,13.025641025641026,709,71.0,101.7,0.298,0.399,0.514,52.0,45.7,8.5,8.7,0.488,15.6,31.0,0.196,,,
Colgate,32,10,22,0.313,-8.47,-3.6,8,10,4,8,6,12,67.03125,71.03125,1305,23.28125,52.90625,0.44,8.46875,22.875,0.37,12.0,17.71875,0.677,24.1875,8.21875,32.40625,12.9375,5.125,2.5625,14.6875,603,66.4,99.0,0.335,0.432,0.547,49.7,55.6,7.6,7.7,0.52,19.3,25.1,0.227,,,
College of Charleston,35,25,10,0.714,3.99,-0.19,14,4,12,2,10,5,69.02857142857142,64.57142857142857,1405,22.97142857142857,53.2,0.432,6.285714285714286,19.142857142857142,0.328,16.8,22.82857142857143,0.736,25.485714285714284,8.628571428571428,34.114285714285714,10.142857142857142,5.542857142857143,3.342857142857143,10.4,604,65.6,104.9,0.429,0.36,0.539,49.1,44.2,8.4,9.8,0.491,14.0,25.6,0.316,,,
Colorado,34,19,15,0.559,9.12,6.0,8,10,13,4,4,9,75.52941176470588,72.20588235294117,1370,26.11764705882353,58.61764705882353,0.446,7.352941176470588,21.11764705882353,0.348,15.941176470588236,22.647058823529413,0.704,25.676470588235293,11.852941176470589,37.529411764705884,13.941176470588236,5.0588235294117645,4.294117647058823,12.058823529411764,632,69.0,108.7,0.386,0.36,0.544,52.1,53.4,7.3,11.9,0.508,14.8,32.7,0.272,,,
Colorado State,36,24,12,0.667,6.03,2.17,13,5,15,5,7,5,72.52777777777777,67.97222222222223,1440,24.416666666666668,57.5,0.425,7.138888888888889,21.055555555555557,0.339,16.555555555555557,22.63888888888889,0.731,26.77777777777778,11.38888888888889,38.166666666666664,11.027777777777779,6.055555555555555,3.4166666666666665,10.88888888888889,618,68.0,106.6,0.394,0.366,0.531,51.9,45.2,8.9,9.8,0.487,13.8,31.6,0.288,,,
Columbia,27,11,16,0.407,-5.67,-3.13,5,9,7,6,4,10,71.85185185185185,72.74074074074075,1090,25.925925925925927,59.370370370370374,0.437,7.814814814814815,21.62962962962963,0.361,12.185185185185185,17.22222222222222,0.708,24.74074074074074,10.11111111111111,34.851851851851855,15.481481481481481,7.037037037037037,2.925925925925926,12.851851851851851,506,69.5,102.5,0.29,0.364,0.532,48.5,59.7,10.0,9.2,0.502,16.0,28.1,0.205,,,
Connecticut,33,16,17,0.485,7.23,6.61,9,9,8,6,4,8,67.27272727272727,66.33333333333333,1330,23.575757575757574,54.81818181818182,0.43,6.757575757575758,19.03030303030303,0.355,13.363636363636363,18.757575757575758,0.712,26.454545454545453,10.181818181818182,36.63636363636363,13.090909090909092,4.424242424242424,5.363636363636363,12.181818181818182,575,65.4,102.1,0.342,0.347,0.528,50.9,55.5,6.7,15.3,0.492,16.0,29.9,0.244,,,
Coppin State,32,8,24,0.25,-21.51,-8.01,7,9,5,6,3,16,66.21875,78.78125,1290,22.03125,57.6875,0.382,7.03125,22.125,0.318,15.125,23.28125,0.65,23.375,11.46875,34.84375,10.46875,5.6875,2.25,13.75,664,70.5,93.1,0.404,0.384,0.482,46.3,47.5,8.0,6.4,0.443,16.7,28.4,0.262,,,
Cornell,29,8,21,0.276,-8.4,-1.55,4,10,3,8,4,12,71.51724137931035,77.17241379310344,1165,25.724137931034484,56.758620689655174,0.453,8.413793103448276,24.82758620689655,0.339,11.655172413793103,16.689655172413794,0.698,26.103448275862068,7.551724137931035,33.6551724137931,14.379310344827585,5.172413793103448,2.689655172413793,14.448275862068966,529,71.3,99.8,0.294,0.437,0.553,48.7,55.9,7.2,6.7,0.527,18.3,22.5,0.205,,,
Creighton,35,25,10,0.714,17.27,8.95,10,8,13,4,7,4,81.82857142857142,72.82857142857142,1400,30.8,61.05714285714286,0.504,8.685714285714285,21.885714285714286,0.397,11.542857142857143,16.914285714285715,0.682,26.685714285714287,8.257142857142858,34.94285714285714,17.085714285714285,6.085714285714285,2.914285714285714,12.428571428571429,582,72.9,112.3,0.277,0.358,0.592,49.3,55.5,8.4,7.6,0.576,15.2,24.8,0.189,6.0,R64,MIDWEST
Dartmouth,27,7,20,0.259,-11.15,-3.45,4,10,3,9,4,11,67.11111111111111,74.81481481481481,1085,23.37037037037037,54.18518518518518,0.431,7.37037037037037,20.925925925925927,0.352,13.0,18.333333333333332,0.709,24.74074074074074,9.222222222222221,33.96296296296296,11.148148148148149,4.592592592592593,1.7777777777777777,14.851851851851851,493,68.2,97.9,0.338,0.386,0.534,50.5,47.7,6.7,4.7,0.499,19.1,27.6,0.24,,,
Davidson,32,17,15,0.531,6.45,4.26,8,10,8,5,5,7,73.8125,71.625,1290,25.4375,58.15625,0.437,9.125,26.75,0.341,13.8125,18.34375,0.753,27.0,8.90625,35.90625,15.59375,5.09375,3.3125,12.1875,583,69.5,105.4,0.315,0.46,0.552,49.6,61.3,7.3,8.5,0.516,15.4,25.1,0.238,,,
