School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON
High Point,32,9,23,0.281,-16.31,-5.34,6,12,6,9,3,14,65.9375,74.875,1290,22.21875,54.71875,0.406,6.1875,19.34375,0.32,15.3125,21.90625,0.699,23.375,11.25,34.625,12.21875,5.125,3.5625,14.34375,18.4375,67.7,96.7,0.4,0.354,0.506,51.3,55.0,7.5,11.9,0.463,18.0,32.2,0.28,,
Hofstra,34,26,8,0.765,3.06,-3.85,14,4,10,4,11,4,76.3529411764706,68.41176470588235,1360,26.323529411764707,58.55882352941177,0.45,8.294117647058824,22.147058823529413,0.375,15.411764705882353,19.676470588235293,0.783,24.470588235294116,10.352941176470589,34.8235294117647,12.323529411764707,6.911764705882353,2.1470588235294117,11.264705882352942,14.176470588235293,68.9,110.8,0.336,0.378,0.562,50.8,46.8,10.0,5.7,0.52,14.2,30.3,0.263,,
Holy Cross,32,3,29,0.094,-18.07,-4.26,2,16,2,12,0,16,65.8125,79.28125,1295,24.65625,57.15625,0.431,6.84375,21.53125,0.318,9.65625,14.40625,0.67,23.53125,8.75,32.28125,11.59375,4.875,2.75,14.3125,17.78125,68.9,94.5,0.252,0.377,0.514,47.6,47.0,7.0,7.0,0.491,18.3,25.1,0.169,,
Houston,31,23,8,0.742,16.46,6.3,13,5,14,2,6,6,72.29032258064517,62.12903225806452,1245,25.419354838709676,60.25806451612903,0.422,6.967741935483871,20.677419354838708,0.337,14.483870967741936,19.838709677419356,0.73,27.06451612903226,14.419354838709678,41.483870967741936,12.903225806451612,5.193548387096774,4.870967741935484,11.903225806451612,19.612903225806452,66.8,107.8,0.329,0.343,0.519,56.5,50.8,7.7,15.1,0.48,14.6,38.7,0.24,,
Houston Christian,29,4,25,0.138,-17.41,-3.62,4,16,2,9,2,15,80.10344827586206,93.89655172413794,1165,27.517241379310345,62.06896551724138,0.443,7.448275862068965,20.482758620689655,0.364,17.620689655172413,23.586206896551722,0.747,23.896551724137932,12.172413793103448,36.06896551724138,12.758620689655173,5.655172413793103,2.206896551724138,16.79310344827586,20.20689655172414,78.0,102.3,0.38,0.33,0.547,49.4,46.4,7.2,5.1,0.503,18.6,32.2,0.284,,
Howard,33,4,29,0.121,-21.88,-7.98,1,15,2,13,1,14,69.87878787878788,81.27272727272727,1335,24.484848484848484,58.24242424242424,0.42,7.484848484848484,21.757575757575758,0.344,13.424242424242424,19.303030303030305,0.695,23.272727272727273,9.696969696969697,32.96969696969697,13.424242424242424,5.454545454545454,3.606060606060606,14.727272727272727,18.454545454545453,71.9,96.0,0.331,0.374,0.518,45.0,54.8,7.5,9.2,0.485,17.9,26.4,0.23,,
Idaho,32,8,24,0.25,-12.07,-2.1,4,16,5,10,2,12,65.1875,72.78125,1285,24.5,55.625,0.44,4.875,14.46875,0.337,11.3125,16.75,0.675,25.65625,8.15625,33.8125,12.0,5.53125,2.21875,14.09375,17.3125,69.3,93.8,0.301,0.26,0.513,49.7,49.0,8.0,6.1,0.484,18.1,24.4,0.203,,
Idaho State,30,8,22,0.267,-8.62,-1.62,4,16,4,9,3,13,69.76666666666667,73.26666666666667,1215,25.333333333333332,55.46666666666667,0.457,6.4,18.366666666666667,0.348,12.7,19.366666666666667,0.656,23.133333333333333,9.7,32.833333333333336,11.666666666666666,4.566666666666666,2.433333333333333,13.5,15.266666666666667,67.7,101.8,0.349,0.331,0.539,50.6,46.1,6.7,5.7,0.514,17.3,29.3,0.229,,
Illinois,31,21,10,0.677,15.27,9.84,13,7,15,3,6,6,72.2258064516129,65.29032258064517,1245,26.161290322580644,59.064516129032256,0.443,5.645161290322581,18.258064516129032,0.309,14.258064516129032,19.580645161290324,0.728,26.806451612903224,12.67741935483871,39.483870967741936,13.258064516129032,4.870967741935484,2.870967741935484,12.096774193548388,16.032258064516128,67.5,106.6,0.332,0.309,0.528,55.3,50.7,7.2,7.3,0.491,15.0,35.8,0.241,,
Illinois State,31,10,21,0.323,-2.7,1.97,5,13,9,6,1,11,66.12903225806451,70.03225806451613,1245,23.870967741935484,56.29032258064516,0.424,8.32258064516129,23.419354838709676,0.355,10.064516129032258,14.161290322580646,0.711,24.580645161290324,8.870967741935484,33.45161290322581,12.03225806451613,5.774193548387097,2.4838709677419355,14.387096774193548,17.06451612903226,68.4,96.3,0.252,0.416,0.525,48.9,50.4,8.4,7.3,0.498,18.6,25.6,0.179,,
Illinois-Chicago,35,18,17,0.514,-3.74,-3.8,10,8,11,7,5,9,68.91428571428571,68.77142857142857,1405,25.142857142857142,56.68571428571428,0.444,7.2,21.34285714285714,0.337,11.428571428571429,16.685714285714287,0.685,27.914285714285715,9.514285714285714,37.42857142857143,14.114285714285714,5.742857142857143,4.3428571428571425,15.685714285714285,19.485714285714284,70.5,97.4,0.294,0.377,0.533,51.3,56.1,8.1,12.0,0.507,19.5,27.9,0.202,,
Incarnate Word,31,9,22,0.29,-18.57,-6.85,6,14,7,9,2,13,66.12903225806451,73.93548387096774,1260,23.419354838709676,56.16129032258065,0.417,6.032258064516129,20.096774193548388,0.3,13.258064516129032,18.0,0.737,22.64516129032258,9.612903225806452,32.25806451612903,12.32258064516129,7.225806451612903,2.5806451612903225,15.290322580645162,18.870967741935484,69.2,94.0,0.321,0.358,0.511,47.1,52.6,10.3,6.9,0.471,19.1,27.6,0.236,,
Indiana,32,20,12,0.625,15.07,10.35,9,11,15,4,2,8,71.4375,66.71875,1285,25.375,57.03125,0.445,5.5,16.875,0.326,15.1875,22.375,0.679,26.53125,11.28125,37.8125,12.9375,5.59375,4.375,12.59375,17.15625,68.7,103.6,0.392,0.296,0.528,54.0,51.0,8.1,12.6,0.493,15.7,32.4,0.266,,
Indiana State,30,18,12,0.6,3.22,1.81,11,7,12,1,4,8,68.4,66.8,1205,24.366666666666667,53.9,0.452,6.966666666666667,18.5,0.377,12.7,17.733333333333334,0.716,24.333333333333332,7.566666666666666,31.9,12.566666666666666,5.5,3.4,11.433333333333334,16.966666666666665,66.2,102.9,0.329,0.343,0.549,49.2,51.6,8.3,10.0,0.517,15.5,23.5,0.236,,
Iona,29,12,17,0.414,-6.23,-5.37,9,11,5,6,4,9,70.0,70.86206896551724,1175,24.03448275862069,54.689655172413794,0.439,7.724137931034483,23.20689655172414,0.333,14.206896551724139,18.448275862068964,0.77,25.517241379310345,7.9655172413793105,33.48275862068966,13.172413793103448,6.862068965517241,3.7241379310344827,14.241379310344827,18.620689655172413,68.6,100.7,0.337,0.424,0.552,48.5,54.8,9.9,10.4,0.51,18.3,25.1,0.26,,
Iowa,31,20,11,0.645,16.07,10.62,11,9,14,2,4,7,77.74193548387096,72.29032258064517,1240,27.161290322580644,60.25806451612903,0.451,7.870967741935484,22.677419354838708,0.347,15.548387096774194,20.741935483870968,0.75,26.0,11.483870967741936,37.483870967741936,17.35483870967742,6.161290322580645,3.870967741935484,12.096774193548388,16.0,70.6,110.2,0.344,0.376,0.554,51.5,63.9,8.7,10.6,0.516,14.7,32.0,0.258,,
Iowa State,32,12,20,0.375,9.1,10.07,5,13,11,6,0,11,72.0,72.96875,1285,26.125,59.53125,0.439,7.09375,22.4375,0.316,12.65625,16.96875,0.746,24.0625,10.21875,34.28125,13.84375,7.4375,4.21875,13.28125,16.15625,70.4,101.9,0.285,0.377,0.533,48.9,53.0,10.5,11.3,0.498,16.4,29.2,0.213,,
IUPUI,32,7,25,0.219,-14.89,-3.39,3,15,4,9,3,14,70.5,80.125,1290,25.09375,60.78125,0.413,7.9375,23.53125,0.337,12.375,19.1875,0.645,24.28125,11.34375,35.625,13.46875,6.46875,2.46875,13.90625,17.84375,71.9,97.3,0.316,0.387,0.504,47.7,53.7,8.9,6.4,0.478,16.6,29.3,0.204,,
Jackson State,32,15,17,0.469,-10.91,-8.61,11,7,9,3,6,14,67.28125,67.40625,1280,24.59375,57.96875,0.424,4.46875,16.90625,0.264,13.625,20.28125,0.672,23.0625,9.3125,32.375,11.3125,8.125,3.65625,12.8125,19.59375,71.1,94.6,0.35,0.292,0.498,47.9,46.0,11.4,10.2,0.463,15.9,26.2,0.235,,
Jacksonville,32,14,18,0.438,-6.5,-5.63,7,9,6,7,7,9,66.84375,66.65625,1295,24.3125,56.65625,0.429,6.40625,20.09375,0.319,11.8125,17.625,0.67,27.8125,10.21875,38.03125,11.125,5.03125,2.84375,13.75,15.5625,67.6,97.7,0.311,0.355,0.514,52.5,45.8,7.4,7.9,0.486,17.5,29.2,0.208,,
Jacksonville State,32,13,19,0.406,-8.29,-6.36,8,10,8,6,4,11,71.6875,69.3125,1285,26.375,59.15625,0.446,7.0625,21.25,0.332,11.875,17.1875,0.691,25.34375,11.0625,36.40625,13.71875,6.3125,2.5625,14.125,15.78125,70.0,102.1,0.291,0.359,0.532,52.8,52.0,9.0,7.3,0.506,17.3,31.4,0.201,,
James Madison,30,9,21,0.3,-9.23,-2.78,2,16,6,9,3,11,71.9,76.53333333333333,1200,25.0,59.56666666666667,0.42,7.7,24.033333333333335,0.32,14.2,21.733333333333334,0.653,27.5,10.1,37.6,12.266666666666667,6.233333333333333,2.9,12.433333333333334,17.433333333333334,72.1,99.7,0.365,0.403,0.514,49.7,49.1,8.6,8.1,0.484,15.1,26.2,0.238,,
Kansas,31,28,3,0.903,24.96,11.63,17,1,14,1,11,1,74.58064516129032,60.70967741935484,1245,27.451612903225808,56.70967741935484,0.484,6.419354838709677,18.64516129032258,0.344,13.258064516129032,19.870967741935484,0.667,27.838709677419356,10.741935483870968,38.58064516129032,13.935483870967742,7.645161290322581,4.67741935483871,12.774193548387096,14.64516129032258,67.9,109.4,0.35,0.329,0.564,54.7,50.8,11.2,13.6,0.541,16.2,32.8,0.234,,
Kansas City,30,16,14,0.533,-6.07,-3.62,8,7,9,4,5,8,69.8,65.86666666666666,1225,25.7,56.13333333333333,0.458,7.133333333333334,19.866666666666667,0.359,11.266666666666667,16.466666666666665,0.684,22.5,8.7,31.2,13.2,8.066666666666666,3.1333333333333333,13.0,21.333333333333332,66.7,102.5,0.293,0.354,0.546,48.2,51.4,11.9,9.4,0.521,16.9,26.0,0.201,,
Kansas State,32,11,21,0.344,8.7,9.48,3,15,9,7,1,10,64.1875,64.96875,1285,22.53125,54.4375,0.414,6.65625,21.28125,0.313,12.46875,18.875,0.661,22.46875,10.34375,32.8125,12.40625,8.65625,2.4375,14.34375,19.09375,67.2,95.1,0.347,0.391,0.506,48.9,55.1,12.8,7.9,0.475,18.4,29.6,0.229,,
Kennesaw State,29,1,28,0.034,-22.6,-2.63,0,16,1,10,0,16,55.241379310344826,75.20689655172414,1160,19.310344827586206,54.48275862068966,0.354,4.172413793103448,16.82758620689655,0.248,12.448275862068966,17.689655172413794,0.704,22.482758620689655,9.655172413793103,32.13793103448276,8.10344827586207,5.0344827586206895,1.9655172413793103,14.724137931034482,16.862068965517242,68.1,81.1,0.325,0.309,0.439,45.9,42.0,7.4,5.5,0.393,19.0,25.8,0.228,,
Kent State,32,20,12,0.625,3.68,-0.72,9,9,14,3,5,7,76.3125,70.03125,1300,27.6875,61.0,0.454,8.375,24.71875,0.339,12.5625,17.28125,0.727,25.375,10.78125,36.15625,13.90625,6.8125,4.125,12.71875,18.625,70.1,107.2,0.283,0.405,0.551,50.7,50.2,9.6,11.2,0.523,15.5,30.7,0.206,,
Kentucky,31,25,6,0.806,15.78,7.46,15,3,16,2,8,2,74.41935483870968,66.09677419354838,1250,25.64516129032258,55.58064516129032,0.461,5.064516129032258,14.774193548387096,0.343,18.06451612903226,22.677419354838708,0.797,26.967741935483872,9.67741935483871,36.645161290322584,13.387096774193548,5.225806451612903,4.935483870967742,12.483870967741936,18.322580645161292,68.5,107.9,0.408,0.266,0.561,53.0,52.2,7.6,13.6,0.507,15.8,30.8,0.325,,
La Salle,30,15,15,0.5,-0.23,1.71,6,12,8,7,4,8,68.0,69.93333333333334,1215,23.7,57.266666666666666,0.414,8.0,23.8,0.336,12.6,18.933333333333334,0.665,24.566666666666666,10.366666666666667,34.93333333333333,13.033333333333333,8.033333333333333,3.1,14.666666666666666,19.533333333333335,69.8,96.2,0.331,0.416,0.513,49.6,55.0,11.4,8.9,0.484,18.1,28.6,0.22,,
Lafayette,31,19,12,0.613,-5.91,-5.94,10,8,9,5,10,7,70.12903225806451,68.80645161290323,1240,25.741935483870968,56.935483870967744,0.452,8.548387096774194,24.967741935483872,0.342,10.096774193548388,13.612903225806452,0.742,27.129032258064516,7.67741935483871,34.806451612903224,15.258064516129032,4.741935483870968,4.451612903225806,12.096774193548388,14.258064516129032,67.7,103.6,0.239,0.439,0.553,49.7,59.3,7.0,11.3,0.527,16.0,23.4,0.177,,
Lamar,32,17,15,0.531,-7.24,-6.45,10,10,10,5,6,10,72.25,69.59375,1290,25.96875,59.46875,0.437,5.90625,17.875,0.33,14.40625,20.4375,0.705,24.3125,11.25,35.5625,13.34375,8.875,4.5625,14.59375,16.59375,71.7,99.9,0.344,0.301,0.522,49.1,51.4,12.3,12.3,0.486,17.4,30.8,0.242,,
Lehigh,32,11,21,0.344,-10.93,-3.9,7,11,8,6,3,15,68.25,73.09375,1290,25.8125,57.6875,0.447,5.625,16.8125,0.335,11.0,15.0,0.733,25.875,8.8125,34.6875,12.625,5.4375,2.40625,13.8125,17.625,69.5,97.5,0.26,0.291,0.527,50.7,48.9,7.8,7.1,0.496,17.6,26.3,0.191,,
Liberty,34,30,4,0.882,5.15,-7.26,13,3,17,0,7,4,68.58823529411765,53.8235294117647,1360,24.735294117647058,51.61764705882353,0.479,7.647058823529412,20.91176470588235,0.366,11.470588235294118,16.08823529411765,0.713,25.91176470588235,7.352941176470588,33.26470588235294,13.117647058823529,5.647058823529412,2.7941176470588234,9.352941176470589,13.411764705882353,61.3,111.8,0.312,0.405,0.579,53.2,53.0,9.2,9.2,0.553,13.6,24.8,0.222,,
Lipscomb,32,16,16,0.5,-7.08,-4.45,9,7,9,5,7,11,70.46875,70.65625,1285,26.0625,57.78125,0.451,6.8125,20.0,0.341,11.53125,16.65625,0.692,25.9375,9.34375,35.28125,13.21875,5.375,2.59375,12.8125,15.25,68.8,102.0,0.288,0.346,0.536,50.4,50.7,7.8,7.4,0.51,16.3,27.1,0.2,,
Little Rock,31,21,10,0.677,2.27,-1.07,15,5,13,2,8,8,73.2258064516129,69.41935483870968,1240,25.06451612903226,53.32258064516129,0.47,6.064516129032258,17.516129032258064,0.346,17.032258064516128,24.0,0.71,25.451612903225808,9.903225806451612,35.354838709677416,14.903225806451612,6.903225806451613,3.6451612903225805,15.451612903225806,18.612903225806452,70.2,104.4,0.45,0.328,0.566,52.2,59.5,9.8,10.4,0.527,19.3,30.7,0.319,,
Long Beach State,32,11,21,0.344,-8.72,1.08,6,10,8,6,2,13,67.40625,75.125,1290,24.125,55.90625,0.432,5.84375,16.65625,0.351,13.3125,19.03125,0.7,25.34375,8.78125,34.125,11.0625,5.90625,4.125,16.09375,17.65625,71.8,93.1,0.34,0.298,0.519,48.0,45.9,8.2,11.4,0.484,19.9,25.4,0.238,,
Long Island University,33,15,18,0.455,-8.38,-6.16,9,9,8,6,6,11,75.87878787878788,76.78787878787878,1340,26.272727272727273,59.57575757575758,0.441,9.454545454545455,27.454545454545453,0.344,13.878787878787879,19.424242424242426,0.715,26.363636363636363,7.7272727272727275,34.09090909090909,14.272727272727273,6.757575757575758,3.3636363636363638,13.969696969696969,17.03030303030303,73.9,101.2,0.326,0.461,0.551,46.2,54.3,9.0,8.2,0.52,16.9,21.5,0.233,,
Longwood,32,14,18,0.438,-12.45,-9.31,9,9,8,6,6,11,67.125,68.59375,1300,22.5,55.65625,0.404,9.15625,26.78125,0.342,12.96875,18.5,0.701,25.78125,8.5,34.28125,10.90625,6.71875,2.09375,13.65625,18.59375,68.5,96.5,0.332,0.481,0.521,48.7,48.5,9.7,6.7,0.487,17.5,23.6,0.233,,
Louisiana,33,14,19,0.424,-4.6,-0.67,8,12,10,6,3,12,73.21212121212122,76.18181818181819,1325,25.0,59.75757575757576,0.418,7.848484848484849,24.424242424242426,0.321,15.363636363636363,20.666666666666668,0.743,24.606060606060606,10.575757575757576,35.18181818181818,11.454545454545455,6.0,3.121212121212121,14.06060606060606,17.696969696969695,72.8,100.1,0.346,0.409,0.526,49.3,45.8,8.2,8.2,0.484,16.8,29.0,0.257,,
Louisiana State,31,21,10,0.677,14.43,7.2,12,6,15,2,5,6,80.48387096774194,73.25806451612904,1250,28.580645161290324,60.645161290322584,0.471,6.806451612903226,20.806451612903224,0.327,16.516129032258064,21.483870967741936,0.769,27.580645161290324,12.096774193548388,39.67741935483871,12.838709677419354,6.290322580645161,3.903225806451613,12.580645161290322,15.96774193548387,70.8,112.8,0.354,0.343,0.568,54.3,44.9,8.8,10.6,0.527,15.1,35.1,0.272,,
Louisiana Tech,30,22,8,0.733,7.06,-1.48,13,5,15,1,7,7,74.5,63.666666666666664,1210,27.366666666666667,58.766666666666666,0.466,8.366666666666667,23.466666666666665,0.357,11.4,17.066666666666666,0.668,26.533333333333335,10.466666666666667,37.0,13.366666666666667,7.4,2.5,12.433333333333334,16.933333333333334,68.2,108.2,0.29,0.399,0.557,51.9,48.8,10.8,7.4,0.537,15.7,30.3,0.194,,
Louisiana-Monroe,29,9,20,0.31,-6.5,-0.16,5,15,7,8,2,12,63.13793103448276,67.44827586206897,1165,22.517241379310345,53.6551724137931,0.42,6.206896551724138,18.586206896551722,0.334,11.89655172413793,17.448275862068964,0.682,24.79310344827586,8.96551724137931,33.758620689655174,11.586206896551724,4.482758620689655,3.310344827586207,13.586206896551724,16.82758620689655,66.2,94.9,0.325,0.346,0.51,49.2,51.5,6.7,9.4,0.478,18.0,27.0,0.222,,
Louisville,31,24,7,0.774,17.94,7.55,15,5,17,1,6,5,74.06451612903226,63.67741935483871,1250,26.129032258064516,57.645161290322584,0.453,8.225806451612904,21.903225806451612,0.376,13.580645161290322,18.580645161290324,0.731,27.806451612903224,10.806451612903226,38.61290322580645,13.96774193548387,5.064516129032258,2.6774193548387095,12.129032258064516,16.903225806451612,67.1,109.4,0.322,0.38,0.557,54.5,53.5,7.5,7.9,0.525,15.4,32.0,0.236,,
Loyola (IL),32,21,11,0.656,5.7,0.54,13,5,14,2,5,6,68.6875,62.71875,1295,25.09375,50.5,0.497,5.78125,15.75,0.367,12.71875,19.5625,0.65,23.84375,6.25,30.09375,14.28125,7.875,1.59375,12.84375,13.84375,65.7,103.4,0.387,0.312,0.574,49.7,56.9,11.9,5.4,0.554,17.7,21.4,0.252,,
Loyola (MD),32,15,17,0.469,-9.59,-7.23,7,11,9,4,5,13,73.375,74.8125,1290,25.9375,55.75,0.465,6.625,20.71875,0.32,14.875,23.34375,0.637,25.71875,8.78125,34.5,15.46875,6.75,2.90625,13.6875,17.625,71.3,102.2,0.419,0.372,0.549,49.2,59.6,9.4,8.0,0.525,17.0,25.9,0.267,,
Loyola Marymount,32,11,21,0.344,-1.09,3.88,4,12,7,9,2,9,64.28125,67.75,1285,23.46875,50.5,0.465,5.40625,17.5,0.309,11.9375,17.53125,0.681,22.125,7.875,30.0,11.625,5.84375,2.09375,14.03125,18.9375,64.7,98.9,0.347,0.347,0.546,50.6,49.5,9.0,7.4,0.518,19.3,27.5,0.236,,
Maine,31,9,22,0.29,-11.88,-3.71,5,11,5,7,3,15,61.41935483870968,68.03225806451613,1250,22.225806451612904,54.61290322580645,0.407,6.645161290322581,23.612903225806452,0.281,10.32258064516129,14.516129032258064,0.711,24.580645161290324,9.67741935483871,34.25806451612903,13.806451612903226,6.935483870967742,3.4516129032258065,15.03225806451613,17.64516129032258,66.2,92.1,0.266,0.432,0.499,50.4,62.1,10.4,11.4,0.468,19.6,28.5,0.189,,
Manhattan,31,13,18,0.419,-8.42,-6.26,8,12,7,6,5,11,62.064516129032256,64.2258064516129,1250,21.806451612903224,55.096774193548384,0.396,6.774193548387097,21.903225806451612,0.309,11.67741935483871,18.806451612903224,0.621,23.451612903225808,11.064516129032258,34.516129032258064,12.64516129032258,7.032258064516129,3.967741935483871,13.935483870967742,20.451612903225808,66.3,92.8,0.341,0.398,0.485,49.2,58.0,10.5,11.7,0.457,17.9,30.1,0.212,,
Marist,30,7,23,0.233,-12.22,-7.08,6,14,4,10,3,12,60.53333333333333,65.66666666666667,1225,21.3,54.46666666666667,0.391,7.433333333333334,21.8,0.341,10.5,16.2,0.648,24.433333333333334,9.233333333333333,33.666666666666664,10.5,6.8,2.933333333333333,14.0,18.433333333333334,65.5,90.5,0.297,0.4,0.487,49.3,49.3,10.2,9.9,0.459,18.4,25.9,0.193,,
Marquette,30,18,12,0.6,15.44,9.3,8,10,13,3,3,8,77.76666666666667,71.63333333333334,1220,25.3,58.8,0.43,10.033333333333333,26.233333333333334,0.382,17.133333333333333,23.066666666666666,0.743,29.266666666666666,10.566666666666666,39.833333333333336,13.533333333333333,5.133333333333334,4.233333333333333,13.666666666666666,19.066666666666666,71.4,107.2,0.392,0.446,0.557,53.2,53.5,7.1,10.6,0.516,16.4,29.8,0.291,,
Marshall,32,17,15,0.531,1.7,-0.05,10,8,10,6,5,9,75.90625,73.09375,1285,28.03125,63.375,0.442,7.65625,24.46875,0.313,12.1875,18.375,0.663,27.90625,10.84375,38.75,14.1875,8.125,5.9375,14.71875,18.8125,75.5,100.1,0.29,0.386,0.526,48.5,50.6,10.7,14.3,0.503,17.0,27.9,0.192,,
Maryland,31,24,7,0.774,17.82,10.5,14,6,16,1,5,6,71.80645161290323,64.48387096774194,1240,24.0,57.225806451612904,0.419,7.67741935483871,24.677419354838708,0.311,16.129032258064516,21.580645161290324,0.747,26.967741935483872,11.225806451612904,38.193548387096776,13.193548387096774,4.580645161290323,4.32258064516129,11.290322580645162,14.935483870967742,67.7,106.0,0.377,0.431,0.532,52.9,55.0,6.8,11.8,0.486,14.3,31.5,0.282,,
Maryland-Baltimore County,33,16,17,0.485,-8.08,-4.43,8,8,11,5,5,10,68.33333333333333,66.87878787878788,1325,24.727272727272727,55.84848484848485,0.443,6.9393939393939394,21.90909090909091,0.317,11.93939393939394,18.515151515151516,0.645,25.424242424242426,9.0,34.42424242424242,12.333333333333334,5.393939393939394,2.393939393939394,12.606060606060606,16.12121212121212,68.0,100.1,0.332,0.392,0.529,49.9,49.9,7.9,7.8,0.505,16.3,26.1,0.214,,
Maryland-Eastern Shore,32,5,27,0.156,-22.03,-6.45,4,12,4,6,1,20,57.53125,71.1875,1290,21.125,58.40625,0.362,5.84375,23.28125,0.251,9.4375,14.9375,0.632,23.8125,10.40625,34.21875,11.0625,7.6875,3.1875,14.84375,18.09375,69.6,82.0,0.256,0.399,0.439,46.2,52.4,11.0,9.3,0.412,18.5,26.1,0.162,,
Massachusetts,31,14,17,0.452,1.12,3.79,8,10,11,5,3,9,68.51612903225806,71.19354838709677,1250,24.451612903225808,57.41935483870968,0.426,7.580645161290323,23.06451612903226,0.329,12.03225806451613,17.161290322580644,0.701,23.483870967741936,8.96774193548387,32.45161290322581,13.290322580645162,6.806451612903226,3.193548387096774,13.129032258064516,18.258064516129032,69.2,98.2,0.299,0.402,0.522,47.3,54.4,9.8,8.2,0.492,16.7,25.7,0.21,,
Massachusetts-Lowell,32,13,19,0.406,-8.19,-5.35,7,9,8,9,5,10,74.625,76.03125,1295,26.1875,57.1875,0.458,6.9375,20.46875,0.339,15.3125,21.5,0.712,24.5625,9.40625,33.96875,14.4375,6.90625,2.59375,13.4375,16.75,70.9,104.0,0.376,0.358,0.554,49.2,55.1,9.6,6.7,0.519,16.6,27.5,0.268,,
McNeese State,32,15,17,0.469,-9.11,-6.93,10,10,10,5,5,11,79.375,74.6875,1290,28.46875,57.28125,0.497,8.40625,21.09375,0.399,14.03125,19.375,0.724,26.0,10.03125,36.03125,16.3125,6.59375,3.875,15.90625,16.6875,71.8,109.7,0.338,0.368,0.597,52.3,57.3,9.1,10.3,0.57,19.3,31.7,0.245,,
Memphis,31,21,10,0.677,12.16,5.07,10,8,15,3,5,6,72.0,64.90322580645162,1250,25.0,56.87096774193548,0.44,6.580645161290323,20.0,0.329,15.419354838709678,22.70967741935484,0.679,29.548387096774192,10.451612903225806,40.0,14.129032258064516,7.806451612903226,5.935483870967742,16.451612903225808,19.580645161290324,73.1,97.7,0.399,0.352,0.532,52.2,56.5,10.6,15.3,0.497,19.6,30.0,0.271,,
Mercer,32,17,15,0.531,-3.13,-2.7,11,7,9,6,8,6,71.6875,70.25,1280,26.46875,58.90625,0.449,7.6875,21.4375,0.359,11.0625,15.3125,0.722,26.25,10.375,36.625,14.40625,6.59375,2.59375,14.46875,18.78125,70.4,101.9,0.26,0.364,0.542,53.2,54.4,9.4,7.6,0.515,17.9,31.1,0.188,,
Merrimack,31,20,11,0.645,-6.93,-6.53,14,4,10,2,9,8,62.83870967741935,60.193548387096776,1255,22.741935483870968,54.25806451612903,0.419,7.967741935483871,23.483870967741936,0.339,9.387096774193548,13.774193548387096,0.681,20.870967741935484,7.838709677419355,28.70967741935484,12.806451612903226,9.935483870967742,2.967741935483871,11.870967741935484,17.29032258064516,64.4,96.4,0.254,0.433,0.517,43.8,56.3,15.2,8.6,0.493,16.3,23.2,0.173,,
Miami (FL),31,15,16,0.484,6.63,8.66,7,13,9,5,4,8,71.19354838709677,73.2258064516129,1270,25.677419354838708,59.83870967741935,0.429,7.064516129032258,22.258064516129032,0.317,12.774193548387096,16.838709677419356,0.759,25.06451612903226,9.419354838709678,34.483870967741936,10.0,5.903225806451613,3.838709677419355,12.064516129032258,14.419354838709678,68.7,101.2,0.281,0.372,0.525,47.2,38.9,8.4,9.4,0.488,15.1,26.0,0.213,,
Miami (OH),32,13,19,0.406,-4.17,-0.57,5,13,10,6,2,11,70.90625,71.09375,1280,25.4375,60.0,0.424,8.375,24.71875,0.339,11.65625,16.03125,0.727,25.8125,9.5,35.3125,11.96875,5.125,2.34375,11.34375,18.25,69.2,102.5,0.267,0.412,0.524,48.8,47.1,7.4,6.8,0.494,14.4,25.9,0.194,,
Michigan,31,19,12,0.613,17.94,11.17,10,10,11,5,4,7,75.03225806451613,68.25806451612904,1255,27.774193548387096,60.12903225806452,0.462,7.967741935483871,23.516129032258064,0.339,11.516129032258064,16.06451612903226,0.717,27.483870967741936,8.612903225806452,36.096774193548384,14.64516129032258,5.451612903225806,4.516129032258065,10.709677419354838,15.161290322580646,69.3,107.0,0.267,0.391,0.554,50.6,52.7,7.8,10.3,0.528,13.6,25.0,0.192,,
Michigan State,31,22,9,0.71,21.92,10.76,14,6,12,3,7,4,75.90322580645162,64.74193548387096,1240,27.258064516129032,59.12903225806452,0.461,7.709677419354839,22.161290322580644,0.348,13.67741935483871,18.225806451612904,0.75,29.483870967741936,11.096774193548388,40.58064516129032,17.70967741935484,5.129032258064516,5.032258064516129,12.548387096774194,16.870967741935484,69.4,109.4,0.308,0.375,0.56,55.1,65.0,7.4,13.4,0.526,15.6,32.8,0.231,,
Middle Tennessee,31,8,23,0.258,-8.41,0.84,4,14,5,10,3,10,70.74193548387096,75.2258064516129,1250,25.032258064516128,59.67741935483871,0.419,8.225806451612904,24.612903225806452,0.334,12.451612903225806,18.580645161290324,0.67,24.225806451612904,10.709677419354838,34.935483870967744,13.096774193548388,6.806451612903226,2.935483870967742,14.03225806451613,20.0,71.2,98.5,0.311,0.412,0.516,49.0,52.3,9.5,7.9,0.488,17.0,28.1,0.209,,
