School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON,REGION,YEAR
Louisiana Tech,33,23,10,0.697,-0.07,-4.4,12,6,16,1,7,7,2624,2395,1345,863,2017,0.428,210,670,0.313,459,673,0.682,362,1249,440,190,103,476,684,72.9,97.7,0.334,0.332,0.512,49.8,51.0,7.7,8.0,0.48,16.9,28.7,0.228,NA,NA,NA,2016
Loyola Marymount,31,14,17,0.452,-3.63,0.87,6,12,8,6,5,10,2208,2319,1265,775,1686,0.46,250,667,0.375,519,717,0.724,324,1156,499,169,108,437,572,68.0,107.9,0.425,0.396,0.572,52.5,64.4,7.9,8.8,0.534,17.7,31.7,0.308,NA,NA,NA,2016
Loyola (MD),30,9,21,0.3,-10.9,-5.24,8,10,5,9,4,12,2090,2260,1230,784,1707,0.459,208,559,0.372,484,698,0.693,318,1048,420,181,130,352,566,67.4,109.1,0.409,0.327,0.554,49.9,53.6,8.7,11.1,0.52,14.7,30.6,0.284,NA,NA,NA,2016
Maine,30,8,22,0.267,-17.39,-6.49,4,12,5,8,3,14,2279,2606,1215,934,1880,0.497,219,593,0.369,519,714,0.727,342,1212,535,252,142,494,590,77.8,110.3,0.38,0.315,0.587,53.5,57.3,10.7,11.5,0.555,18.2,32.3,0.276,NA,NA,NA,2016
Marist,30,7,23,0.233,-11.69,-4.52,4,16,4,10,2,12,2145,2360,1220,833,1776,0.469,238,623,0.382,456,650,0.702,336,1150,448,192,88,355,581,69.0,112.1,0.366,0.351,0.566,54.1,53.8,9.1,8.9,0.536,14.6,32.0,0.257,NA,NA,NA,2016
Maryland-Eastern Shore,32,10,22,0.313,-14.23,-6.17,7,9,7,4,3,17,2178,2399,1295,790,1713,0.461,233,661,0.352,586,837,0.7,306,1042,436,213,109,420,571,68.3,108.5,0.489,0.386,0.568,48.6,55.2,9.6,9.9,0.529,16.6,28.6,0.342,NA,NA,NA,2016
Massachusetts-Lowell,29,11,18,0.379,-13.59,-6.17,7,9,6,6,5,12,2221,2401,1170,850,1776,0.479,230,625,0.368,471,664,0.709,338,1084,408,240,85,417,553,74.3,110.5,0.374,0.352,0.574,53.4,48.0,11.0,8.1,0.543,16.6,32.6,0.265,NA,NA,NA,2016
McNeese State,29,9,20,0.31,-15.24,-6.74,7,11,7,6,2,13,2083,2301,1185,822,1785,0.461,206,551,0.374,451,662,0.681,357,1163,452,183,94,336,521,70.5,110.1,0.371,0.309,0.548,52.7,55.0,8.8,8.3,0.518,13.8,33.0,0.253,NA,NA,NA,2016
Miami (OH),33,13,20,0.394,-5.91,-0.25,6,12,10,8,3,11,2089,2249,1320,748,1724,0.434,261,730,0.358,492,656,0.75,330,1159,422,175,101,457,633,65.6,104.0,0.381,0.423,0.552,52.0,56.4,8.1,8.4,0.51,18.3,30.8,0.285,NA,NA,NA,2016
Mississippi Valley State,35,8,27,0.229,-19.86,-8.11,6,12,3,6,3,19,2293,2704,1425,973,2152,0.452,250,825,0.303,508,757,0.671,458,1480,506,229,148,490,622,71.3,106.5,0.352,0.383,0.538,54.3,52.0,9.0,9.6,0.51,16.3,34.6,0.236,NA,NA,NA,2016
Kansas City,31,12,19,0.387,-6.31,-2.24,4,10,9,4,2,13,2152,2240,1245,734,1703,0.431,223,649,0.344,549,747,0.735,332,1066,426,178,116,378,616,67.7,106.3,0.439,0.381,0.544,49.6,58.0,8.4,10.1,0.496,15.5,31.3,0.322,NA,NA,NA,2016
Missouri State,32,13,19,0.406,-3.52,2.58,8,10,8,7,4,8,2153,2321,1290,818,1841,0.444,240,656,0.366,445,637,0.699,311,1158,469,209,83,393,625,69.1,104.1,0.346,0.356,0.541,50.5,57.3,9.4,6.5,0.51,15.5,27.9,0.242,NA,NA,NA,2016
Monmouth,36,28,8,0.778,5.29,-1.85,17,3,11,2,13,4,2861,2604,1450,871,2206,0.395,290,923,0.314,572,821,0.697,448,1415,436,212,146,539,721,73.9,97.2,0.372,0.418,0.502,50.3,50.1,7.9,10.1,0.461,17.2,30.7,0.259,NA,NA,NA,2016
Montana State,31,14,17,0.452,-6.91,-5.35,9,9,8,3,4,12,2369,2411,1245,820,1732,0.473,231,629,0.367,540,791,0.683,289,1087,405,178,119,364,607,70.1,110.5,0.457,0.363,0.572,48.4,49.4,8.2,10.6,0.54,14.7,27.4,0.312,NA,NA,NA,2016
Morgan State,31,9,22,0.29,-12.57,-7.97,6,10,6,6,2,15,2089,2223,1250,800,1756,0.456,177,562,0.315,446,658,0.678,363,1205,430,175,135,452,604,69.1,102.9,0.375,0.32,0.537,52.5,53.8,8.1,10.2,0.506,17.9,33.8,0.254,NA,NA,NA,2016
Navy,33,19,14,0.576,-4.99,-7.05,9,9,6,9,11,4,2230,2135,1340,707,1713,0.413,252,711,0.354,469,666,0.704,302,1031,412,195,97,438,661,64.9,98.2,0.389,0.415,0.526,46.5,58.3,9.0,7.5,0.486,17.8,27.0,0.274,NA,NA,NA,2016
Omaha,32,18,14,0.563,-0.24,-2.04,10,6,9,4,7,9,2729,2619,1295,909,1973,0.461,250,701,0.357,551,729,0.756,352,1178,454,195,123,486,697,76.4,105.9,0.369,0.355,0.565,51.1,49.9,7.9,8.6,0.524,17.3,30.9,0.279,NA,NA,NA,2016
Nevada-Las Vegas,33,18,15,0.545,5.5,3.17,8,10,13,3,2,10,2581,2427,1350,831,2004,0.415,213,647,0.329,552,792,0.697,383,1282,390,212,114,500,717,74.0,97.2,0.395,0.323,0.51,50.2,46.9,8.5,9.1,0.468,17.4,29.9,0.275,NA,NA,NA,2016
New Hampshire,33,20,13,0.606,-7.89,-7.05,11,5,11,3,9,10,2342,2297,1330,811,1900,0.427,240,702,0.342,435,620,0.702,257,1121,334,175,116,344,639,68.6,100.7,0.326,0.369,0.523,46.4,41.2,7.7,9.1,0.49,13.6,21.8,0.229,NA,NA,NA,2016
Niagara,32,7,25,0.219,-11.26,-3.86,5,15,5,8,1,14,2067,2304,1300,788,1854,0.425,240,673,0.357,488,658,0.742,356,1144,460,195,134,369,572,67.3,105.4,0.355,0.363,0.532,49.5,58.4,8.9,10.9,0.49,14.6,31.2,0.263,NA,NA,NA,2016
Nicholls State,34,11,23,0.324,-16.68,-5.23,6,12,8,4,1,17,2298,2598,1375,909,2031,0.448,222,642,0.346,558,796,0.701,421,1345,479,277,125,471,714,71.6,105.5,0.392,0.316,0.539,54.0,52.7,11.3,10.6,0.502,16.4,33.7,0.275,NA,NA,NA,2016
NJIT,35,20,15,0.571,-4.17,-4.56,8,6,12,6,8,9,2629,2587,1410,902,2059,0.438,302,869,0.348,481,724,0.664,388,1276,525,215,141,477,659,70.7,103.9,0.352,0.422,0.538,51.2,58.2,8.6,11.9,0.511,16.6,30.5,0.234,NA,NA,NA,2016
North Carolina A&T,32,10,22,0.313,-16.78,-8.49,7,9,8,6,2,13,2169,2433,1305,796,1791,0.444,254,749,0.339,587,867,0.677,356,1188,473,189,101,400,621,68.7,108.5,0.484,0.418,0.552,50.9,59.4,8.4,8.4,0.515,15.4,31.0,0.328,NA,NA,NA,2016
Northern Arizona,30,5,25,0.167,-18.29,-2.83,3,15,4,9,1,15,2054,2438,1225,864,1812,0.477,268,692,0.387,442,609,0.726,304,1186,457,186,102,377,549,71.0,112.2,0.336,0.382,0.58,54.2,52.9,8.6,9.3,0.551,15.2,29.1,0.244,NA,NA,NA,2016
Northern Colorado,31,10,21,0.323,-12.22,-4.01,7,11,7,9,3,10,2292,2482,1240,811,1714,0.473,264,682,0.387,596,803,0.742,313,1074,449,178,97,381,632,69.9,114.5,0.468,0.398,0.592,49.9,55.4,8.2,8.2,0.55,15.4,29.5,0.348,NA,NA,NA,2016
Northern Illinois,34,21,13,0.618,-0.46,-1.2,9,9,18,1,3,10,2463,2285,1370,759,1881,0.404,265,778,0.341,502,747,0.672,338,1186,435,197,118,487,715,69.3,96.3,0.397,0.414,0.511,47.1,57.3,8.3,9.2,0.474,17.9,27.0,0.267,NA,NA,NA,2016
Northwestern State,28,8,20,0.286,-15.74,-5.66,5,13,6,7,2,13,2224,2413,1120,870,1798,0.484,203,581,0.349,470,662,0.71,393,1103,475,236,91,388,565,75.2,114.6,0.368,0.323,0.571,54.5,54.6,11.2,8.2,0.54,15.5,38.3,0.261,NA,NA,NA,2016
Oakland,35,23,12,0.657,6.3,-1.61,13,5,8,4,11,5,3023,2746,1405,982,2259,0.435,277,793,0.349,505,725,0.697,401,1286,536,185,113,431,729,74.8,104.5,0.321,0.351,0.527,48.4,54.6,7.0,8.1,0.496,14.2,29.2,0.224,NA,NA,NA,2016
Pacific,28,8,20,0.286,-3.57,2.35,6,12,6,8,2,11,1948,2009,1140,650,1528,0.425,201,561,0.358,508,727,0.699,279,969,354,169,93,337,563,67.8,104.0,0.476,0.367,0.536,49.4,54.5,8.7,9.5,0.491,15.2,28.2,0.332,NA,NA,NA,2016
Penn State,32,16,16,0.5,3.17,6.95,7,11,11,4,3,8,2107,2228,1290,739,1744,0.424,225,615,0.366,525,741,0.709,324,1152,382,183,104,375,586,66.2,104.4,0.425,0.353,0.531,51.0,51.7,8.6,9.2,0.488,15.2,29.5,0.301,NA,NA,NA,2016
Pepperdine,32,18,14,0.563,2.33,1.68,10,8,10,3,6,8,2349,2287,1300,834,1914,0.436,209,660,0.317,410,609,0.673,346,1150,420,174,91,355,648,68.3,103.1,0.318,0.345,0.519,49.3,50.4,7.8,6.5,0.49,13.9,29.4,0.214,NA,NA,NA,2016
Portland State,31,13,18,0.419,-8.15,-5.94,8,10,8,6,4,11,2408,2409,1240,875,1878,0.466,233,617,0.378,426,607,0.702,336,1130,448,211,74,439,601,73.2,106.1,0.323,0.329,0.556,50.8,51.2,9.3,5.3,0.528,16.9,30.5,0.227,NA,NA,NA,2016
Portland,32,12,20,0.375,-2.21,0.56,6,12,8,7,3,9,2483,2552,1285,871,1928,0.452,264,693,0.381,546,784,0.696,394,1230,449,181,118,431,625,72.7,109.3,0.407,0.359,0.555,52.1,51.5,7.8,9.6,0.52,15.8,34.1,0.283,NA,NA,NA,2016
Presbyterian,31,11,20,0.355,-13.38,-4.98,5,13,7,8,3,11,2093,2259,1245,781,1751,0.446,243,726,0.335,454,665,0.683,325,1116,414,217,129,422,566,69.8,104.1,0.38,0.415,0.546,51.6,53.0,10.0,10.4,0.515,17.0,30.3,0.259,NA,NA,NA,2016
Quinnipiac,30,9,21,0.3,-10.38,-4.98,6,14,6,8,3,11,1969,2131,1215,729,1755,0.415,174,562,0.31,499,704,0.709,333,1127,392,234,120,369,557,69.7,100.6,0.401,0.32,0.51,46.5,53.8,11.0,9.8,0.465,15.0,29.4,0.284,NA,NA,NA,2016
Rice,32,12,20,0.375,-8.8,-2.7,7,11,9,8,3,11,2427,2576,1285,915,1901,0.481,277,670,0.413,469,669,0.701,346,1144,491,227,96,426,662,71.4,112.3,0.352,0.352,0.581,52.1,53.7,9.9,8.9,0.554,16.1,31.3,0.247,NA,NA,NA,2016
Richmond,32,16,16,0.5,7.28,4.56,7,11,9,7,5,7,2450,2363,1295,837,1858,0.45,217,602,0.36,472,670,0.704,357,1188,425,151,87,402,611,68.8,106.1,0.361,0.324,0.543,53.8,50.8,6.8,7.4,0.509,15.6,31.7,0.254,NA,NA,NA,2016
Rider,33,13,20,0.394,-5.0,-3.6,8,12,7,6,4,12,2177,2223,1340,767,1862,0.412,245,721,0.34,444,603,0.736,350,1173,418,223,90,400,610,65.6,101.1,0.324,0.387,0.517,50.1,54.5,10.1,7.8,0.478,15.7,29.4,0.238,NA,NA,NA,2016
Sacramento State,31,14,17,0.452,-8.63,-5.32,6,12,10,5,3,11,2210,2237,1245,789,1839,0.429,216,684,0.316,443,663,0.668,366,1182,443,195,99,375,577,69.2,103.8,0.361,0.372,0.519,51.5,56.1,9.0,8.5,0.488,14.8,31.1,0.241,NA,NA,NA,2016
Sacred Heart,30,12,18,0.4,-13.01,-9.05,11,7,6,5,5,13,2217,2336,1210,811,1805,0.449,222,618,0.359,492,711,0.692,359,1114,436,195,121,394,616,72.2,107.0,0.394,0.342,0.545,49.7,53.8,8.9,9.7,0.511,15.5,32.4,0.273,NA,NA,NA,2016
Saint Francis (PA),30,13,17,0.433,-12.57,-9.06,9,9,8,6,5,11,2110,2181,1210,796,1776,0.448,204,642,0.318,385,534,0.721,329,1062,406,173,119,345,602,67.6,106.7,0.301,0.361,0.537,49.3,51.0,8.5,10.9,0.506,14.5,30.7,0.217,NA,NA,NA,2016
Saint Peter's,30,14,16,0.467,-5.0,-4.3,12,8,9,5,5,10,1966,1987,1210,693,1682,0.412,221,649,0.341,380,533,0.713,278,1012,347,192,107,356,584,66.4,98.9,0.317,0.386,0.513,47.9,50.1,9.6,9.7,0.478,15.5,26.3,0.226,NA,NA,NA,2016
Sam Houston State,34,18,16,0.529,-6.06,-6.5,12,6,10,5,6,9,2551,2427,1370,796,1806,0.441,255,716,0.356,580,810,0.716,259,1154,511,184,104,455,719,69.8,101.5,0.449,0.396,0.554,47.8,64.2,7.7,8.4,0.511,17.2,22.8,0.321,NA,NA,NA,2016
Samford,33,14,19,0.424,-5.94,-4.49,4,14,6,7,5,11,2440,2442,1345,820,1848,0.444,247,682,0.362,555,795,0.698,369,1157,458,225,149,483,680,69.7,104.3,0.43,0.369,0.549,50.3,55.9,9.6,11.4,0.511,17.8,31.6,0.3,NA,NA,NA,2016
San Diego,30,9,21,0.3,-7.78,1.42,4,14,6,7,1,11,1822,2074,1200,714,1605,0.445,177,490,0.361,469,664,0.706,281,1081,377,179,102,355,570,66.6,103.9,0.414,0.305,0.54,52.1,52.8,9.0,10.8,0.5,15.6,28.5,0.292,NA,NA,NA,2016
San Francisco,30,15,15,0.5,-2.92,-0.68,8,10,10,7,5,7,2329,2362,1220,811,1843,0.44,280,725,0.386,460,644,0.714,336,1096,426,151,139,343,631,70.9,109.3,0.349,0.393,0.55,48.1,52.5,7.0,11.8,0.516,13.8,29.8,0.25,NA,NA,NA,2016
San Jose State,31,9,22,0.29,-5.79,1.35,4,14,7,7,1,13,2186,2290,1245,761,1767,0.431,211,600,0.352,557,811,0.687,317,1133,402,194,88,387,642,71.3,103.1,0.459,0.34,0.532,50.1,52.8,8.7,8.1,0.49,15.2,28.3,0.315,NA,NA,NA,2016
Santa Clara,31,11,20,0.355,-4.67,1.86,7,11,7,8,3,9,2083,2272,1265,781,1774,0.44,243,703,0.346,467,645,0.724,324,1144,441,152,100,350,582,66.4,108.2,0.364,0.396,0.546,52.2,56.5,7.2,9.4,0.509,14.4,29.7,0.263,NA,NA,NA,2016
Savannah State,32,16,16,0.5,-15.39,-8.59,9,7,12,3,2,12,1992,2167,1285,736,1689,0.436,203,584,0.348,492,678,0.726,310,1151,374,221,116,497,651,68.2,98.9,0.401,0.346,0.539,53.0,50.8,10.1,11.2,0.496,19.8,30.0,0.291,NA,NA,NA,2016
Seattle,32,15,17,0.469,-9.62,-5.02,7,7,10,8,3,8,2074,2140,1285,738,1807,0.408,259,772,0.335,405,605,0.669,352,1092,447,268,116,416,607,67.3,99.0,0.335,0.427,0.511,48.2,60.6,12.4,9.8,0.48,16.6,30.3,0.224,NA,NA,NA,2016
Siena,34,21,13,0.618,1.73,-3.19,13,7,12,3,7,9,2659,2492,1385,851,2041,0.417,226,704,0.321,564,784,0.719,385,1097,390,254,123,423,700,71.0,101.3,0.384,0.345,0.516,44.6,45.8,10.3,8.7,0.472,14.9,29.8,0.276,NA,NA,NA,2016
South Alabama,33,14,19,0.424,-8.18,-2.02,8,12,8,6,4,11,2284,2426,1345,834,1975,0.422,231,724,0.319,527,747,0.705,401,1262,454,191,112,432,651,70.3,102.7,0.378,0.367,0.521,50.7,54.4,8.1,8.9,0.481,15.6,32.4,0.267,NA,NA,NA,2016
South Carolina State,34,19,15,0.559,-9.99,-8.24,12,4,10,1,6,12,2485,2485,1360,851,1922,0.443,248,715,0.347,535,742,0.721,362,1190,431,151,95,413,651,68.8,106.2,0.386,0.372,0.546,51.0,50.6,6.5,7.0,0.507,15.4,31.1,0.278,NA,NA,NA,2016
South Carolina Upstate,32,10,22,0.313,-13.78,-4.39,4,10,7,10,3,12,2315,2495,1290,889,1935,0.459,270,739,0.365,447,643,0.695,382,1173,528,220,92,369,526,69.0,112.0,0.332,0.382,0.557,48.9,59.4,9.9,7.2,0.529,14.1,32.0,0.231,NA,NA,NA,2016
South Dakota,32,14,18,0.438,-5.58,-0.88,5,11,6,6,5,10,2443,2537,1305,852,1875,0.454,279,718,0.389,554,752,0.737,334,1179,477,167,140,447,587,71.7,108.4,0.401,0.383,0.568,52.3,56.0,7.1,10.1,0.529,16.7,29.8,0.295,NA,NA,NA,2016
South Florida,33,8,25,0.242,-2.85,5.24,4,14,4,14,3,9,2085,2352,1320,817,1978,0.413,235,736,0.319,483,704,0.686,413,1193,495,255,106,314,560,67.1,106.2,0.356,0.372,0.509,48.4,60.6,11.5,7.6,0.472,12.0,32.5,0.244,NA,NA,NA,2016
Southeast Missouri State,29,5,24,0.172,-16.05,-3.43,2,14,3,10,2,14,1944,2252,1165,824,1734,0.475,233,665,0.35,371,528,0.703,294,1105,516,190,113,395,528,71.5,108.2,0.304,0.384,0.567,52.0,62.6,9.1,9.4,0.542,16.6,29.7,0.214,NA,NA,NA,2016
Southeastern Louisiana,33,12,21,0.364,-13.61,-7.55,9,9,9,3,2,15,2344,2489,1325,847,1893,0.447,268,717,0.374,527,805,0.655,389,1192,504,214,124,457,648,70.6,106.5,0.425,0.379,0.547,51.1,59.5,9.2,10.5,0.518,16.7,32.6,0.278,NA,NA,NA,2016
SIU Edwardsville,28,6,22,0.214,-10.78,-2.6,3,13,3,11,3,11,1839,2068,1130,708,1536,0.461,175,471,0.372,477,675,0.707,273,981,380,160,98,336,551,67.7,108.0,0.439,0.307,0.557,49.5,53.7,8.4,9.1,0.518,15.3,29.2,0.311,NA,NA,NA,2016
Southern Illinois,32,22,10,0.688,2.79,-1.3,11,7,12,4,9,4,2360,2229,1290,764,1687,0.453,189,594,0.318,512,758,0.675,268,1038,377,190,88,478,680,69.9,98.9,0.449,0.352,0.544,47.8,49.3,8.4,7.3,0.509,18.9,25.6,0.303,NA,NA,NA,2016
Southern Mississippi,29,8,21,0.276,-10.58,-3.66,5,13,6,9,2,12,1866,2045,1180,687,1575,0.436,249,699,0.356,422,605,0.698,281,1026,395,189,87,342,525,65.0,106.6,0.384,0.444,0.549,52.7,57.5,9.9,11.2,0.515,15.5,28.9,0.268,NA,NA,NA,2016
Southern Utah,30,6,24,0.2,-17.36,-4.22,3,15,3,10,3,13,2040,2429,1210,839,1700,0.494,231,559,0.413,520,728,0.714,299,1091,402,180,114,371,590,68.9,116.6,0.428,0.329,0.594,54.1,47.9,8.6,10.6,0.561,15.4,30.3,0.306,NA,NA,NA,2016
St. Francis (NY),32,15,17,0.469,-11.24,-9.24,11,7,9,5,6,11,2095,2131,1290,765,1809,0.423,152,463,0.328,449,630,0.713,349,1155,368,204,92,404,592,66.9,98.8,0.348,0.256,0.505,49.4,48.1,9.5,9.1,0.465,16.1,30.5,0.248,NA,NA,NA,2016
Stetson,34,12,22,0.353,-10.78,-4.35,4,10,6,8,5,13,2729,2807,1390,1052,2221,0.474,251,725,0.346,452,670,0.675,407,1362,524,209,155,415,634,73.4,110.0,0.302,0.326,0.553,52.9,49.8,8.2,11.5,0.53,14.0,31.6,0.204,NA,NA,NA,2016
Tennessee-Martin,35,20,15,0.571,-5.57,-4.72,10,6,11,2,8,10,2554,2494,1420,883,2050,0.431,308,907,0.34,420,593,0.708,358,1213,495,189,96,419,647,67.4,104.2,0.289,0.442,0.535,48.7,56.1,7.9,7.9,0.506,15.2,28.3,0.205,NA,NA,NA,2016
Tennessee State,31,20,11,0.645,-1.81,-5.3,11,5,11,3,7,7,2273,2134,1260,698,1691,0.413,253,705,0.359,485,709,0.684,319,1068,397,177,81,481,624,69.4,97.6,0.419,0.417,0.526,48.2,56.9,8.1,6.5,0.488,19.2,28.6,0.287,NA,NA,NA,2016
Tennessee Tech,31,19,12,0.613,-3.21,-3.66,11,5,14,1,5,9,2416,2340,1245,836,1890,0.442,236,652,0.362,432,633,0.682,368,1118,452,192,93,357,654,70.1,107.2,0.335,0.345,0.534,50.4,54.1,8.8,9.3,0.505,14.0,31.2,0.229,NA,NA,NA,2016
Texas A&M-Corpus Christi,33,25,8,0.758,-3.18,-5.44,15,3,13,1,10,6,2428,2308,1320,753,1805,0.417,231,662,0.349,571,797,0.716,381,1186,408,207,71,525,667,70.3,99.5,0.442,0.367,0.528,50.6,54.2,8.9,5.5,0.481,19.4,32.6,0.316,NA,NA,NA,2016
UT Arlington,35,24,11,0.686,5.02,-3.42,13,7,13,2,10,8,2762,2417,1415,788,1989,0.396,277,824,0.336,564,851,0.663,351,1237,430,240,164,528,693,72.8,93.8,0.428,0.414,0.505,44.7,54.6,9.3,12.5,0.466,18.1,25.8,0.284,NA,NA,NA,2016
UTEP,33,19,14,0.576,-3.81,-4.93,10,8,14,4,2,9,2554,2471,1335,853,2013,0.424,268,796,0.337,497,734,0.677,403,1294,482,175,100,470,695,72.8,101.8,0.365,0.395,0.523,51.9,56.5,7.2,7.6,0.49,16.6,31.0,0.247,NA,NA,NA,2016
Texas-Rio Grande Valley,30,8,22,0.267,-17.88,-4.25,4,10,7,6,1,13,1993,2330,1200,861,1897,0.454,207,602,0.344,401,586,0.684,400,1235,479,191,82,305,507,69.3,112.1,0.309,0.317,0.536,55.2,55.6,9.2,7.6,0.508,12.3,34.9,0.211,NA,NA,NA,2016
UTSA,32,5,27,0.156,-16.36,-3.36,3,15,4,10,1,14,2317,2698,1290,924,1826,0.506,280,687,0.408,564,834,0.676,280,1180,541,200,159,410,664,73.1,114.4,0.457,0.376,0.607,52.1,58.5,8.5,13.0,0.583,15.6,26.9,0.309,NA,NA,NA,2016
Texas State,31,15,16,0.484,-5.36,-4.29,8,12,10,4,4,11,2046,1993,1250,691,1627,0.425,194,560,0.346,417,596,0.7,312,1063,340,177,92,436,606,65.2,97.9,0.366,0.344,0.522,50.0,49.2,8.7,7.5,0.484,18.6,30.0,0.256,NA,NA,NA,2016
Toledo,32,17,15,0.531,2.96,-2.36,8,10,9,6,6,8,2482,2286,1280,815,1874,0.435,267,691,0.386,389,538,0.723,275,1064,408,203,100,390,638,70.4,101.5,0.287,0.369,0.537,47.8,50.1,9.0,8.6,0.506,15.5,24.3,0.208,NA,NA,NA,2016
Towson,33,20,13,0.606,-0.06,-1.57,11,7,12,3,7,6,2358,2227,1330,746,1784,0.418,209,608,0.344,526,709,0.742,306,1053,361,171,111,414,687,66.8,100.2,0.397,0.341,0.525,44.8,48.4,7.7,8.4,0.477,16.3,27.1,0.295,NA,NA,NA,2016
Tulane,34,12,22,0.353,-0.85,3.79,3,15,6,10,2,10,2240,2398,1390,845,1950,0.433,212,601,0.353,496,718,0.691,369,1264,409,240,119,442,598,67.9,101.7,0.368,0.308,0.523,49.9,48.4,10.2,9.1,0.488,16.2,30.2,0.254,NA,NA,NA,2016
Utah Valley,30,12,18,0.4,-9.58,-3.58,6,8,7,7,5,9,2280,2360,1210,851,1902,0.447,183,562,0.326,475,685,0.693,341,1205,440,192,93,385,569,74.8,104.3,0.36,0.295,0.53,52.3,51.7,8.5,8.4,0.496,14.7,29.3,0.25,NA,NA,NA,2016
VMI,30,9,21,0.3,-12.96,-3.15,4,14,8,6,1,14,2081,2264,1205,769,1716,0.448,224,615,0.364,502,693,0.724,339,1163,375,205,92,390,508,69.9,107.6,0.404,0.358,0.553,53.9,48.8,9.7,9.3,0.513,16.0,32.4,0.293,NA,NA,NA,2016
Wagner,34,23,11,0.676,-4.79,-9.52,13,5,13,4,10,7,2389,2209,1365,737,1789,0.412,197,605,0.326,538,789,0.682,331,1117,382,190,113,481,629,67.8,95.5,0.441,0.338,0.51,45.3,51.8,8.2,8.1,0.467,18.2,27.5,0.301,NA,NA,NA,2016
Washington State,31,9,22,0.29,0.5,7.97,1,17,8,9,0,10,2187,2394,1260,836,1886,0.443,210,586,0.358,512,699,0.732,333,1107,380,210,95,333,524,70.4,108.0,0.371,0.311,0.54,51.4,45.5,9.5,7.7,0.499,13.1,29.4,0.271,NA,NA,NA,2016
Western Carolina,34,16,18,0.471,-4.98,-1.53,10,8,12,2,3,15,2479,2490,1385,824,1903,0.433,242,712,0.34,600,843,0.712,375,1230,439,235,130,510,699,70.4,102.2,0.443,0.374,0.54,49.8,53.3,9.6,10.3,0.497,18.1,30.9,0.315,NA,NA,NA,2016
Western Illinois,27,10,17,0.37,-6.2,-1.32,3,13,7,6,3,11,1904,1914,1080,647,1508,0.429,176,475,0.371,444,621,0.715,251,943,318,170,76,303,488,68.8,103.1,0.412,0.315,0.531,49.9,49.1,9.2,7.4,0.487,14.4,26.0,0.294,NA,NA,NA,2016
Western Kentucky,34,18,16,0.529,-1.29,-0.89,8,10,12,4,3,9,2620,2586,1385,949,2091,0.454,280,742,0.377,408,617,0.661,363,1128,493,219,98,365,652,68.8,108.5,0.295,0.355,0.542,46.2,51.9,9.2,7.4,0.521,13.3,28.6,0.195,NA,NA,NA,2016
William & Mary,31,20,11,0.645,5.57,1.3,11,7,12,3,7,7,2384,2205,1250,798,1895,0.421,251,769,0.326,358,516,0.694,319,1075,403,182,108,330,598,68.5,103.0,0.272,0.406,0.515,48.5,50.5,8.5,9.8,0.487,13.4,26.5,0.189,NA,NA,NA,2016
Youngstown State,32,11,21,0.344,-10.86,-0.86,6,12,6,8,3,11,2437,2682,1305,984,2094,0.47,256,756,0.339,458,661,0.693,396,1336,557,209,107,407,560,74.1,110.9,0.316,0.361,0.557,55.3,56.6,8.6,8.1,0.531,14.5,33.2,0.219,NA,NA,NA,2016
Abilene Christian,29,13,16,0.448,-11.86,-7.1,7,11,9,5,4,11,2009,2073,1180,708,1557,0.455,210,581,0.361,447,671,0.666,294,1017,393,178,88,427,502,68.0,103.3,0.431,0.373,0.553,52.9,55.5,8.9,8.8,0.522,18.5,30.1,0.287,NA,NA,NA,2017
UAB,33,17,16,0.515,-1.17,-1.83,9,9,11,5,4,8,2369,2316,1330,836,1941,0.431,250,731,0.342,394,569,0.692,339,1080,420,219,100,381,593,67.8,102.8,0.293,0.377,0.524,47.6,50.2,9.7,8.2,0.495,14.7,28.1,0.203,NA,NA,NA,2017
Alabama,34,19,15,0.559,11.29,7.47,10,8,11,6,5,6,2330,2200,1380,748,1848,0.405,209,628,0.333,495,738,0.671,329,1138,325,215,100,460,662,67.4,94.7,0.399,0.34,0.5,46.2,43.4,9.3,8.3,0.461,17.3,26.6,0.268,NA,NA,NA,2017
Albany (NY),35,21,14,0.6,-0.16,-4.69,10,6,11,5,9,8,2496,2301,1400,808,1873,0.431,276,809,0.341,409,578,0.708,262,1008,442,197,144,399,630,65.3,100.7,0.309,0.432,0.536,44.5,54.7,8.6,10.1,0.505,15.7,23.0,0.218,NA,NA,NA,2017
American,30,8,22,0.267,-10.3,-3.5,5,13,4,11,4,11,1845,2049,1205,716,1528,0.469,172,468,0.368,445,632,0.704,258,996,384,198,84,397,493,65.2,104.4,0.414,0.306,0.56,53.4,53.6,10.1,8.3,0.525,17.8,28.0,0.291,NA,NA,NA,2017
Appalachian State,30,9,21,0.3,-8.67,-1.6,4,14,8,6,1,14,2208,2279,1205,788,1718,0.459,194,516,0.376,509,742,0.686,284,1097,394,180,105,382,621,72.1,104.9,0.432,0.3,0.55,49.3,50.0,8.3,10.1,0.515,15.6,26.5,0.296,NA,NA,NA,2017
