School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON,REGION,YEAR
Richmond,32,12,20,0.375,-0.17,3.61,9,9,6,9,4,8,2297,2418,1295,882,1805,0.489,236,635,0.372,418,566,0.739,284,1107,471,202,103,421,489,68.3,109.4,0.314,0.352,0.583,53.2,53.4,9.1,8.8,0.554,16.9,28.3,0.232,NA,NA,NA,2018
Rider,32,22,10,0.688,0.94,-2.65,15,3,12,1,8,7,2620,2505,1285,852,1904,0.447,305,821,0.371,496,701,0.708,333,1171,481,198,146,493,693,74.8,104.3,0.368,0.431,0.56,48.3,56.5,8.2,11.0,0.528,18.1,28.6,0.261,NA,NA,NA,2018
Sacramento State,32,7,25,0.219,-8.9,-0.74,4,14,6,9,1,12,2157,2358,1285,820,1803,0.455,247,662,0.373,471,619,0.761,312,1148,417,180,98,386,549,67.5,108.8,0.343,0.367,0.562,52.9,50.9,8.3,8.0,0.523,15.5,29.2,0.261,NA,NA,NA,2018
Sacred Heart,31,10,21,0.323,-11.38,-6.98,5,13,5,9,4,11,2129,2237,1245,794,1806,0.44,243,719,0.338,406,593,0.685,252,1006,376,207,104,327,535,69.5,103.4,0.328,0.398,0.536,44.8,47.4,9.6,8.5,0.507,13.5,22.6,0.225,NA,NA,NA,2018
Saint Francis (PA),31,18,13,0.581,-6.12,-6.71,12,6,11,3,7,10,2450,2355,1260,893,1936,0.461,255,729,0.35,314,451,0.696,339,1120,491,165,116,424,583,70.8,105.6,0.233,0.377,0.548,51.7,55.0,7.4,9.9,0.527,16.5,30.6,0.162,NA,NA,NA,2018
Saint Peter's,32,14,18,0.438,-5.24,-4.37,6,12,8,5,3,12,2085,2113,1310,685,1659,0.413,237,721,0.329,504,701,0.719,308,1092,392,179,84,454,502,65.0,99.3,0.423,0.435,0.53,51.0,57.2,8.4,8.3,0.484,18.6,28.9,0.304,NA,NA,NA,2018
Sam Houston State,36,21,15,0.583,-5.14,-4.8,12,6,14,2,5,10,2571,2477,1445,852,1965,0.434,277,851,0.325,496,725,0.684,325,1220,461,185,149,517,682,69.1,99.2,0.369,0.433,0.536,47.4,54.1,7.4,11.0,0.504,18.3,26.1,0.252,NA,NA,NA,2018
Samford,32,10,22,0.313,-11.1,-3.37,6,12,8,6,2,14,2483,2639,1280,957,1960,0.488,323,866,0.373,402,536,0.75,361,1153,609,214,85,446,560,71.9,114.8,0.273,0.442,0.596,54.2,63.6,9.3,7.9,0.571,16.8,33.7,0.205,NA,NA,NA,2018
San Diego,34,20,14,0.588,2.86,0.5,9,9,12,7,8,6,2385,2264,1370,764,1843,0.415,167,551,0.303,569,760,0.749,303,1131,317,199,97,409,666,67.2,98.3,0.412,0.299,0.514,50.3,41.5,8.6,9.9,0.46,15.7,26.0,0.309,NA,NA,NA,2018
San Francisco,39,22,17,0.564,1.13,1.63,9,9,16,6,4,9,2685,2681,1570,934,2151,0.434,222,678,0.327,591,782,0.756,327,1348,395,225,160,451,670,67.3,101.4,0.364,0.315,0.531,49.2,42.3,8.5,12.6,0.486,15.2,24.7,0.275,NA,NA,NA,2018
San Jose State,30,4,26,0.133,-8.74,2.91,1,17,3,11,1,14,1974,2260,1210,781,1784,0.438,303,868,0.349,395,543,0.727,261,964,491,221,102,319,550,69.3,107.8,0.304,0.487,0.553,47.3,62.9,10.5,9.0,0.523,13.5,24.7,0.221,NA,NA,NA,2018
Santa Clara,31,11,20,0.355,-7.01,0.61,8,10,6,11,5,5,2048,2224,1245,821,1637,0.502,200,501,0.399,382,538,0.71,243,1031,489,168,105,390,564,65.4,109.3,0.329,0.306,0.588,53.8,59.6,8.3,10.6,0.563,17.1,27.4,0.233,NA,NA,NA,2018
Savannah State,32,15,17,0.469,-15.36,-5.06,12,4,10,2,4,13,2754,2991,1295,1102,2237,0.493,298,838,0.356,489,685,0.714,428,1527,649,205,117,576,611,83.6,110.5,0.306,0.375,0.584,55.5,58.9,7.6,11.2,0.559,18.4,34.9,0.219,NA,NA,NA,2018
Seattle,34,20,14,0.588,-2.32,-3.09,8,6,16,3,3,10,2589,2468,1375,814,1999,0.407,251,718,0.35,589,791,0.745,348,1181,387,238,109,386,666,70.3,102.1,0.396,0.359,0.52,47.6,47.5,9.8,9.6,0.47,14.0,27.2,0.295,NA,NA,NA,2018
Siena,32,8,24,0.25,-10.46,-2.99,4,14,7,8,1,15,2166,2405,1325,819,1831,0.447,226,647,0.349,541,771,0.702,322,1095,415,215,104,348,592,67.2,108.0,0.421,0.353,0.547,48.9,50.7,9.7,8.7,0.509,13.7,28.9,0.295,NA,NA,NA,2018
South Alabama,32,14,18,0.438,-5.44,-2.87,7,11,11,4,2,13,2228,2218,1285,762,1874,0.407,214,702,0.305,480,703,0.683,355,1198,380,202,123,429,605,71.1,97.2,0.375,0.375,0.502,50.7,49.9,8.8,12.2,0.464,16.3,29.1,0.256,NA,NA,NA,2018
South Carolina State,32,10,22,0.313,-20.18,-8.78,6,10,8,5,2,16,2355,2660,1290,963,1956,0.492,275,752,0.366,459,661,0.694,355,1202,487,183,122,456,622,73.4,112.4,0.338,0.384,0.586,52.4,50.6,7.7,9.1,0.563,16.7,32.8,0.235,NA,NA,NA,2018
South Carolina Upstate,32,7,25,0.219,-17.46,-4.35,2,12,6,7,0,17,2424,2723,1290,967,1929,0.501,287,697,0.412,502,678,0.74,330,1229,604,159,76,369,463,71.1,118.8,0.351,0.361,0.605,53.6,62.5,6.9,7.0,0.576,14.1,31.3,0.26,NA,NA,NA,2018
South Dakota,35,26,9,0.743,6.17,-2.6,11,3,13,2,9,5,2832,2404,1400,859,2096,0.41,261,793,0.329,425,583,0.729,346,1194,398,169,109,502,644,72.1,95.3,0.278,0.378,0.507,47.5,46.3,6.7,7.5,0.472,17.5,26.5,0.203,NA,NA,NA,2018
South Florida,32,10,22,0.313,-7.25,0.06,3,15,7,11,3,10,2026,2260,1285,819,1816,0.451,219,663,0.33,403,592,0.681,334,1098,454,217,125,346,552,65.5,107.5,0.326,0.365,0.539,50.8,55.4,10.3,11.2,0.511,14.2,30.6,0.222,NA,NA,NA,2018
Southeast Missouri State,31,14,17,0.452,-8.12,-4.88,8,10,7,7,6,9,2355,2413,1250,857,1795,0.477,260,695,0.374,439,617,0.712,304,1067,431,153,121,383,567,69.1,111.7,0.344,0.387,0.578,51.5,50.3,7.1,12.2,0.55,15.5,29.3,0.245,NA,NA,NA,2018
Southeastern Louisiana,34,22,12,0.647,-6.4,-6.2,15,3,10,3,10,7,2439,2357,1360,860,1962,0.438,225,648,0.347,412,571,0.722,382,1199,372,194,121,497,666,69.1,100.4,0.291,0.33,0.528,50.9,43.3,8.3,10.1,0.496,18.2,32.3,0.21,NA,NA,NA,2018
SIU Edwardsville,30,9,21,0.3,-12.43,-3.36,5,13,4,9,5,11,2090,2362,1200,792,1664,0.476,217,590,0.368,561,764,0.734,292,1075,428,206,106,369,528,70.4,111.8,0.459,0.355,0.583,51.2,54.0,9.8,9.6,0.541,15.4,29.4,0.337,NA,NA,NA,2018
Southern Illinois,33,20,13,0.606,1.37,0.65,11,7,13,3,5,8,2308,2280,1340,801,1827,0.438,239,717,0.333,439,616,0.713,323,1129,412,219,90,445,587,66.9,101.8,0.337,0.392,0.538,51.1,51.4,9.8,7.4,0.504,17.4,28.8,0.24,NA,NA,NA,2018
Southern Mississippi,34,16,18,0.471,-4.26,1.31,7,11,11,3,2,11,2401,2449,1365,859,1865,0.461,311,847,0.367,420,594,0.707,304,1218,480,147,86,475,523,67.8,105.8,0.318,0.454,0.57,54.1,55.9,6.4,7.1,0.544,18.1,28.0,0.225,NA,NA,NA,2018
Southern Utah,32,13,19,0.406,-7.64,-0.87,5,13,9,5,2,13,2416,2583,1290,891,1868,0.477,244,642,0.38,557,768,0.725,277,1150,409,185,105,404,651,73.1,109.6,0.411,0.344,0.578,51.5,45.9,7.8,8.9,0.542,15.3,25.4,0.298,NA,NA,NA,2018
St. Francis (NY),31,13,18,0.419,-12.24,-7.31,10,8,10,3,3,13,2260,2357,1260,810,1720,0.471,186,551,0.338,551,769,0.717,317,1180,349,184,96,462,557,70.8,105.6,0.447,0.32,0.565,53.0,43.1,8.2,8.7,0.525,18.1,30.6,0.32,NA,NA,NA,2018
Stetson,32,12,20,0.375,-12.38,-6.45,4,10,7,9,5,11,2412,2496,1290,881,1891,0.466,269,719,0.374,465,664,0.7,295,1217,462,182,113,445,503,73.1,105.9,0.351,0.38,0.566,52.5,52.4,7.7,8.5,0.537,16.8,26.8,0.246,NA,NA,NA,2018
Tennessee-Martin,31,10,21,0.323,-10.52,-4.96,5,13,5,9,5,12,2135,2253,1255,764,1798,0.425,310,869,0.357,415,592,0.701,353,1107,524,211,78,421,469,68.5,104.9,0.329,0.483,0.542,50.5,68.6,9.8,6.7,0.511,16.8,31.2,0.231,NA,NA,NA,2018
Tennessee State,30,15,15,0.5,-5.34,-2.98,10,8,9,5,6,9,1997,2010,1220,683,1586,0.431,271,760,0.357,373,542,0.688,267,1000,431,166,91,473,539,67.0,98.4,0.342,0.479,0.545,50.3,63.1,8.1,10.0,0.516,20.4,26.8,0.235,NA,NA,NA,2018
Tennessee Tech,33,19,14,0.576,-5.83,-3.54,10,8,11,3,5,10,2413,2388,1325,838,1918,0.437,243,747,0.325,469,675,0.695,347,1208,447,197,129,494,634,72.1,99.9,0.352,0.389,0.533,50.7,53.3,8.2,10.5,0.5,18.1,29.3,0.245,NA,NA,NA,2018
Texas A&M-Corpus Christi,29,11,18,0.379,-12.3,-6.57,8,10,7,6,4,11,1963,2057,1170,679,1550,0.438,224,646,0.347,475,703,0.676,286,976,413,220,86,445,556,69.9,100.6,0.454,0.417,0.546,49.3,60.8,10.8,7.5,0.51,19.1,28.6,0.306,NA,NA,NA,2018
UT Arlington,34,21,13,0.618,2.2,-1.44,10,8,13,2,4,10,2640,2500,1365,853,2070,0.412,308,919,0.335,486,701,0.693,363,1221,455,243,88,490,646,74.0,99.0,0.339,0.444,0.52,47.8,53.3,9.6,7.1,0.486,16.9,27.6,0.235,NA,NA,NA,2018
UTEP,31,11,20,0.355,-5.31,-0.21,6,12,9,8,2,8,2094,2197,1240,756,1766,0.428,262,738,0.355,423,636,0.665,298,1186,396,170,55,380,532,69.5,102.0,0.36,0.418,0.531,53.4,52.4,7.9,5.1,0.502,15.5,26.7,0.24,NA,NA,NA,2018
Texas-Rio Grande Valley,33,15,18,0.455,-7.73,-2.86,6,8,9,7,6,10,2490,2584,1330,875,1955,0.448,229,648,0.353,605,865,0.699,364,1329,500,198,122,515,702,75.8,102.6,0.442,0.331,0.546,51.7,57.1,7.9,8.7,0.506,17.9,29.8,0.309,NA,NA,NA,2018
UTSA,35,20,15,0.571,-1.24,-0.93,11,7,12,4,6,8,2740,2628,1405,879,2112,0.416,290,842,0.344,580,854,0.679,346,1335,444,183,120,430,608,74.0,101.1,0.404,0.399,0.522,48.9,50.5,7.0,9.6,0.485,14.6,25.4,0.275,NA,NA,NA,2018
Texas State,33,15,18,0.455,-5.84,-3.45,7,11,7,7,6,9,2190,2172,1330,786,1775,0.443,226,698,0.324,374,527,0.71,288,1041,411,207,137,442,597,65.4,99.9,0.297,0.393,0.536,47.6,52.3,9.5,12.1,0.506,17.9,26.9,0.211,NA,NA,NA,2018
Toledo,34,23,11,0.676,2.65,-1.75,13,5,12,4,9,6,2687,2532,1360,942,2157,0.437,241,703,0.343,407,556,0.732,363,1195,366,206,117,323,624,69.9,106.5,0.258,0.326,0.523,48.8,38.9,8.7,10.3,0.493,11.8,28.0,0.189,NA,NA,NA,2018
Towson,32,18,14,0.563,-0.12,-3.12,8,10,10,4,4,9,2446,2279,1300,774,1800,0.43,239,703,0.34,492,692,0.711,313,1048,418,181,92,424,603,68.7,102.0,0.384,0.391,0.535,46.2,54.0,8.1,7.0,0.496,16.6,27.6,0.273,NA,NA,NA,2018
Tulane,31,14,17,0.452,1.21,2.08,5,13,9,7,3,8,2269,2296,1250,815,1828,0.446,215,623,0.345,451,632,0.714,330,1111,385,214,91,374,571,69.7,105.4,0.346,0.341,0.539,51.0,47.2,9.8,8.2,0.505,14.9,29.9,0.247,NA,NA,NA,2018
Utah Valley,34,23,11,0.676,5.08,-1.76,10,4,16,1,6,9,2657,2310,1365,846,2047,0.413,231,721,0.32,387,554,0.699,329,1073,495,251,107,419,648,70.1,96.6,0.271,0.352,0.5,45.3,58.5,10.5,8.7,0.47,15.4,25.9,0.189,NA,NA,NA,2018
VMI,30,9,21,0.3,-15.43,-4.25,4,14,6,8,3,12,1954,2214,1200,767,1729,0.444,247,727,0.34,433,602,0.719,312,1141,417,213,94,410,469,70.4,104.8,0.348,0.42,0.549,52.6,54.4,10.1,9.2,0.515,16.9,29.6,0.25,NA,NA,NA,2018
Wagner,33,23,10,0.697,-3.19,-6.9,14,4,16,1,7,9,2448,2256,1325,731,1774,0.412,232,649,0.357,562,816,0.689,331,1112,380,186,125,479,675,69.6,97.8,0.46,0.366,0.522,46.3,52.0,8.1,10.5,0.477,18.1,28.2,0.317,NA,NA,NA,2018
Washington State,31,12,19,0.387,0.67,5.21,4,14,8,8,1,10,2270,2411,1250,882,1897,0.465,265,759,0.349,382,541,0.706,340,1129,453,188,92,354,501,69.4,111.2,0.285,0.4,0.56,52.9,51.4,8.7,10.3,0.535,14.1,31.2,0.201,NA,NA,NA,2018
Western Carolina,32,13,19,0.406,-11.9,-1.63,8,10,8,5,3,12,2190,2419,1280,839,1824,0.46,282,790,0.357,459,636,0.722,344,1191,489,250,124,490,548,71.0,106.4,0.349,0.433,0.569,52.0,58.3,11.0,10.5,0.537,18.7,32.0,0.252,NA,NA,NA,2018
Western Illinois,28,12,16,0.429,-11.07,-2.28,3,11,11,5,1,10,2012,2009,1135,723,1701,0.425,237,665,0.356,326,467,0.698,255,991,349,180,65,319,454,69.8,101.4,0.275,0.391,0.522,50.0,48.3,9.1,6.0,0.495,14.2,24.3,0.192,NA,NA,NA,2018
Western Kentucky,38,27,11,0.711,11.08,3.64,14,4,14,3,9,5,2979,2674,1525,989,2304,0.429,301,846,0.356,395,545,0.725,403,1275,523,199,125,488,734,69.7,100.6,0.237,0.367,0.522,48.5,52.9,7.5,7.8,0.495,16.0,29.0,0.171,NA,NA,NA,2018
William & Mary,31,19,12,0.613,-1.37,-1.34,11,7,11,3,7,8,2636,2531,1255,928,1907,0.487,260,717,0.363,415,596,0.696,276,1002,469,199,94,332,523,71.4,112.9,0.313,0.376,0.578,49.6,50.5,8.9,9.4,0.555,13.2,25.4,0.218,NA,NA,NA,2018
Youngstown State,32,8,24,0.25,-13.66,-2.56,6,12,6,6,2,13,2410,2647,1290,943,1852,0.509,258,642,0.402,503,724,0.695,294,1122,524,225,145,497,565,74.2,110.6,0.391,0.347,0.603,49.2,55.6,9.4,10.4,0.579,18.5,29.6,0.272,NA,NA,NA,2018
Abilene Christian,34,27,7,0.794,-1.91,-7.34,14,4,13,2,10,4,2502,2161,1370,753,1737,0.434,191,578,0.33,464,643,0.722,295,1098,356,192,92,560,592,67.2,93.8,0.37,0.333,0.529,49.7,47.3,8.3,7.4,0.488,21.5,27.3,0.267,15.0,R64,MIDWEST,2019
UAB,35,20,15,0.571,0.36,-1.52,10,8,11,5,6,6,2470,2370,1410,811,1960,0.414,297,873,0.34,451,616,0.732,310,1149,444,178,110,421,562,66.6,100.9,0.314,0.445,0.526,47.3,54.7,7.6,8.4,0.49,15.7,25.4,0.23,NA,NA,NA,2019
Alabama,34,18,16,0.529,9.45,9.01,8,10,10,6,4,8,2448,2433,1365,890,2047,0.435,223,670,0.333,430,605,0.711,350,1185,384,221,144,402,644,69.8,102.1,0.296,0.327,0.521,48.0,43.1,9.3,11.7,0.489,14.7,28.0,0.21,NA,NA,NA,2019
Albany (NY),32,12,20,0.375,-9.38,-6.7,7,9,6,8,6,10,2150,2216,1300,807,1797,0.449,253,703,0.36,349,533,0.655,301,1092,462,206,118,406,556,66.7,102.3,0.297,0.391,0.54,50.3,57.2,9.5,12.3,0.519,16.5,27.7,0.194,NA,NA,NA,2019
American,30,15,15,0.5,-4.19,-7.23,9,9,8,7,6,8,2161,2070,1220,747,1709,0.437,152,520,0.292,424,595,0.713,287,999,375,191,98,366,526,67.7,100.2,0.348,0.304,0.52,49.6,50.2,9.2,9.2,0.482,15.5,27.3,0.248,NA,NA,NA,2019
Appalachian State,32,11,21,0.344,-3.73,0.1,6,12,9,5,2,12,2557,2539,1290,916,1960,0.467,242,659,0.367,465,659,0.706,329,1190,418,225,100,428,636,73.7,106.8,0.336,0.336,0.559,51.4,45.6,9.5,8.9,0.529,15.8,28.7,0.237,NA,NA,NA,2019
Arizona State,34,23,11,0.676,10.28,6.04,12,6,13,3,6,5,2638,2494,1380,828,2007,0.413,292,874,0.334,546,774,0.705,343,1218,449,221,113,476,735,72.5,99.6,0.386,0.435,0.525,47.4,54.2,8.8,8.7,0.485,16.7,26.5,0.272,11.0,R64,WEST,2019
Arizona,32,17,15,0.531,8.32,6.32,8,10,12,5,4,7,2269,2205,1290,787,1756,0.448,213,648,0.329,418,615,0.68,277,1094,376,173,123,450,621,68.6,99.7,0.35,0.369,0.538,49.5,47.8,7.8,10.6,0.509,18.0,25.9,0.238,NA,NA,NA,2019
Little Rock,31,10,21,0.323,-4.87,-2.07,5,13,7,9,3,12,2301,2353,1250,792,1799,0.44,278,788,0.353,491,692,0.71,301,1068,434,175,79,439,648,72.7,103.5,0.385,0.438,0.553,50.2,54.8,7.7,7.1,0.518,17.1,26.9,0.273,NA,NA,NA,2019
Arkansas,34,18,16,0.529,11.75,8.78,8,10,12,6,5,8,2559,2458,1370,817,1929,0.424,270,811,0.333,554,804,0.689,426,1301,441,212,113,553,729,71.7,100.1,0.417,0.42,0.532,53.0,54.0,8.6,9.0,0.494,19.3,34.5,0.287,NA,NA,NA,2019
Auburn,40,30,10,0.75,20.84,10.92,11,7,15,2,4,6,3188,2750,1615,940,2153,0.437,323,937,0.345,547,774,0.707,424,1412,491,226,144,683,690,69.2,98.4,0.359,0.435,0.545,50.8,52.2,8.1,11.7,0.512,21.3,31.7,0.254,5.0,F4,MIDWEST,2019
Austin Peay,33,22,11,0.667,0.59,-4.41,13,5,10,2,8,7,2712,2413,1335,863,1913,0.451,240,723,0.332,447,645,0.693,335,1136,448,187,107,521,650,71.8,100.6,0.337,0.378,0.544,48.3,51.9,7.8,7.9,0.514,19.0,29.1,0.234,NA,NA,NA,2019
Baylor,34,20,14,0.588,13.38,9.26,10,8,13,5,5,6,2442,2302,1365,795,1869,0.425,246,714,0.345,466,682,0.683,338,1086,442,202,146,421,612,66.5,101.4,0.365,0.382,0.525,45.9,55.6,8.9,12.6,0.491,16.1,28.9,0.249,9.0,R32,WEST,2019
Belmont,33,27,6,0.818,9.12,-2.6,16,2,13,1,12,3,2868,2439,1330,895,2110,0.424,253,743,0.341,396,569,0.696,314,1166,402,200,116,403,552,74.2,98.8,0.27,0.352,0.512,47.8,44.9,8.1,9.9,0.484,14.5,24.1,0.188,11.0,R64,EAST,2019
Boise State,33,13,20,0.394,3.61,1.08,7,11,8,7,3,10,2364,2263,1330,795,1768,0.45,243,713,0.341,430,580,0.741,247,1025,412,160,90,412,557,66.5,102.3,0.328,0.403,0.554,50.2,51.8,7.2,8.3,0.518,16.8,24.2,0.243,NA,NA,NA,2019
Bradley,35,20,15,0.571,-0.08,-0.9,9,9,10,6,5,8,2329,2285,1405,779,1892,0.412,246,753,0.327,481,664,0.724,313,1163,415,196,90,433,648,66.2,98.3,0.351,0.398,0.518,49.3,53.3,8.4,7.4,0.477,16.4,26.2,0.254,15.0,R64,EAST,2019
Brigham Young,32,19,13,0.594,6.15,3.31,11,5,13,3,5,8,2527,2436,1295,841,1912,0.44,256,699,0.366,498,677,0.736,313,1163,430,183,86,411,658,71.9,104.6,0.354,0.366,0.545,51.0,51.1,7.9,7.2,0.507,15.5,26.8,0.26,NA,NA,NA,2019
Bucknell,33,21,12,0.636,0.59,-2.93,13,5,12,3,7,8,2534,2418,1325,867,1995,0.435,230,691,0.333,454,647,0.702,328,1163,432,225,96,393,611,71.4,102.3,0.324,0.346,0.525,50.2,49.8,9.5,9.2,0.492,14.6,27.4,0.228,NA,NA,NA,2019
Buffalo,36,32,4,0.889,15.56,2.62,16,2,14,0,12,3,3037,2550,1445,916,2180,0.42,236,791,0.298,482,687,0.702,363,1333,372,192,112,553,704,74.5,94.7,0.315,0.363,0.509,47.6,40.6,7.1,8.5,0.474,18.1,26.3,0.221,6.0,R32,WEST,2019
Butler,33,16,17,0.485,9.22,8.1,7,11,12,4,2,10,2374,2337,1330,815,1784,0.457,251,703,0.357,456,648,0.704,291,1132,405,175,118,423,529,67.1,104.8,0.363,0.394,0.559,51.7,49.7,7.8,10.7,0.527,16.8,27.4,0.256,NA,NA,NA,2019
Cal Poly,29,6,23,0.207,-13.95,-3.54,2,14,4,8,1,14,1930,2183,1185,770,1671,0.461,204,555,0.368,439,625,0.702,304,1107,417,155,102,314,492,66.8,110.3,0.374,0.332,0.555,53.2,54.2,7.8,9.9,0.522,13.8,30.6,0.263,NA,NA,NA,2019
Cal State Bakersfield,34,18,16,0.529,-5.12,-2.63,7,9,9,4,7,10,2412,2412,1375,749,1719,0.436,261,714,0.366,653,889,0.735,302,1116,421,174,96,472,621,67.6,103.7,0.517,0.415,0.563,46.7,56.2,7.5,6.8,0.512,18.1,27.8,0.38,NA,NA,NA,2019
Cal State Fullerton,34,16,18,0.471,-3.29,-1.14,10,6,9,4,4,11,2437,2414,1385,864,2029,0.426,213,676,0.315,473,691,0.685,328,1211,419,186,87,412,648,70.3,99.1,0.341,0.333,0.512,49.7,48.5,7.6,6.6,0.478,14.9,25.7,0.233,NA,NA,NA,2019
UC Davis,31,11,20,0.355,-6.26,-1.5,7,9,7,6,3,12,2038,2128,1260,746,1635,0.456,210,616,0.341,426,622,0.685,272,1069,390,198,99,453,570,67.0,100.8,0.38,0.377,0.551,53.5,52.3,9.4,9.4,0.52,19.0,27.7,0.261,NA,NA,NA,2019
UC Irvine,37,31,6,0.838,5.7,-2.3,15,1,12,2,13,2,2675,2353,1500,809,2118,0.382,241,715,0.337,494,698,0.708,379,1211,355,194,103,419,627,66.2,94.8,0.33,0.338,0.48,45.2,43.9,7.8,7.1,0.439,14.6,26.7,0.233,13.0,R32,SOUTH,2019
UC Santa Barbara,32,22,10,0.688,-1.62,-5.55,10,6,12,3,7,6,2350,2114,1290,765,1794,0.426,198,646,0.307,386,561,0.688,282,993,358,140,96,356,593,66.0,99.3,0.313,0.36,0.513,45.2,46.8,6.6,7.8,0.482,14.7,25.5,0.215,NA,NA,NA,2019
California,31,8,23,0.258,-3.16,5.42,3,15,7,9,1,10,2121,2387,1245,836,1708,0.489,272,714,0.381,443,617,0.718,299,1117,462,154,100,435,548,68.5,112.0,0.361,0.418,0.596,55.4,55.3,7.2,8.7,0.569,17.9,31.5,0.259,NA,NA,NA,2019
Central Florida,33,24,9,0.727,13.37,5.58,13,5,15,2,5,5,2385,2128,1325,764,1938,0.394,233,744,0.313,367,565,0.65,371,1142,409,190,92,400,699,67.3,95.5,0.292,0.384,0.482,48.5,53.5,8.5,8.1,0.454,15.3,29.2,0.189,9.0,R32,EAST,2019
Chattanooga,32,12,20,0.375,-7.87,-0.76,7,11,8,6,4,11,2268,2376,1285,864,1899,0.455,240,672,0.357,408,582,0.701,299,1160,400,211,92,358,524,69.5,106.5,0.306,0.354,0.546,51.4,46.3,9.5,8.5,0.518,14.1,26.8,0.215,NA,NA,NA,2019
Cincinnati,35,28,7,0.8,14.53,5.5,14,4,16,2,7,4,2510,2194,1410,766,1869,0.41,284,800,0.355,378,570,0.663,332,1088,388,133,126,476,659,65.0,95.7,0.305,0.428,0.513,46.3,50.7,5.8,9.4,0.486,18.2,28.8,0.202,7.0,R64,SOUTH,2019
Clemson,34,20,14,0.588,13.85,8.99,9,9,14,5,4,6,2339,2174,1360,755,1856,0.407,257,735,0.35,407,557,0.731,291,1088,336,190,99,453,581,67.3,95.0,0.3,0.396,0.513,47.5,44.5,8.3,8.3,0.476,17.6,24.5,0.219,NA,NA,NA,2019
Cleveland State,31,10,21,0.323,-7.96,-1.52,5,13,8,9,2,12,2300,2437,1250,864,1937,0.446,251,772,0.325,458,630,0.727,377,1210,474,213,103,381,590,71.4,109.2,0.325,0.399,0.545,52.5,54.9,9.5,10.2,0.511,14.6,32.3,0.236,NA,NA,NA,2019
Coastal Carolina,34,17,17,0.5,-0.5,-1.94,9,9,10,4,6,11,2641,2520,1370,839,1932,0.434,281,871,0.323,561,788,0.712,329,1125,449,220,112,448,649,71.2,103.4,0.408,0.451,0.546,47.2,53.5,9.0,9.2,0.507,16.3,27.2,0.29,NA,NA,NA,2019
Colgate,35,24,11,0.686,1.23,-3.83,13,5,15,1,9,9,2648,2458,1415,884,2033,0.435,277,824,0.336,413,580,0.712,327,1112,454,250,112,422,581,67.8,102.4,0.285,0.405,0.532,47.3,51.4,10.4,9.5,0.503,15.5,26.3,0.203,15.0,R64,SOUTH,2019
College of Charleston,33,24,9,0.727,2.36,-2.95,12,6,13,2,8,5,2453,2265,1330,822,1837,0.447,263,791,0.332,358,487,0.735,278,1043,424,171,94,421,547,66.3,102.8,0.265,0.431,0.548,49.6,51.6,7.8,8.2,0.519,16.9,25.8,0.195,NA,NA,NA,2019
Colorado,36,23,13,0.639,9.68,3.6,10,8,15,2,5,9,2648,2429,1445,878,2069,0.424,247,776,0.318,426,643,0.663,306,1126,378,253,120,436,713,69.4,96.9,0.311,0.375,0.511,45.4,43.1,10.1,9.1,0.484,15.5,23.6,0.206,NA,NA,NA,2019
Connecticut,33,16,17,0.485,6.81,4.32,6,12,13,5,1,8,2436,2354,1325,809,1841,0.439,208,620,0.335,528,721,0.732,339,1137,428,205,107,464,607,69.7,101.9,0.392,0.337,0.539,49.3,52.9,8.9,8.7,0.496,17.5,30.1,0.287,NA,NA,NA,2019
Creighton,35,20,15,0.571,12.0,8.59,9,9,13,6,4,8,2727,2561,1420,943,2063,0.457,291,822,0.354,384,563,0.682,318,1188,489,223,117,478,612,70.2,102.7,0.273,0.398,0.549,49.8,51.9,8.9,10.8,0.528,17.0,25.9,0.186,NA,NA,NA,2019
Davidson,34,24,10,0.706,6.38,1.96,14,4,14,2,7,5,2409,2229,1365,778,1905,0.408,275,835,0.329,398,561,0.709,297,1142,426,174,75,379,564,66.1,98.8,0.294,0.438,0.513,49.1,54.8,7.7,7.4,0.481,14.9,24.4,0.209,NA,NA,NA,2019
Dayton,33,21,12,0.636,9.67,2.91,13,5,13,4,7,4,2406,2183,1335,803,1941,0.414,252,786,0.321,325,461,0.705,328,1056,415,176,95,370,537,66.2,98.8,0.238,0.405,0.505,48.0,51.7,8.0,8.1,0.479,14.6,27.1,0.167,NA,NA,NA,2019
Delaware,33,17,16,0.515,-7.91,-4.82,8,10,9,7,7,8,2352,2380,1360,859,1937,0.443,271,735,0.369,391,537,0.728,321,1137,437,178,94,330,553,64.7,108.2,0.277,0.379,0.543,51.2,50.9,8.1,8.9,0.513,13.1,27.9,0.202,NA,NA,NA,2019
Drake,34,24,10,0.706,2.52,-0.66,12,6,13,2,7,6,2563,2387,1385,872,2042,0.427,225,743,0.303,418,600,0.697,320,1160,369,245,105,408,586,69.6,99.0,0.294,0.364,0.513,48.9,42.3,10.2,9.0,0.482,14.9,25.5,0.205,NA,NA,NA,2019
