School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON
Colorado,34,19,15,0.559,9.12,6.0,8,10,13,4,4,9,2568,2455,1370,855,1978,0.432,277,754,0.367,468,662,0.707,340,1171,423,192,131,407,717,69.0,103.9,0.335,0.381,0.535,47.9,49.5,8.1,10.3,0.502,15.1,28.0,0.237,NA,NA
Connecticut,33,16,17,0.485,7.23,6.61,9,9,8,6,4,8,2220,2189,1330,754,1919,0.393,255,763,0.334,426,606,0.703,376,1164,402,200,93,349,551,65.4,100.7,0.316,0.398,0.496,49.1,53.3,9.2,7.9,0.459,13.7,30.1,0.222,NA,NA
Creighton,35,25,10,0.714,17.27,8.95,10,8,13,4,7,4,2864,2549,1400,933,2134,0.437,259,786,0.33,424,615,0.689,379,1257,449,234,103,489,608,72.9,100.0,0.288,0.368,0.525,50.7,48.1,9.2,7.5,0.498,16.8,28.9,0.199,6.0,R64
Davidson,32,17,15,0.531,6.45,4.26,8,10,8,5,5,7,2362,2292,1290,810,1874,0.432,241,632,0.381,431,625,0.69,318,1167,417,215,109,382,580,69.5,102.3,0.334,0.337,0.528,50.4,51.5,9.6,10.8,0.497,15.0,26.9,0.23,NA,NA
Dayton,32,24,8,0.75,12.98,4.27,15,3,15,1,7,3,2428,2126,1285,731,1772,0.413,227,699,0.325,437,618,0.707,312,1110,404,139,116,479,633,69.4,95.3,0.349,0.394,0.515,50.3,55.3,6.2,10.6,0.477,18.8,27.6,0.247,7.0,R64
Delaware,33,13,20,0.394,-9.97,-1.42,5,13,9,5,3,12,2157,2381,1325,813,1823,0.446,280,772,0.363,475,711,0.668,306,1155,483,188,118,330,562,66.1,108.7,0.39,0.423,0.551,49.9,59.4,8.6,9.9,0.523,13.2,26.8,0.261,NA,NA
Drake,31,7,24,0.226,-4.71,1.91,5,13,6,9,1,11,2208,2390,1255,866,1878,0.461,259,702,0.369,399,574,0.695,338,1185,430,211,129,384,527,70.0,108.8,0.306,0.374,0.556,52.5,49.7,9.6,12.0,0.53,15.2,30.8,0.212,NA,NA
Drexel,32,9,23,0.281,-7.43,-2.56,3,15,5,8,4,14,2397,2508,1300,877,1899,0.462,244,684,0.357,510,739,0.69,340,1186,447,207,112,405,604,71.4,108.1,0.389,0.36,0.557,50.2,51.0,8.9,9.0,0.526,15.3,29.9,0.269,NA,NA
Duke,37,28,9,0.757,21.56,10.91,11,7,15,1,4,6,2991,2597,1480,959,2218,0.432,187,639,0.293,492,693,0.71,399,1245,447,176,88,447,737,69.9,100.5,0.312,0.288,0.51,48.1,46.6,6.8,6.7,0.475,14.9,29.6,0.222,2.0,R32
East Tennessee State,35,27,8,0.771,7.31,-2.11,14,4,13,2,8,5,2782,2438,1415,819,1962,0.417,274,773,0.354,526,729,0.722,340,1123,387,242,126,548,729,71.4,96.6,0.372,0.394,0.528,46.9,47.3,9.6,9.9,0.487,19.2,27.2,0.268,13.0,R64
Eastern Kentucky,31,12,19,0.387,-8.65,-2.44,5,11,8,6,3,12,2197,2330,1265,785,1770,0.444,224,641,0.349,536,734,0.73,348,1155,437,228,95,428,605,69.7,105.8,0.415,0.362,0.55,53.2,55.7,10.3,9.3,0.507,16.8,32.2,0.303,NA,NA
Eastern Washington,34,22,12,0.647,-2.77,-4.43,13,5,15,1,6,10,2695,2592,1410,897,2031,0.442,271,731,0.371,527,733,0.719,343,1154,464,218,91,359,660,68.0,108.1,0.361,0.36,0.545,49.1,51.7,9.1,7.4,0.508,13.1,27.9,0.259,NA,NA
Fairleigh Dickinson,30,11,19,0.367,-9.28,-5.31,9,9,7,4,3,14,2183,2250,1205,769,1704,0.451,202,591,0.342,510,734,0.695,350,1105,437,185,76,412,563,70.2,106.4,0.431,0.347,0.548,52.7,56.8,8.7,6.9,0.511,16.7,33.3,0.299,NA,NA
Florida Gulf Coast,34,26,8,0.765,2.26,-3.42,12,2,16,3,10,3,2701,2356,1370,830,1953,0.425,232,757,0.306,464,682,0.68,347,1085,412,209,98,441,604,69.3,99.3,0.349,0.388,0.517,46.1,49.6,8.8,7.1,0.484,16.2,28.1,0.238,14.0,R64
Florida State,35,26,9,0.743,18.87,8.87,12,6,18,0,3,6,2873,2523,1400,857,2060,0.416,259,743,0.349,550,769,0.715,382,1189,424,176,104,494,688,72.6,99.3,0.373,0.361,0.52,47.3,49.5,6.9,7.1,0.479,16.9,29.5,0.267,3.0,R32
Florida,36,27,9,0.75,22.4,11.01,14,4,9,1,8,4,2804,2394,1455,849,2070,0.41,198,649,0.305,498,705,0.706,375,1266,347,200,101,533,746,70.1,93.9,0.341,0.314,0.498,48.7,40.9,7.8,7.5,0.458,18.1,29.1,0.241,4.0,E8
Fresno State,33,20,13,0.606,4.37,2.31,11,7,13,2,6,10,2426,2315,1350,755,1817,0.416,230,692,0.332,575,810,0.71,318,1145,405,197,102,486,677,70.1,97.8,0.446,0.381,0.526,49.4,53.6,8.3,8.0,0.479,18.1,27.0,0.316,NA,NA
Gardner-Webb,33,19,14,0.576,-3.08,-5.71,11,7,9,5,8,8,2546,2319,1345,787,1885,0.418,230,670,0.343,515,748,0.689,333,1127,448,216,120,496,676,71.4,96.6,0.397,0.355,0.518,47.2,56.9,9.0,8.9,0.479,18.1,27.3,0.273,NA,NA
George Washington,35,20,15,0.571,2.37,2.11,10,8,14,3,5,8,2447,2438,1400,904,2031,0.445,233,659,0.354,397,546,0.727,312,1132,507,243,113,379,636,67.0,103.9,0.269,0.324,0.532,47.0,56.1,10.4,9.5,0.502,14.2,26.1,0.195,NA,NA
Georgetown,32,14,18,0.438,11.18,9.31,5,13,9,8,3,7,2369,2309,1290,798,1893,0.422,199,614,0.324,514,735,0.699,364,1116,399,221,110,393,667,70.2,102.0,0.388,0.324,0.515,49.4,50.0,9.8,9.5,0.474,14.9,30.3,0.272,NA,NA
Georgia State,33,20,13,0.606,-0.33,-2.17,12,6,11,3,6,9,2442,2312,1325,758,1844,0.411,274,846,0.324,522,734,0.711,336,1100,440,203,90,474,607,70.3,99.2,0.398,0.459,0.527,48.4,58.0,8.7,7.5,0.485,17.8,28.6,0.283,NA,NA
Georgia Tech,37,21,16,0.568,7.82,8.21,8,10,16,4,3,10,2496,2472,1485,887,2231,0.398,272,824,0.33,426,608,0.701,429,1343,490,252,145,485,662,69.3,96.1,0.273,0.369,0.491,50.2,55.2,9.8,9.3,0.459,16.1,30.6,0.191,NA,NA
Georgia,34,19,15,0.559,11.13,10.28,9,9,12,6,5,7,2435,2393,1370,832,2024,0.411,246,734,0.335,483,692,0.698,365,1184,393,217,119,402,689,69.7,100.2,0.342,0.363,0.509,48.5,47.2,9.1,8.7,0.472,14.6,28.2,0.239,NA,NA
Gonzaga,39,37,2,0.949,25.26,4.13,17,1,15,1,10,0,3222,2398,1560,875,2400,0.365,223,771,0.289,425,646,0.658,421,1312,378,209,120,475,770,70.9,86.7,0.269,0.321,0.443,45.3,43.2,7.6,7.8,0.411,14.9,25.8,0.177,1.0,2ND
Grand Canyon,31,22,9,0.71,-0.16,-4.22,11,3,15,3,5,6,2282,2103,1250,759,1805,0.42,206,632,0.326,379,544,0.697,308,1124,376,205,99,466,662,71.2,94.5,0.301,0.35,0.51,49.1,49.5,9.2,8.3,0.478,18.4,27.0,0.21,NA,NA
Green Bay,32,18,14,0.563,-2.77,-2.83,12,6,10,3,7,9,2565,2479,1295,880,2037,0.432,281,780,0.36,438,658,0.666,359,1252,449,197,99,485,651,76.8,99.7,0.323,0.383,0.528,48.8,51.0,7.9,6.8,0.501,17.1,28.0,0.215,NA,NA
Hampton,31,14,17,0.452,-13.23,-9.92,11,5,9,4,5,11,2149,2219,1250,751,1729,0.434,219,608,0.36,498,733,0.679,311,1111,333,175,99,454,581,70.9,100.2,0.424,0.352,0.534,49.3,44.3,7.9,8.1,0.498,17.9,28.7,0.288,NA,NA
Hartford,32,9,23,0.281,-15.85,-5.56,4,12,6,8,3,15,2136,2465,1295,874,1923,0.454,250,643,0.389,467,671,0.696,393,1278,511,207,115,419,567,70.0,108.8,0.349,0.334,0.55,55.0,58.5,9.1,11.1,0.52,15.7,34.3,0.243,NA,NA
Harvard,28,18,10,0.643,2.3,-2.24,10,4,11,3,7,5,2012,1842,1120,634,1539,0.412,168,537,0.313,406,596,0.681,292,960,341,186,71,356,493,67.3,97.7,0.387,0.349,0.505,48.9,53.8,9.9,7.7,0.467,16.3,28.8,0.264,NA,NA
Hawaii,30,14,16,0.467,-6.19,-4.92,8,8,11,8,3,5,2042,2048,1210,726,1618,0.449,181,534,0.339,415,622,0.667,273,1000,322,206,90,425,613,68.3,99.2,0.384,0.33,0.535,50.9,44.4,10.0,9.1,0.505,18.2,28.7,0.256,NA,NA
Holy Cross,32,15,17,0.469,-5.26,-3.51,9,9,9,5,6,12,1932,1988,1285,702,1551,0.453,248,724,0.343,336,471,0.713,297,1084,457,153,93,508,553,61.5,100.6,0.304,0.467,0.56,57.2,65.1,7.7,10.7,0.533,22.3,32.3,0.217,NA,NA
Houston,32,21,11,0.656,12.2,3.42,12,6,12,4,6,5,2358,2077,1285,701,1717,0.408,218,662,0.329,457,633,0.722,342,1115,360,153,98,437,578,65.8,98.3,0.369,0.386,0.515,49.5,51.4,7.2,8.0,0.472,17.8,30.6,0.266,NA,NA
Illinois,35,20,15,0.571,10.54,9.25,8,10,14,5,3,7,2508,2417,1405,869,2002,0.434,245,734,0.334,434,597,0.727,311,1161,396,186,97,448,651,68.9,99.9,0.298,0.367,0.529,48.8,45.6,7.7,7.5,0.495,16.4,26.2,0.217,NA,NA
Indiana,34,18,16,0.529,14.63,8.16,7,11,14,4,2,8,2711,2491,1390,867,2021,0.429,233,692,0.337,524,743,0.705,355,1081,410,214,136,379,650,69.5,103.1,0.368,0.342,0.525,44.9,47.3,8.9,11.1,0.487,13.8,28.0,0.259,NA,NA
Iona,35,22,13,0.629,1.08,-2.47,12,8,8,4,7,7,2813,2689,1415,951,2183,0.436,280,776,0.361,507,729,0.695,429,1345,504,170,101,461,602,72.3,105.1,0.334,0.355,0.532,51.8,53.0,6.6,7.8,0.5,15.4,32.0,0.232,14.0,R64
Iowa State,35,24,11,0.686,20.51,11.94,12,6,12,3,5,6,2829,2529,1425,933,2178,0.428,270,781,0.346,393,558,0.704,416,1339,484,167,121,491,578,70.6,100.6,0.256,0.359,0.518,52.3,51.9,6.6,9.1,0.49,16.7,31.6,0.18,5.0,R32
Iowa,34,19,15,0.559,10.01,7.54,10,8,15,5,3,7,2738,2654,1395,976,2195,0.445,289,807,0.358,413,603,0.685,427,1303,587,265,117,486,673,72.8,104.5,0.275,0.368,0.535,49.9,60.1,10.4,8.8,0.51,16.4,32.2,0.188,NA,NA
Jacksonville State,35,20,15,0.571,-2.85,-3.24,9,7,5,5,10,9,2434,2378,1410,816,1955,0.417,268,716,0.374,478,663,0.721,343,1116,400,210,106,381,626,65.3,103.3,0.339,0.366,0.524,47.3,49.0,9.1,9.0,0.486,14.4,27.8,0.245,15.0,R64
Kansas State,35,21,14,0.6,14.8,10.48,8,10,11,5,5,6,2523,2372,1405,827,1921,0.431,250,654,0.382,468,642,0.729,382,1171,459,220,114,525,682,67.5,100.0,0.334,0.34,0.533,50.8,55.5,9.3,9.5,0.496,19.1,32.3,0.244,11.0,R64
Kansas,36,31,5,0.861,23.53,12.23,16,2,14,1,10,1,2995,2588,1455,924,2200,0.42,268,753,0.356,472,660,0.715,401,1234,461,245,132,483,673,71.4,99.7,0.3,0.342,0.515,47.0,49.9,9.4,9.4,0.481,16.1,29.4,0.215,1.0,E8
Kent State,36,22,14,0.611,0.88,-1.63,10,8,10,6,7,5,2772,2628,1465,931,2139,0.435,265,761,0.348,501,713,0.703,385,1238,483,214,86,502,705,70.7,101.4,0.333,0.356,0.53,46.0,51.9,8.3,5.7,0.497,16.8,29.6,0.234,14.0,R64
Kentucky,38,32,6,0.842,23.88,10.49,16,2,15,2,7,3,3225,2716,1525,979,2309,0.424,235,768,0.306,523,774,0.676,388,1332,431,182,127,544,867,74.3,95.8,0.335,0.333,0.507,46.8,44.0,6.4,7.7,0.475,16.9,27.1,0.227,2.0,E8
Lafayette,30,9,21,0.3,-14.68,-3.5,5,13,5,10,4,11,1995,2282,1205,807,1766,0.457,292,771,0.379,376,549,0.685,301,1120,448,229,65,388,540,70.3,107.8,0.311,0.437,0.563,53.9,55.5,10.8,6.5,0.54,16.1,28.6,0.213,NA,NA
Liberty,35,21,14,0.6,-5.51,-6.16,14,4,14,5,7,8,2331,2220,1415,738,1702,0.434,241,719,0.335,503,698,0.721,252,1179,378,158,84,499,607,64.3,97.6,0.41,0.422,0.546,54.4,51.2,6.9,9.3,0.504,19.7,23.6,0.296,NA,NA
Lipscomb,33,20,13,0.606,-1.55,-4.45,11,3,11,5,9,6,2804,2562,1325,872,1967,0.443,243,699,0.348,575,828,0.694,361,1171,432,224,106,514,734,76.0,101.7,0.421,0.355,0.543,49.1,49.5,8.9,10.1,0.505,17.9,29.3,0.292,NA,NA
Long Island University,32,20,12,0.625,-7.8,-8.51,13,5,8,5,9,6,2278,2218,1295,766,1796,0.427,222,633,0.351,464,659,0.704,330,1058,388,198,124,434,642,68.5,100.0,0.367,0.352,0.526,46.0,50.7,8.9,9.5,0.488,17.1,28.7,0.258,NA,NA
Louisiana,33,21,12,0.636,-0.64,-3.28,10,8,12,4,8,7,2704,2518,1325,905,1913,0.473,230,639,0.36,478,686,0.697,298,1059,411,202,109,495,685,73.3,103.7,0.359,0.334,0.562,45.8,45.4,8.3,8.1,0.533,18.1,26.9,0.25,NA,NA
Louisiana State,31,10,21,0.323,0.53,8.69,2,16,8,8,1,10,2319,2572,1240,897,1899,0.472,277,724,0.383,501,698,0.718,349,1143,476,215,112,383,556,73.2,113.4,0.368,0.381,0.577,50.6,53.1,9.5,8.6,0.545,14.7,31.5,0.264,NA,NA
Louisville,34,25,9,0.735,22.47,11.15,12,6,16,1,5,5,2628,2243,1370,760,1894,0.401,213,674,0.316,510,734,0.695,348,1139,367,169,117,460,622,68.5,95.6,0.388,0.356,0.5,45.9,48.3,7.2,8.3,0.457,17.0,28.2,0.269,2.0,R32
Loyola (IL),32,18,14,0.563,5.15,1.02,8,10,13,3,3,9,2348,2137,1300,766,1716,0.446,212,582,0.364,393,554,0.709,263,1032,375,173,104,463,560,66.9,98.3,0.323,0.339,0.54,50.8,49.0,8.0,9.6,0.508,19.0,25.2,0.229,NA,NA
Manhattan,32,10,22,0.313,-9.67,-2.61,5,15,7,7,3,13,2259,2485,1305,796,1759,0.453,224,571,0.392,669,940,0.712,330,1126,479,209,125,468,685,71.8,106.1,0.534,0.325,0.563,50.2,60.2,8.9,10.6,0.516,17.5,30.2,0.38,NA,NA
Marquette,32,19,13,0.594,15.26,8.6,10,8,14,3,4,6,2631,2418,1285,859,1871,0.459,235,639,0.368,465,667,0.697,319,1077,511,210,114,418,548,71.1,105.9,0.356,0.342,0.553,50.4,59.5,9.2,10.3,0.522,16.0,29.1,0.249,10.0,R64
Marshall,35,20,15,0.571,0.18,-1.05,10,8,13,3,4,11,2997,2939,1415,1104,2393,0.461,242,704,0.344,489,742,0.659,469,1474,521,214,117,462,714,77.3,107.4,0.31,0.294,0.535,53.3,47.2,7.8,9.2,0.512,14.4,32.7,0.204,NA,NA
Maryland-Baltimore County,34,21,13,0.618,-3.84,-5.87,9,7,13,5,8,8,2759,2624,1390,922,2031,0.454,274,775,0.354,506,700,0.723,320,1205,477,190,82,436,636,71.3,106.0,0.345,0.382,0.555,50.1,51.7,7.7,6.8,0.521,15.6,26.4,0.249,NA,NA
Maryland,33,24,9,0.727,12.79,8.29,12,6,13,5,8,2,2438,2246,1325,797,1917,0.416,212,628,0.338,440,626,0.703,383,1160,369,202,118,418,646,68.1,99.6,0.327,0.328,0.507,49.7,46.3,9.0,10.9,0.471,15.9,31.8,0.23,6.0,R64
Massachusetts,33,15,18,0.455,1.63,1.66,4,14,11,7,3,10,2371,2372,1320,783,1897,0.413,212,615,0.345,594,844,0.704,368,1220,453,221,95,472,603,73.0,98.5,0.445,0.324,0.516,50.7,57.9,9.2,8.3,0.469,17.0,30.2,0.313,NA,NA
Memphis,32,19,13,0.594,6.47,3.19,9,9,14,4,4,7,2367,2262,1290,794,1879,0.423,246,729,0.337,428,623,0.687,352,1161,433,185,132,435,608,70.0,100.2,0.332,0.388,0.52,49.8,54.5,8.2,10.1,0.488,16.7,30.6,0.228,NA,NA
Mercer,32,15,17,0.469,-1.12,-0.92,9,9,8,7,6,7,2269,2184,1295,735,1771,0.415,272,790,0.344,442,592,0.747,316,999,430,180,105,328,591,63.5,106.3,0.334,0.446,0.532,46.0,58.5,8.8,9.8,0.492,13.8,28.1,0.25,NA,NA
Miami (FL),33,21,12,0.636,14.48,9.57,10,8,14,2,4,6,2278,2116,1325,761,1817,0.419,208,631,0.33,386,522,0.739,318,1043,395,197,101,392,553,64.7,98.7,0.287,0.347,0.512,47.0,51.9,9.2,8.3,0.476,16.0,28.1,0.212,8.0,R64
