School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON
Abilene Christian,31,13,18,0.419,-13.93,-7.53,8,10,10,5,2,12,2209,2272,1250,792,1662,0.477,168,486,0.346,520,735,0.707,266,1031,376,160,98,448,596,69.7,104.3,0.442,0.292,0.565,51.0,47.5,7.3,8.6,0.527,18.2,26.9,0.313,NA,NA
UAB,33,26,7,0.788,3.5,-3.07,16,2,16,0,10,4,2606,2323,1340,841,2017,0.417,233,712,0.327,408,589,0.693,390,1144,430,205,103,417,590,69.4,99.9,0.292,0.353,0.506,47.6,51.1,8.8,7.9,0.475,15.4,30.4,0.202,NA,NA
Alabama,33,18,15,0.545,7.14,8.62,8,10,10,4,5,8,2193,2242,1330,769,1878,0.409,211,642,0.329,493,735,0.671,431,1259,370,189,96,402,647,66.1,102.0,0.391,0.342,0.503,52.5,48.1,8.6,9.7,0.466,15.3,34.6,0.263,NA,NA
Albany (NY),33,24,9,0.727,0.93,-7.57,13,3,14,1,10,8,2495,2180,1335,801,1899,0.422,229,750,0.305,349,516,0.676,310,1027,404,177,131,428,695,67.8,96.4,0.272,0.395,0.508,44.6,50.4,7.8,10.4,0.482,16.6,25.9,0.184,NA,NA
American,31,12,19,0.387,-14.18,-6.08,9,9,5,7,7,12,1785,2036,1250,735,1568,0.469,147,473,0.311,419,628,0.667,284,992,362,225,75,370,530,62.0,105.1,0.401,0.302,0.545,53.2,49.3,11.6,8.2,0.516,16.5,30.2,0.267,NA,NA
Appalachian State,31,9,22,0.29,-7.91,-1.1,7,13,6,7,2,12,2187,2398,1240,856,1852,0.462,183,474,0.386,503,738,0.682,357,1157,373,197,116,349,673,70.8,109.2,0.398,0.256,0.544,50.3,43.6,9.0,10.8,0.512,13.7,32.3,0.272,NA,NA
Arizona State,32,15,17,0.469,8.28,8.96,5,13,11,6,3,9,2345,2367,1290,830,1812,0.458,224,633,0.354,483,690,0.7,302,1159,483,186,150,411,670,69.8,105.2,0.381,0.349,0.553,49.6,58.2,8.3,12.9,0.52,16.1,27.8,0.267,NA,NA
Arizona,34,25,9,0.735,18.79,7.23,12,6,17,1,5,5,2735,2342,1390,853,2067,0.413,204,646,0.316,432,606,0.713,320,1055,412,187,117,388,743,69.8,96.6,0.293,0.313,0.497,43.5,48.3,7.7,8.4,0.462,14.1,24.7,0.209,6.0,R64
Little Rock,35,30,5,0.857,7.12,-1.76,17,3,14,0,12,4,2487,2129,1415,720,1825,0.395,226,721,0.313,463,677,0.684,353,1190,377,140,96,486,609,64.5,93.3,0.371,0.395,0.496,49.9,52.4,6.1,7.6,0.456,18.5,28.8,0.254,12.0,R32
Arkansas,32,16,16,0.5,10.23,6.76,9,9,13,4,3,8,2501,2390,1305,803,1844,0.435,231,644,0.359,553,790,0.7,349,1187,447,165,140,454,658,71.3,102.7,0.428,0.349,0.538,50.0,55.7,7.1,9.7,0.498,17.0,30.0,0.3,NA,NA
Auburn,31,11,20,0.355,0.15,7.54,5,13,8,7,2,11,2192,2421,1245,832,1877,0.443,232,667,0.348,525,752,0.698,376,1270,439,187,122,400,656,72.5,107.3,0.401,0.355,0.542,52.8,52.8,8.3,11.9,0.505,15.2,32.3,0.28,NA,NA
Austin Peay,36,18,18,0.5,-6.04,-2.98,7,9,7,7,7,9,2740,2765,1460,995,2159,0.461,302,840,0.36,471,667,0.706,378,1236,524,252,108,478,765,70.5,107.4,0.309,0.389,0.558,48.2,52.7,9.8,7.7,0.531,16.2,29.5,0.218,16.0,R64
Baylor,34,22,12,0.647,16.13,9.76,10,8,15,5,6,5,2621,2366,1375,823,1843,0.447,233,638,0.365,485,693,0.7,314,1011,598,223,134,463,666,67.6,101.9,0.376,0.346,0.545,44.4,72.7,9.6,9.4,0.51,17.6,28.2,0.263,5.0,R64
Belmont,32,20,12,0.625,1.19,-2.1,12,4,11,1,8,10,2638,2510,1285,873,1977,0.442,242,689,0.351,522,725,0.72,370,1137,420,229,100,390,665,72.8,107.3,0.367,0.349,0.541,50.7,48.1,9.8,10.9,0.503,14.4,30.7,0.264,NA,NA
Boise State,32,20,12,0.625,7.23,3.13,11,7,14,2,5,7,2480,2246,1290,785,1765,0.445,234,669,0.35,442,631,0.7,264,1054,388,169,105,472,675,70.5,98.8,0.358,0.379,0.544,48.7,49.4,7.4,9.8,0.511,18.6,24.9,0.25,NA,NA
Bradley,32,5,27,0.156,-10.91,3.7,3,15,4,11,1,12,1793,2238,1290,737,1675,0.44,188,544,0.346,576,866,0.665,288,1121,397,247,99,374,647,67.3,103.2,0.517,0.325,0.536,50.9,53.9,11.4,9.8,0.496,15.2,26.3,0.344,NA,NA
Brigham Young,37,26,11,0.703,12.36,2.36,13,5,17,2,6,6,3093,2692,1485,943,2269,0.416,287,863,0.333,519,725,0.716,359,1340,509,205,136,487,728,74.0,98.0,0.32,0.38,0.515,47.0,54.0,7.5,9.0,0.479,15.7,25.1,0.229,NA,NA
Bucknell,31,17,14,0.548,-2.09,-5.89,14,4,8,7,9,7,2448,2288,1265,779,1824,0.427,229,654,0.35,501,747,0.671,321,1067,447,218,132,404,663,71.5,101.1,0.41,0.359,0.525,48.4,57.4,9.6,11.5,0.49,15.6,28.1,0.275,NA,NA
Buffalo,35,20,15,0.571,1.34,0.9,10,8,10,5,5,9,2709,2634,1410,906,2098,0.432,256,755,0.339,566,790,0.716,378,1273,458,197,117,464,720,72.6,102.9,0.377,0.36,0.532,48.3,50.6,7.7,8.9,0.493,15.8,28.7,0.27,14.0,R64
Butler,33,22,11,0.667,16.46,7.55,10,8,13,3,5,5,2638,2344,1325,818,1879,0.435,231,683,0.338,477,672,0.71,309,1082,414,152,145,432,670,69.8,101.3,0.358,0.363,0.533,47.7,50.6,6.6,10.6,0.497,16.4,27.3,0.254,9.0,R32
Cal Poly,30,10,20,0.333,-3.49,0.9,4,12,5,7,3,12,2171,2255,1220,792,1720,0.46,213,547,0.389,458,658,0.696,287,1102,455,152,99,326,566,67.8,109.0,0.383,0.318,0.555,50.2,57.4,7.3,8.8,0.522,13.8,27.8,0.266,NA,NA
Cal State Bakersfield,33,24,9,0.727,2.58,-5.15,11,3,14,1,7,7,2405,2104,1330,696,1764,0.395,198,605,0.327,514,747,0.688,347,1128,339,177,108,499,657,68.4,92.6,0.423,0.343,0.497,47.2,48.7,7.8,7.6,0.451,19.1,29.0,0.291,15.0,R64
Cal State Fullerton,30,10,20,0.333,-7.12,-0.76,3,13,5,8,5,9,2104,2227,1205,752,1753,0.429,238,677,0.352,485,664,0.73,307,1096,436,162,118,341,611,70.0,105.6,0.379,0.386,0.538,49.5,58.0,7.7,10.5,0.497,14.2,28.2,0.277,NA,NA
UC Davis,30,11,19,0.367,-5.58,-1.26,6,10,8,7,3,11,1914,1980,1225,707,1710,0.413,196,632,0.31,370,517,0.716,296,1057,409,223,103,408,566,67.1,96.3,0.302,0.37,0.506,50.6,57.9,10.8,9.0,0.471,17.3,27.6,0.216,NA,NA
UC Irvine,38,28,10,0.737,5.33,0.77,13,3,11,2,13,5,2706,2512,1535,847,2210,0.383,272,815,0.334,546,745,0.733,403,1325,530,204,93,441,716,67.6,96.8,0.337,0.369,0.49,48.3,62.6,7.9,6.3,0.445,14.7,27.8,0.247,NA,NA
UC Santa Barbara,33,19,14,0.576,3.79,1.44,11,5,6,5,10,6,2335,2219,1325,736,1842,0.4,229,764,0.3,518,750,0.691,340,1178,410,171,95,403,545,68.3,98.0,0.407,0.415,0.505,48.8,55.7,7.6,7.6,0.462,15.5,27.6,0.281,NA,NA
California,34,23,11,0.676,15.39,7.87,12,6,18,0,4,7,2545,2289,1375,789,1989,0.397,183,527,0.347,528,745,0.709,327,1126,369,172,100,329,693,68.2,97.6,0.375,0.265,0.489,45.5,46.8,7.3,7.8,0.443,12.3,25.3,0.265,4.0,R64
Central Florida,30,12,18,0.4,0.18,3.01,6,12,8,8,4,9,2062,2147,1210,799,1925,0.415,217,671,0.323,332,482,0.689,367,1089,440,224,92,277,552,68.3,103.9,0.25,0.349,0.498,48.3,55.1,10.8,9.1,0.471,11.4,30.5,0.172,NA,NA
Chattanooga,35,29,6,0.829,3.24,-3.46,15,3,13,1,10,4,2652,2364,1410,866,1967,0.44,235,711,0.331,397,584,0.68,344,1133,442,226,132,494,692,68.1,98.5,0.297,0.361,0.527,47.7,51.0,9.4,10.7,0.5,18.0,28.6,0.202,12.0,R64
Cincinnati,33,22,11,0.667,15.19,5.25,12,6,14,3,6,6,2418,2090,1355,750,1907,0.393,240,672,0.357,350,515,0.68,373,1136,380,169,109,446,575,65.5,94.1,0.27,0.352,0.486,46.8,50.7,7.6,8.7,0.456,17.2,30.5,0.184,9.0,R64
Clemson,31,17,14,0.548,12.03,6.87,10,8,13,4,3,8,2159,1999,1250,723,1725,0.419,205,583,0.352,348,492,0.707,327,1060,375,157,88,357,557,63.7,100.4,0.285,0.338,0.51,49.6,51.9,7.9,8.4,0.479,15.4,30.2,0.202,NA,NA
Cleveland State,32,9,23,0.281,-9.17,0.09,4,14,5,9,3,10,1947,2169,1285,738,1662,0.444,200,587,0.341,493,751,0.656,336,1121,436,203,102,431,562,65.9,102.4,0.452,0.353,0.537,51.4,59.1,9.6,8.4,0.504,17.6,31.7,0.297,NA,NA
Coastal Carolina,33,21,12,0.636,-1.85,-4.22,12,6,14,4,7,5,2410,2196,1325,780,1980,0.394,249,820,0.304,387,591,0.655,366,1181,390,197,91,362,599,68.3,97.1,0.298,0.414,0.486,47.6,50.0,8.7,7.6,0.457,13.8,28.4,0.195,NA,NA
Colgate,30,13,17,0.433,-8.61,-6.06,9,9,8,4,5,13,2093,2145,1220,734,1599,0.459,222,595,0.373,455,664,0.685,301,1043,384,166,108,386,530,65.4,107.5,0.415,0.372,0.56,52.3,52.3,8.3,11.3,0.528,16.8,31.0,0.285,NA,NA
College of Charleston,31,17,14,0.548,2.37,0.04,8,10,10,5,6,8,2028,1921,1250,657,1548,0.424,173,535,0.323,434,660,0.658,274,1056,312,165,103,441,571,65.2,94.3,0.426,0.346,0.516,49.2,47.5,8.1,9.2,0.48,19.2,26.6,0.28,NA,NA
Colorado,34,22,12,0.647,12.04,7.64,10,8,16,1,4,7,2576,2407,1370,852,2038,0.418,212,596,0.356,491,716,0.686,322,1140,357,254,153,371,698,70.8,99.3,0.351,0.292,0.506,44.3,41.9,10.5,11.1,0.47,13.5,24.6,0.241,8.0,R64
Connecticut,36,25,11,0.694,15.89,6.28,11,7,14,3,6,4,2631,2285,1460,785,2032,0.386,240,736,0.326,475,719,0.661,393,1242,409,184,129,431,592,66.1,94.7,0.354,0.362,0.481,48.9,52.1,7.6,9.4,0.445,15.4,29.0,0.234,9.0,R32
Creighton,35,20,15,0.571,13.69,6.44,9,9,14,5,4,9,2787,2533,1400,901,2088,0.432,244,705,0.346,487,700,0.696,341,1230,459,224,111,441,698,72.1,100.4,0.335,0.338,0.523,48.6,50.9,8.9,8.7,0.49,15.4,26.1,0.233,NA,NA
Davidson,33,20,13,0.606,5.74,5.14,10,8,15,1,3,10,2608,2576,1325,945,2059,0.459,252,727,0.347,434,617,0.703,373,1294,464,183,106,378,643,71.2,109.2,0.3,0.353,0.548,52.9,49.1,7.8,9.4,0.52,13.8,30.7,0.211,NA,NA
Dayton,33,25,8,0.758,11.34,4.76,14,4,14,3,8,2,2393,2176,1335,761,1882,0.404,242,693,0.349,412,618,0.667,299,1113,417,161,96,412,649,68.6,95.0,0.328,0.368,0.5,46.8,54.8,7.0,8.0,0.469,15.9,24.2,0.219,7.0,R64
Delaware,30,7,23,0.233,-8.62,0.85,2,16,5,7,2,15,1986,2270,1205,784,1800,0.436,296,850,0.348,406,574,0.707,311,1099,489,189,120,275,606,67.4,111.8,0.319,0.472,0.548,49.3,62.4,9.3,10.5,0.518,11.7,27.9,0.226,NA,NA
Drake,31,7,24,0.226,-5.15,0.92,2,16,5,9,0,12,2093,2230,1255,816,1805,0.452,219,594,0.369,379,543,0.698,297,1031,375,188,130,302,585,66.0,107.7,0.301,0.329,0.54,49.7,46.0,9.1,12.0,0.513,12.8,27.3,0.21,NA,NA
Drexel,31,6,25,0.194,-5.42,1.88,3,15,3,9,2,12,1958,2183,1245,737,1600,0.461,189,520,0.363,520,759,0.685,285,1107,382,160,109,365,598,65.6,106.9,0.474,0.325,0.557,52.0,51.8,7.8,9.1,0.52,15.7,29.0,0.325,NA,NA
Duke,36,25,11,0.694,19.23,10.59,11,7,15,3,5,4,2920,2609,1450,998,2244,0.445,226,665,0.34,387,568,0.681,456,1322,523,163,126,427,761,68.4,105.2,0.253,0.296,0.519,50.5,52.4,6.6,9.8,0.495,14.5,34.4,0.172,4.0,S16
East Tennessee State,36,24,12,0.667,-1.49,-2.29,14,4,13,2,8,8,2813,2687,1455,915,2107,0.434,262,786,0.333,595,827,0.719,393,1307,426,228,116,471,700,71.0,104.0,0.393,0.373,0.537,50.1,46.6,8.8,8.6,0.496,15.9,29.8,0.282,NA,NA
Eastern Kentucky,31,15,16,0.484,-3.53,-3.86,6,10,10,6,5,10,2497,2453,1240,837,1814,0.461,251,668,0.376,528,755,0.699,367,1101,514,206,82,467,666,73.4,107.9,0.416,0.368,0.565,52.3,61.4,9.1,7.4,0.531,17.7,33.5,0.291,NA,NA
Eastern Washington,34,18,16,0.529,-4.47,-6.03,10,8,11,2,5,12,2769,2617,1360,953,1966,0.485,197,536,0.368,514,743,0.692,322,1161,496,195,113,395,654,70.4,109.4,0.378,0.273,0.564,50.6,52.0,8.2,10.6,0.535,14.6,28.3,0.261,NA,NA
Fairleigh Dickinson,33,18,15,0.545,-10.9,-8.31,11,7,9,6,9,8,2558,2600,1335,868,1901,0.457,247,698,0.354,617,888,0.695,417,1285,487,209,118,510,638,72.4,107.6,0.467,0.367,0.56,53.7,56.1,8.6,8.6,0.522,18.0,35.4,0.325,16.0,R68
Florida Gulf Coast,35,21,14,0.6,-0.79,-3.82,8,6,16,4,4,8,2703,2473,1435,877,2128,0.412,232,763,0.304,487,713,0.683,385,1235,415,234,111,422,663,69.7,98.9,0.335,0.359,0.501,46.5,47.3,9.4,7.0,0.467,14.6,27.7,0.229,16.0,R64
Florida State,34,20,14,0.588,12.16,8.16,8,10,11,4,4,8,2652,2516,1365,875,1981,0.442,265,733,0.362,501,728,0.688,342,1140,447,180,103,458,668,71.8,102.6,0.367,0.37,0.541,47.6,51.1,7.3,7.4,0.509,16.4,28.3,0.253,NA,NA
Florida,36,21,15,0.583,14.69,9.19,9,9,12,4,6,9,2677,2479,1445,868,2109,0.412,233,679,0.343,510,752,0.678,405,1364,413,192,125,471,732,70.1,97.9,0.357,0.322,0.503,48.7,47.6,7.6,9.1,0.467,16.0,29.5,0.242,NA,NA
Fresno State,35,25,10,0.714,5.27,2.24,13,5,16,2,6,7,2630,2475,1420,812,1929,0.421,252,761,0.331,599,859,0.697,368,1275,430,161,108,529,700,70.1,99.5,0.445,0.395,0.53,49.6,53.0,6.5,7.3,0.486,18.5,29.4,0.311,14.0,R64
Gardner-Webb,33,17,16,0.515,-6.92,-3.96,10,8,9,4,5,11,2476,2451,1335,840,1887,0.445,240,692,0.347,531,741,0.717,341,1216,431,213,103,462,609,71.0,103.5,0.393,0.367,0.547,49.2,51.3,9.0,8.4,0.509,17.1,29.3,0.281,NA,NA
George Washington,38,28,10,0.737,11.43,4.24,11,7,16,3,8,5,2875,2602,1530,953,2228,0.428,262,795,0.33,434,601,0.722,378,1245,443,221,135,451,770,67.5,100.8,0.27,0.357,0.518,46.3,46.5,8.6,9.2,0.487,15.2,27.7,0.195,NA,NA
Georgetown,33,15,18,0.455,10.31,8.49,7,11,9,8,4,8,2430,2370,1335,758,1839,0.412,199,571,0.349,655,907,0.722,343,1142,408,205,90,371,636,69.2,102.7,0.493,0.31,0.522,49.2,53.8,8.9,8.3,0.466,14.0,28.4,0.356,NA,NA
Georgia State,30,16,14,0.533,-2.8,-2.19,9,11,12,3,4,10,1971,1950,1220,638,1559,0.409,205,639,0.321,469,646,0.726,307,1047,373,158,92,425,545,65.1,98.2,0.414,0.41,0.523,53.1,58.5,8.0,7.9,0.475,18.6,31.0,0.301,NA,NA
Georgia Tech,36,21,15,0.583,12.51,9.95,8,10,14,5,5,8,2637,2545,1445,931,2107,0.442,206,643,0.32,477,667,0.715,346,1131,436,169,98,352,637,67.0,105.2,0.317,0.305,0.525,44.7,46.8,7.0,6.3,0.491,12.7,27.1,0.226,NA,NA
Georgia,34,20,14,0.588,9.41,8.47,10,8,15,4,3,9,2401,2369,1370,770,1976,0.39,259,782,0.331,570,812,0.702,392,1217,385,213,132,365,713,68.2,101.5,0.411,0.396,0.502,48.0,50.0,9.1,10.2,0.455,13.4,29.8,0.288,NA,NA
Gonzaga,36,28,8,0.778,16.92,4.23,15,3,11,4,9,2,2840,2360,1445,859,2167,0.396,214,717,0.298,428,610,0.702,359,1159,370,210,107,370,701,68.1,95.9,0.281,0.331,0.48,44.8,43.1,8.5,8.0,0.446,13.1,25.6,0.198,11.0,S16
Grand Canyon,34,27,7,0.794,1.43,-5.6,11,3,18,2,7,5,2581,2316,1365,822,1938,0.424,226,702,0.322,446,675,0.661,334,1169,368,206,129,458,743,69.8,97.2,0.348,0.362,0.513,47.3,44.8,8.6,9.2,0.482,16.9,27.0,0.23,NA,NA
Green Bay,36,23,13,0.639,1.16,-0.67,11,7,11,3,8,9,3013,2880,1455,1013,2255,0.449,278,765,0.363,576,807,0.714,432,1458,512,215,162,609,790,77.3,102.4,0.358,0.339,0.546,51.3,50.5,7.6,10.0,0.511,18.8,31.8,0.255,14.0,R64
Hampton,32,21,11,0.656,-8.74,-8.45,13,3,9,2,8,7,2363,2370,1305,826,1934,0.427,215,641,0.335,503,696,0.723,324,1169,347,183,133,393,688,71.7,101.3,0.36,0.331,0.523,46.9,42.0,7.8,10.3,0.483,14.8,27.0,0.26,16.0,R64
