School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON,REGION
Auburn,40,30,10,0.75,20.84,10.92,11,7,15,2,4,6,3188,2750,1615,940,2153,0.437,323,937,0.345,547,774,0.707,424,1412,491,226,144,683,690,69.2,98.4,0.359,0.435,0.545,50.8,52.2,8.1,11.7,0.512,21.3,31.7,0.254,5.0,F4,MIDWEST
Austin Peay,33,22,11,0.667,0.59,-4.41,13,5,10,2,8,7,2712,2413,1335,863,1913,0.451,240,723,0.332,447,645,0.693,335,1136,448,187,107,521,650,71.8,100.6,0.337,0.378,0.544,48.3,51.9,7.8,7.9,0.514,19.0,29.1,0.234,,,
Baylor,34,20,14,0.588,13.38,9.26,10,8,13,5,5,6,2442,2302,1365,795,1869,0.425,246,714,0.345,466,682,0.683,338,1086,442,202,146,421,612,66.5,101.4,0.365,0.382,0.525,45.9,55.6,8.9,12.6,0.491,16.1,28.9,0.249,9.0,R32,WEST
Belmont,33,27,6,0.818,9.12,-2.6,16,2,13,1,12,3,2868,2439,1330,895,2110,0.424,253,743,0.341,396,569,0.696,314,1166,402,200,116,403,552,74.2,98.8,0.27,0.352,0.512,47.8,44.9,8.1,9.9,0.484,14.5,24.1,0.188,11.0,R64,EAST
Boise State,33,13,20,0.394,3.61,1.08,7,11,8,7,3,10,2364,2263,1330,795,1768,0.45,243,713,0.341,430,580,0.741,247,1025,412,160,90,412,557,66.5,102.3,0.328,0.403,0.554,50.2,51.8,7.2,8.3,0.518,16.8,24.2,0.243,,,
Bradley,35,20,15,0.571,-0.08,-0.9,9,9,10,6,5,8,2329,2285,1405,779,1892,0.412,246,753,0.327,481,664,0.724,313,1163,415,196,90,433,648,66.2,98.3,0.351,0.398,0.518,49.3,53.3,8.4,7.4,0.477,16.4,26.2,0.254,15.0,R64,EAST
Brigham Young,32,19,13,0.594,6.15,3.31,11,5,13,3,5,8,2527,2436,1295,841,1912,0.44,256,699,0.366,498,677,0.736,313,1163,430,183,86,411,658,71.9,104.6,0.354,0.366,0.545,51.0,51.1,7.9,7.2,0.507,15.5,26.8,0.26,,,
Bucknell,33,21,12,0.636,0.59,-2.93,13,5,12,3,7,8,2534,2418,1325,867,1995,0.435,230,691,0.333,454,647,0.702,328,1163,432,225,96,393,611,71.4,102.3,0.324,0.346,0.525,50.2,49.8,9.5,9.2,0.492,14.6,27.4,0.228,,,
Buffalo,36,32,4,0.889,15.56,2.62,16,2,14,0,12,3,3037,2550,1445,916,2180,0.42,236,791,0.298,482,687,0.702,363,1333,372,192,112,553,704,74.5,94.7,0.315,0.363,0.509,47.6,40.6,7.1,8.5,0.474,18.1,26.3,0.221,6.0,R32,WEST
Butler,33,16,17,0.485,9.22,8.1,7,11,12,4,2,10,2374,2337,1330,815,1784,0.457,251,703,0.357,456,648,0.704,291,1132,405,175,118,423,529,67.1,104.8,0.363,0.394,0.559,51.7,49.7,7.8,10.7,0.527,16.8,27.4,0.256,,,
Cal Poly,29,6,23,0.207,-13.95,-3.54,2,14,4,8,1,14,1930,2183,1185,770,1671,0.461,204,555,0.368,439,625,0.702,304,1107,417,155,102,314,492,66.8,110.3,0.374,0.332,0.555,53.2,54.2,7.8,9.9,0.522,13.8,30.6,0.263,,,
Cal State Bakersfield,34,18,16,0.529,-5.12,-2.63,7,9,9,4,7,10,2412,2412,1375,749,1719,0.436,261,714,0.366,653,889,0.735,302,1116,421,174,96,472,621,67.6,103.7,0.517,0.415,0.563,46.7,56.2,7.5,6.8,0.512,18.1,27.8,0.38,,,
Cal State Fullerton,34,16,18,0.471,-3.29,-1.14,10,6,9,4,4,11,2437,2414,1385,864,2029,0.426,213,676,0.315,473,691,0.685,328,1211,419,186,87,412,648,70.3,99.1,0.341,0.333,0.512,49.7,48.5,7.6,6.6,0.478,14.9,25.7,0.233,,,
UC Davis,31,11,20,0.355,-6.26,-1.5,7,9,7,6,3,12,2038,2128,1260,746,1635,0.456,210,616,0.341,426,622,0.685,272,1069,390,198,99,453,570,67.0,100.8,0.38,0.377,0.551,53.5,52.3,9.4,9.4,0.52,19.0,27.7,0.261,,,
UC Irvine,37,31,6,0.838,5.7,-2.3,15,1,12,2,13,2,2675,2353,1500,809,2118,0.382,241,715,0.337,494,698,0.708,379,1211,355,194,103,419,627,66.2,94.8,0.33,0.338,0.48,45.2,43.9,7.8,7.1,0.439,14.6,26.7,0.233,13.0,R32,SOUTH
UC Santa Barbara,32,22,10,0.688,-1.62,-5.55,10,6,12,3,7,6,2350,2114,1290,765,1794,0.426,198,646,0.307,386,561,0.688,282,993,358,140,96,356,593,66.0,99.3,0.313,0.36,0.513,45.2,46.8,6.6,7.8,0.482,14.7,25.5,0.215,,,
California,31,8,23,0.258,-3.16,5.42,3,15,7,9,1,10,2121,2387,1245,836,1708,0.489,272,714,0.381,443,617,0.718,299,1117,462,154,100,435,548,68.5,112.0,0.361,0.418,0.596,55.4,55.3,7.2,8.7,0.569,17.9,31.5,0.259,,,
Central Florida,33,24,9,0.727,13.37,5.58,13,5,15,2,5,5,2385,2128,1325,764,1938,0.394,233,744,0.313,367,565,0.65,371,1142,409,190,92,400,699,67.3,95.5,0.292,0.384,0.482,48.5,53.5,8.5,8.1,0.454,15.3,29.2,0.189,9.0,R32,EAST
Chattanooga,32,12,20,0.375,-7.87,-0.76,7,11,8,6,4,11,2268,2376,1285,864,1899,0.455,240,672,0.357,408,582,0.701,299,1160,400,211,92,358,524,69.5,106.5,0.306,0.354,0.546,51.4,46.3,9.5,8.5,0.518,14.1,26.8,0.215,,,
Cincinnati,35,28,7,0.8,14.53,5.5,14,4,16,2,7,4,2510,2194,1410,766,1869,0.41,284,800,0.355,378,570,0.663,332,1088,388,133,126,476,659,65.0,95.7,0.305,0.428,0.513,46.3,50.7,5.8,9.4,0.486,18.2,28.8,0.202,7.0,R64,SOUTH
Clemson,34,20,14,0.588,13.85,8.99,9,9,14,5,4,6,2339,2174,1360,755,1856,0.407,257,735,0.35,407,557,0.731,291,1088,336,190,99,453,581,67.3,95.0,0.3,0.396,0.513,47.5,44.5,8.3,8.3,0.476,17.6,24.5,0.219,,,
Cleveland State,31,10,21,0.323,-7.96,-1.52,5,13,8,9,2,12,2300,2437,1250,864,1937,0.446,251,772,0.325,458,630,0.727,377,1210,474,213,103,381,590,71.4,109.2,0.325,0.399,0.545,52.5,54.9,9.5,10.2,0.511,14.6,32.3,0.236,,,
Coastal Carolina,34,17,17,0.5,-0.5,-1.94,9,9,10,4,6,11,2641,2520,1370,839,1932,0.434,281,871,0.323,561,788,0.712,329,1125,449,220,112,448,649,71.2,103.4,0.408,0.451,0.546,47.2,53.5,9.0,9.2,0.507,16.3,27.2,0.29,,,
Colgate,35,24,11,0.686,1.23,-3.83,13,5,15,1,9,9,2648,2458,1415,884,2033,0.435,277,824,0.336,413,580,0.712,327,1112,454,250,112,422,581,67.8,102.4,0.285,0.405,0.532,47.3,51.4,10.4,9.5,0.503,15.5,26.3,0.203,15.0,R64,SOUTH
College of Charleston,33,24,9,0.727,2.36,-2.95,12,6,13,2,8,5,2453,2265,1330,822,1837,0.447,263,791,0.332,358,487,0.735,278,1043,424,171,94,421,547,66.3,102.8,0.265,0.431,0.548,49.6,51.6,7.8,8.2,0.519,16.9,25.8,0.195,,,
Colorado,36,23,13,0.639,9.68,3.6,10,8,15,2,5,9,2648,2429,1445,878,2069,0.424,247,776,0.318,426,643,0.663,306,1126,378,253,120,436,713,69.4,96.9,0.311,0.375,0.511,45.4,43.1,10.1,9.1,0.484,15.5,23.6,0.206,,,
Connecticut,33,16,17,0.485,6.81,4.32,6,12,13,5,1,8,2436,2354,1325,809,1841,0.439,208,620,0.335,528,721,0.732,339,1137,428,205,107,464,607,69.7,101.9,0.392,0.337,0.539,49.3,52.9,8.9,8.7,0.496,17.5,30.1,0.287,,,
Creighton,35,20,15,0.571,12.0,8.59,9,9,13,6,4,8,2727,2561,1420,943,2063,0.457,291,822,0.354,384,563,0.682,318,1188,489,223,117,478,612,70.2,102.7,0.273,0.398,0.549,49.8,51.9,8.9,10.8,0.528,17.0,25.9,0.186,,,
Davidson,34,24,10,0.706,6.38,1.96,14,4,14,2,7,5,2409,2229,1365,778,1905,0.408,275,835,0.329,398,561,0.709,297,1142,426,174,75,379,564,66.1,98.8,0.294,0.438,0.513,49.1,54.8,7.7,7.4,0.481,14.9,24.4,0.209,,,
Dayton,33,21,12,0.636,9.67,2.91,13,5,13,4,7,4,2406,2183,1335,803,1941,0.414,252,786,0.321,325,461,0.705,328,1056,415,176,95,370,537,66.2,98.8,0.238,0.405,0.505,48.0,51.7,8.0,8.1,0.479,14.6,27.1,0.167,,,
Delaware,33,17,16,0.515,-7.91,-4.82,8,10,9,7,7,8,2352,2380,1360,859,1937,0.443,271,735,0.369,391,537,0.728,321,1137,437,178,94,330,553,64.7,108.2,0.277,0.379,0.543,51.2,50.9,8.1,8.9,0.513,13.1,27.9,0.202,,,
Drake,34,24,10,0.706,2.52,-0.66,12,6,13,2,7,6,2563,2387,1385,872,2042,0.427,225,743,0.303,418,600,0.697,320,1160,369,245,105,408,586,69.6,99.0,0.294,0.364,0.513,48.9,42.3,10.2,9.0,0.482,14.9,25.5,0.205,,,
Drexel,32,13,19,0.406,-7.02,-2.93,7,11,9,7,3,11,2425,2475,1280,921,1909,0.482,244,652,0.374,389,576,0.675,280,1043,435,195,116,334,530,70.0,110.5,0.302,0.342,0.567,48.1,47.2,8.7,9.4,0.546,13.3,25.6,0.204,,,
Duke,38,32,6,0.842,26.9,11.98,14,4,15,2,7,2,3143,2576,1525,960,2415,0.398,253,844,0.3,403,579,0.696,441,1348,479,243,121,540,659,73.2,92.3,0.24,0.349,0.479,46.2,49.9,8.7,8.0,0.45,16.7,29.1,0.167,1.0,E8,EAST
East Tennessee State,34,24,10,0.706,5.21,-1.79,13,5,13,3,8,6,2707,2371,1375,836,1921,0.435,296,781,0.379,403,584,0.69,276,1006,433,229,116,494,592,70.2,98.3,0.304,0.407,0.539,42.7,51.8,9.5,8.9,0.512,18.3,23.3,0.21,,,
Eastern Kentucky,31,13,18,0.419,-7.4,-2.47,6,12,9,5,3,11,2562,2577,1265,898,1931,0.465,230,669,0.344,551,767,0.718,341,1288,466,210,116,568,602,79.9,101.9,0.397,0.346,0.561,52.5,51.9,8.3,9.0,0.525,19.8,29.8,0.285,,,
Eastern Washington,34,16,18,0.471,-6.77,-4.17,12,8,9,4,4,13,2460,2527,1380,877,1940,0.452,291,766,0.38,482,672,0.717,272,1199,452,203,102,408,572,69.5,105.4,0.346,0.395,0.559,50.1,51.5,8.5,8.8,0.527,15.3,23.3,0.248,,,
Fairleigh Dickinson,35,21,14,0.6,-6.09,-7.24,12,6,13,4,7,9,2620,2515,1420,908,2041,0.445,277,789,0.351,422,608,0.694,389,1186,473,218,116,508,632,68.7,103.2,0.298,0.387,0.54,50.7,52.1,8.9,9.2,0.513,17.9,31.9,0.207,16.0,R64,WEST
Florida Gulf Coast,32,14,18,0.438,-5.11,-1.48,9,7,10,4,4,10,2280,2360,1280,852,1928,0.442,288,785,0.367,368,525,0.701,346,1138,485,225,103,445,542,71.1,103.7,0.272,0.407,0.542,51.7,56.9,9.9,9.7,0.517,17.0,30.4,0.191,,,
Florida State,37,29,8,0.784,17.99,10.26,13,5,15,1,6,4,2771,2485,1500,842,2067,0.407,269,803,0.335,532,737,0.722,348,1223,369,203,113,529,682,69.5,95.4,0.357,0.388,0.514,46.8,43.8,7.8,8.4,0.472,18.0,26.3,0.257,4.0,S16,WEST
Florida,36,20,16,0.556,15.42,11.22,9,9,9,6,5,6,2440,2289,1455,806,1916,0.421,231,730,0.316,446,644,0.693,390,1242,389,221,104,527,615,64.7,97.3,0.336,0.381,0.515,50.8,48.3,9.4,9.1,0.481,19.2,32.1,0.233,10.0,R32,WEST
Fresno State,32,23,9,0.719,8.99,0.67,13,5,13,4,7,3,2448,2162,1285,750,1788,0.419,225,735,0.306,437,617,0.708,287,1092,389,181,103,438,576,69.6,96.7,0.345,0.411,0.519,49.0,51.9,8.1,10.6,0.482,17.4,25.5,0.244,,,
Gardner-Webb,35,23,12,0.657,-2.61,-4.43,11,6,13,0,8,9,2718,2468,1430,871,2101,0.415,310,951,0.326,416,579,0.718,393,1229,470,206,102,468,600,68.5,100.7,0.276,0.453,0.519,50.8,54.0,8.4,8.2,0.488,16.5,30.0,0.198,16.0,R64,SOUTH
George Washington,33,9,24,0.273,-6.65,1.2,4,14,6,11,2,10,2097,2356,1340,849,1925,0.441,275,773,0.356,383,582,0.658,334,1236,464,223,110,387,566,67.5,104.2,0.302,0.402,0.535,52.6,54.7,9.9,9.1,0.512,15.0,28.4,0.199,,,
Georgetown,33,19,14,0.576,6.8,5.31,9,9,13,6,5,6,2625,2576,1355,913,2111,0.432,291,858,0.339,459,640,0.717,333,1198,494,252,115,404,641,73.2,103.8,0.303,0.406,0.533,48.0,54.1,10.2,9.1,0.501,14.3,26.0,0.217,,,
Georgia State,34,24,10,0.706,2.44,0.65,13,5,13,1,7,7,2598,2491,1360,872,2051,0.425,304,926,0.328,443,631,0.702,428,1336,512,169,108,512,595,71.3,102.7,0.308,0.451,0.53,54.6,58.7,7.0,9.7,0.499,17.9,33.8,0.216,14.0,R64,MIDWEST
Georgia Tech,32,14,18,0.438,6.93,8.15,6,12,11,7,3,9,2091,2130,1285,740,1848,0.4,207,697,0.297,443,643,0.689,376,1154,452,225,108,410,555,68.1,97.3,0.348,0.377,0.495,51.8,61.1,10.3,9.5,0.456,16.0,31.6,0.24,,,
Georgia,32,11,21,0.344,5.31,8.12,2,16,8,9,2,9,2274,2364,1280,853,2004,0.426,238,717,0.332,420,600,0.7,385,1119,386,240,100,349,602,70.4,104.9,0.299,0.358,0.516,47.9,45.3,10.6,9.0,0.485,13.2,31.0,0.21,,,
Gonzaga,37,33,4,0.892,27.79,5.01,16,0,17,0,9,1,3243,2400,1480,877,2256,0.389,239,787,0.304,407,584,0.697,382,1194,363,201,84,501,685,71.7,90.4,0.259,0.349,0.474,45.3,41.4,7.6,5.8,0.442,16.5,26.0,0.18,1.0,E8,WEST
Grand Canyon,34,20,14,0.588,3.85,-1.49,10,6,12,2,5,8,2560,2353,1370,848,1945,0.436,240,690,0.348,417,584,0.714,301,1152,368,185,101,465,658,69.6,98.7,0.3,0.355,0.529,48.2,43.4,7.8,8.2,0.498,17.3,25.3,0.214,,,
Green Bay,38,21,17,0.553,-2.24,-0.36,10,8,15,3,5,13,3090,3036,1535,1082,2432,0.445,325,969,0.335,547,773,0.708,433,1511,528,268,112,574,725,76.4,103.5,0.318,0.398,0.542,51.8,48.8,9.1,7.3,0.512,17.0,29.6,0.225,,,
Hampton,35,18,17,0.514,-3.34,-5.06,9,7,12,3,6,12,2847,2669,1430,927,2180,0.425,286,865,0.331,529,741,0.714,357,1333,486,169,125,436,669,73.3,101.9,0.34,0.397,0.527,49.3,52.4,6.5,9.0,0.491,14.7,26.2,0.243,,,
Hartford,33,18,15,0.545,-3.95,-4.89,10,6,10,4,8,9,2477,2407,1345,865,1911,0.453,258,763,0.338,419,577,0.726,343,1161,436,195,115,449,590,68.0,105.3,0.302,0.399,0.551,52.5,50.4,8.5,11.3,0.52,17.0,30.8,0.219,,,
Harvard,31,19,12,0.613,1.86,0.66,10,4,9,2,8,9,2222,2174,1265,763,1756,0.435,228,669,0.341,420,593,0.708,256,979,375,233,84,381,540,68.5,100.4,0.338,0.381,0.533,46.7,49.1,10.8,8.5,0.499,15.8,23.6,0.239,,,
Hawaii,31,18,13,0.581,-1.3,-3.61,9,7,12,5,4,5,2241,2131,1250,774,1727,0.448,203,597,0.34,380,562,0.676,250,1009,352,177,71,371,580,67.6,100.9,0.325,0.346,0.534,48.9,45.5,8.4,7.1,0.507,15.7,24.4,0.22,,,
Holy Cross,33,16,17,0.485,-6.43,-4.01,6,12,8,6,6,11,2216,2296,1335,825,1805,0.457,292,783,0.373,354,484,0.731,338,1190,465,188,92,479,473,65.0,105.8,0.268,0.434,0.564,56.5,56.4,8.7,7.9,0.538,19.1,32.7,0.196,,,
Houston,37,33,4,0.892,18.91,4.61,16,2,19,1,10,1,2787,2258,1480,749,2035,0.368,233,836,0.279,527,759,0.694,360,1236,374,195,81,452,639,67.3,90.6,0.373,0.411,0.471,45.1,49.9,7.8,6.4,0.425,15.9,25.5,0.259,3.0,S16,MIDWEST
Illinois,33,12,21,0.364,8.95,11.53,7,13,9,6,1,9,2398,2483,1335,849,1833,0.463,214,649,0.33,571,777,0.735,345,1203,452,193,121,516,612,71.0,104.8,0.424,0.354,0.564,52.4,53.2,8.1,9.7,0.522,19.0,31.8,0.312,,,
Indiana,35,19,16,0.543,13.82,10.1,8,12,15,6,3,9,2504,2374,1420,862,2057,0.419,260,785,0.331,390,601,0.649,363,1234,471,204,135,439,643,68.3,97.9,0.292,0.382,0.507,49.2,54.6,8.4,10.1,0.482,15.8,28.1,0.19,,,
Iona,33,17,16,0.515,-4.78,-5.5,12,6,8,3,5,9,2532,2508,1320,900,2021,0.445,314,857,0.366,394,576,0.684,369,1249,499,178,118,437,617,71.4,106.4,0.285,0.424,0.547,52.0,55.4,7.6,11.2,0.523,16.0,29.8,0.195,16.0,R64,MIDWEST
Iowa State,35,23,12,0.657,18.07,9.3,9,9,12,4,5,6,2692,2385,1400,877,2097,0.418,276,822,0.336,355,495,0.717,388,1213,438,183,92,440,569,68.2,99.9,0.236,0.392,0.511,49.7,49.9,7.7,7.4,0.484,15.9,30.1,0.169,6.0,R64,MIDWEST
Iowa,35,23,12,0.657,14.27,9.84,10,10,14,4,4,6,2740,2585,1415,943,2104,0.448,281,866,0.324,418,606,0.69,363,1218,545,230,97,457,721,70.2,104.1,0.288,0.412,0.54,49.4,57.8,9.3,7.9,0.515,16.0,29.0,0.199,10.0,R32,SOUTH
Jacksonville State,33,24,9,0.727,1.59,-5.47,15,3,11,1,10,7,2574,2283,1345,798,1931,0.413,270,800,0.338,417,569,0.733,305,1102,390,217,84,494,600,71.3,95.3,0.295,0.414,0.519,45.7,48.9,9.1,5.9,0.483,18.3,25.1,0.216,,,
Kansas State,34,25,9,0.735,15.39,9.18,14,4,13,2,7,5,2236,2025,1360,717,1728,0.415,233,741,0.314,358,531,0.674,279,1098,391,213,95,504,560,64.9,91.7,0.307,0.429,0.511,49.1,54.5,9.6,8.2,0.482,20.3,25.6,0.207,4.0,R64,SOUTH
Kansas,36,26,10,0.722,18.35,12.79,12,6,16,0,3,8,2725,2525,1455,898,2201,0.408,309,921,0.336,420,612,0.686,385,1263,473,237,123,455,620,70.3,98.7,0.278,0.418,0.507,47.9,52.7,9.3,8.9,0.478,15.4,27.8,0.191,4.0,R32,MIDWEST
Kent State,33,22,11,0.667,1.26,0.61,11,7,14,3,8,7,2481,2417,1330,862,1880,0.459,244,712,0.343,449,650,0.691,327,1139,442,192,106,451,566,69.4,104.7,0.346,0.379,0.552,49.0,51.3,8.3,8.4,0.523,17.1,29.7,0.239,,,
Kentucky,37,30,7,0.811,21.43,10.29,15,3,17,1,8,2,2806,2394,1490,854,2134,0.4,283,824,0.343,403,572,0.705,337,1083,409,215,112,449,725,67.3,95.5,0.268,0.386,0.498,43.1,47.9,8.6,7.8,0.466,15.7,25.2,0.189,2.0,E8,MIDWEST
Lafayette,30,10,20,0.333,-11.17,-4.93,7,11,4,11,6,9,2209,2349,1220,854,1810,0.472,246,645,0.381,395,555,0.712,275,1075,381,189,68,335,469,70.4,109.4,0.307,0.356,0.566,51.7,44.6,8.8,6.5,0.54,13.9,26.3,0.218,,,
Liberty,36,29,7,0.806,5.27,-3.88,14,2,16,1,11,3,2654,2209,1440,790,1894,0.417,231,713,0.324,398,588,0.677,300,1104,363,194,97,482,561,65.4,93.9,0.31,0.376,0.508,48.5,45.9,8.2,8.8,0.478,18.2,24.9,0.21,12.0,R32,EAST
Lipscomb,37,29,8,0.784,9.21,-1.2,14,2,14,3,14,4,3076,2597,1480,929,2227,0.417,279,875,0.319,460,614,0.749,303,1229,460,241,139,558,730,74.9,93.7,0.276,0.393,0.516,47.1,49.5,8.7,10.3,0.48,18.1,22.4,0.207,,,
Long Island University,32,16,16,0.5,-8.99,-9.08,9,9,8,5,7,9,2373,2337,1285,823,1944,0.423,209,634,0.33,482,680,0.709,356,1191,402,221,119,436,591,72.9,99.8,0.35,0.326,0.515,49.9,48.8,9.4,11.2,0.477,16.1,28.9,0.248,,,
Louisiana,32,19,13,0.594,-2.07,-1.51,10,8,10,4,7,7,2612,2575,1290,903,1951,0.463,256,695,0.368,513,699,0.734,363,1215,411,202,95,485,624,74.8,106.7,0.358,0.356,0.564,51.5,45.5,8.4,7.9,0.528,17.5,31.8,0.263,,,
Louisiana State,35,28,7,0.8,16.5,9.16,16,2,15,2,9,1,2815,2558,1435,900,2085,0.432,281,833,0.337,477,691,0.69,388,1200,405,225,113,508,670,70.6,100.9,0.331,0.4,0.53,47.0,45.0,8.9,7.9,0.499,17.4,30.2,0.229,3.0,S16,EAST
Louisville,34,20,14,0.588,17.28,11.04,10,8,14,4,5,6,2536,2324,1380,819,2007,0.408,239,746,0.32,447,643,0.695,330,1176,392,195,117,380,652,68.4,98.4,0.32,0.372,0.503,47.6,47.9,8.3,10.6,0.468,14.1,25.7,0.223,7.0,R64,EAST
Loyola (IL),34,20,14,0.588,3.99,-0.16,12,6,13,4,5,7,2231,2066,1360,764,1749,0.437,248,683,0.363,290,409,0.709,223,992,395,194,140,448,523,63.7,95.4,0.234,0.391,0.532,49.5,51.7,9.0,12.5,0.508,18.7,21.3,0.166,,,
Manhattan,32,11,21,0.344,-12.89,-7.32,8,10,4,9,4,11,1833,2011,1285,650,1499,0.434,227,627,0.362,484,683,0.709,287,1066,388,201,114,473,563,62.8,99.8,0.456,0.418,0.551,51.0,59.7,10.0,12.0,0.509,20.6,29.1,0.323,,,
Marquette,34,24,10,0.706,14.78,6.96,12,6,16,3,6,4,2629,2363,1375,819,2020,0.405,233,720,0.324,492,725,0.679,341,1146,418,236,102,402,644,70.7,97.2,0.359,0.356,0.5,47.0,51.0,9.7,8.9,0.463,14.5,26.2,0.244,5.0,R64,WEST
Marshall,37,23,14,0.622,-0.64,-0.61,11,7,16,3,6,10,2978,2979,1495,1071,2340,0.458,293,826,0.355,544,758,0.718,433,1551,476,239,96,591,639,76.3,104.5,0.324,0.353,0.552,55.2,44.4,8.4,7.3,0.52,18.0,31.5,0.232,,,
Maryland-Baltimore County,34,21,13,0.618,-5.85,-5.85,11,5,13,4,6,8,2296,2177,1400,742,1774,0.418,289,874,0.331,404,566,0.714,266,1132,400,194,88,532,606,65.8,94.5,0.319,0.493,0.533,49.7,53.9,8.4,8.1,0.5,20.7,23.9,0.228,,,
Maryland,34,23,11,0.676,16.01,10.09,13,7,15,3,6,5,2429,2228,1360,795,2005,0.397,252,790,0.319,386,534,0.723,315,1050,413,236,118,318,595,66.6,98.4,0.266,0.394,0.493,44.0,51.9,10.4,9.8,0.459,12.3,24.7,0.193,6.0,R32,EAST
Massachusetts,32,11,21,0.344,-3.02,-0.18,4,14,9,8,1,11,2263,2354,1290,800,1773,0.451,216,617,0.35,538,734,0.733,288,1037,479,213,114,371,565,68.4,106.7,0.414,0.348,0.555,48.0,59.9,9.7,10.4,0.512,14.9,26.9,0.303,,,
Memphis,36,22,14,0.611,10.7,5.09,11,7,17,2,3,8,2882,2680,1450,917,2169,0.423,275,855,0.322,571,814,0.701,404,1292,533,282,163,583,755,75.5,98.0,0.375,0.394,0.524,48.8,58.1,10.3,11.4,0.486,18.6,30.5,0.263,,,
Mercer,31,11,20,0.355,-2.86,-0.24,6,12,9,6,2,12,2248,2246,1245,779,1772,0.44,289,832,0.347,399,591,0.675,345,1093,425,205,120,442,586,69.1,104.4,0.334,0.47,0.547,50.8,54.6,9.5,11.1,0.521,17.7,31.5,0.225,,,
Miami (FL),32,14,18,0.438,9.39,8.7,5,13,11,5,0,10,2297,2275,1285,852,1888,0.451,260,744,0.349,311,428,0.727,326,1161,455,182,91,436,545,68.5,103.3,0.227,0.394,0.544,52.3,53.4,8.3,8.7,0.52,17.3,29.7,0.165,,,
