School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON,REGION,YEAR
Clemson,35,25,10,0.714,17.16,9.25,11,7,15,1,4,6,2584.0,2307.0,1410.0,826.0,2033.0,0.406,268.0,761.0,0.352,387.0,552.0,0.701,332.0,1172.0,401.0,199.0,126.0,413.0,617.0,67.5,96.9,0.272,0.374,0.503,48.3,48.5,8.4,10.6,0.472,15.2,26.0,0.19,5.0,S16,MIDWEST,2018
Cleveland State,35,12,23,0.343,-10.82,-3.64,6,12,7,7,2,15,2402.0,2613.0,1410.0,936.0,2052.0,0.456,289.0,813.0,0.355,452.0,633.0,0.714,390.0,1335.0,528.0,184.0,115.0,490.0,588.0,69.2,107.1,0.308,0.396,0.555,55.7,56.4,7.5,10.4,0.527,17.2,33.0,0.22,,,,2018
Coastal Carolina,32,14,18,0.438,-3.94,-2.42,8,10,7,9,5,7,2298.0,2241.0,1290.0,736.0,1819.0,0.405,276.0,809.0,0.341,493.0,680.0,0.725,315.0,1053.0,419.0,224.0,69.0,384.0,620.0,69.0,100.8,0.374,0.445,0.523,45.8,56.9,10.1,6.0,0.48,15.2,26.9,0.271,,,,2018
Colgate,33,19,14,0.576,-4.85,-5.72,12,6,13,3,6,11,2394.0,2315.0,1320.0,831.0,1836.0,0.453,270.0,735.0,0.367,383.0,520.0,0.737,285.0,1128.0,437.0,169.0,101.0,431.0,560.0,67.5,104.0,0.283,0.4,0.556,51.0,52.6,7.6,9.7,0.526,17.1,26.7,0.209,,,,2018
College of Charleston,34,26,8,0.765,1.83,-3.29,14,4,14,0,7,6,2536.0,2331.0,1385.0,824.0,1907.0,0.432,239.0,694.0,0.344,444.0,602.0,0.738,321.0,1149.0,410.0,140.0,110.0,403.0,617.0,65.9,102.1,0.316,0.364,0.531,50.4,49.8,6.1,9.3,0.495,15.5,27.6,0.233,13.0,R64,MIDWEST,2018
Colorado,32,17,15,0.531,6.06,7.0,8,10,12,3,1,10,2307.0,2337.0,1295.0,808.0,1909.0,0.423,265.0,743.0,0.357,456.0,649.0,0.703,312.0,1091.0,370.0,235.0,128.0,339.0,594.0,69.5,103.9,0.34,0.389,0.527,47.6,45.8,10.4,11.0,0.493,13.3,26.3,0.239,,,,2018
Connecticut,32,14,18,0.438,1.08,6.05,7,11,11,5,2,9,2181.0,2340.0,1300.0,804.0,1856.0,0.433,288.0,791.0,0.364,444.0,629.0,0.706,371.0,1176.0,440.0,163.0,97.0,400.0,543.0,67.1,107.2,0.339,0.426,0.543,51.8,54.7,7.5,8.3,0.511,15.7,32.8,0.239,,,,2018
Creighton,33,21,12,0.636,16.35,8.1,10,8,16,2,4,7,2756.0,2444.0,1330.0,907.0,2093.0,0.433,261.0,785.0,0.332,369.0,512.0,0.721,303.0,1160.0,460.0,200.0,99.0,387.0,529.0,72.8,100.9,0.245,0.375,0.523,49.0,50.7,8.3,8.8,0.496,14.2,24.0,0.176,8.0,R64,SOUTH,2018
Davidson,33,21,12,0.636,11.02,2.57,13,5,11,1,6,8,2519.0,2240.0,1335.0,802.0,1826.0,0.439,266.0,761.0,0.35,370.0,540.0,0.685,258.0,1042.0,417.0,158.0,83.0,352.0,525.0,65.3,102.8,0.296,0.417,0.538,49.2,52.0,7.3,8.6,0.512,14.5,23.3,0.203,12.0,R64,SOUTH,2018
Dayton,31,14,17,0.452,1.64,2.71,8,10,12,4,1,10,2244.0,2277.0,1260.0,824.0,1755.0,0.47,262.0,684.0,0.383,367.0,513.0,0.715,277.0,980.0,457.0,186.0,74.0,388.0,540.0,67.0,108.0,0.292,0.39,0.57,50.3,55.5,8.8,7.9,0.544,16.3,27.6,0.209,,,,2018
Delaware,33,14,19,0.424,-6.93,-2.96,6,12,7,8,4,10,2338.0,2428.0,1330.0,869.0,1909.0,0.455,274.0,740.0,0.37,416.0,574.0,0.725,297.0,1139.0,453.0,176.0,99.0,338.0,605.0,67.0,109.0,0.301,0.388,0.556,49.8,52.1,7.9,7.6,0.527,13.4,26.2,0.218,,,,2018
Drake,34,17,17,0.5,-0.51,0.58,10,8,11,3,4,11,2506.0,2495.0,1390.0,937.0,2076.0,0.451,264.0,784.0,0.337,357.0,504.0,0.708,322.0,1235.0,509.0,203.0,122.0,413.0,590.0,69.3,103.6,0.243,0.378,0.539,51.6,54.3,8.4,10.4,0.515,15.1,26.8,0.172,,,,2018
Drexel,33,13,20,0.394,-7.2,-2.48,6,12,9,5,2,11,2454.0,2591.0,1340.0,948.0,2054.0,0.462,246.0,672.0,0.366,449.0,636.0,0.706,371.0,1204.0,472.0,217.0,108.0,374.0,605.0,70.1,110.3,0.31,0.327,0.55,50.1,49.8,9.2,8.3,0.521,13.7,30.9,0.219,,,,2018
Duke,37,29,8,0.784,24.43,9.7,13,5,15,1,6,5,3121.0,2576.0,1490.0,957.0,2364.0,0.405,279.0,871.0,0.32,383.0,526.0,0.728,432.0,1216.0,537.0,210.0,97.0,453.0,671.0,70.6,97.9,0.223,0.368,0.493,44.5,56.1,8.0,6.7,0.464,14.8,29.7,0.162,2.0,E8,MIDWEST,2018
East Tennessee State,34,25,9,0.735,3.72,-4.09,14,4,12,4,11,4,2556.0,2241.0,1360.0,778.0,1929.0,0.403,250.0,783.0,0.319,435.0,622.0,0.699,352.0,1128.0,375.0,207.0,108.0,500.0,599.0,69.7,94.6,0.322,0.406,0.504,47.1,48.2,8.7,8.7,0.468,18.4,27.8,0.226,,,,2018
Eastern Kentucky,31,11,20,0.355,-10.57,-3.68,5,13,6,7,5,12,2230.0,2371.0,1245.0,849.0,1801.0,0.471,256.0,654.0,0.391,417.0,619.0,0.674,327.0,1106.0,475.0,217.0,106.0,412.0,556.0,69.8,109.1,0.344,0.363,0.566,52.0,55.9,10.0,9.3,0.542,16.4,31.1,0.232,,,,2018
Eastern Washington,35,20,15,0.571,-0.03,-1.54,13,5,11,1,6,12,2619.0,2520.0,1410.0,884.0,1983.0,0.446,241.0,673.0,0.358,511.0,711.0,0.719,289.0,1181.0,464.0,192.0,77.0,413.0,594.0,69.2,103.3,0.359,0.339,0.543,50.4,52.5,7.9,6.5,0.507,15.1,24.2,0.258,,,,2018
Fairleigh Dickinson,31,13,18,0.419,-10.41,-5.66,9,9,8,5,5,13,2313.0,2350.0,1240.0,812.0,1851.0,0.439,250.0,705.0,0.355,476.0,639.0,0.745,382.0,1144.0,454.0,207.0,89.0,451.0,564.0,71.8,105.6,0.345,0.381,0.545,51.7,55.9,9.3,7.1,0.506,17.3,34.4,0.257,,,,2018
Florida Gulf Coast,35,23,12,0.657,1.94,-5.44,12,2,14,6,9,6,2847.0,2515.0,1400.0,884.0,2092.0,0.423,267.0,818.0,0.326,480.0,712.0,0.674,358.0,1151.0,452.0,245.0,96.0,494.0,620.0,73.3,98.0,0.34,0.391,0.517,46.2,51.1,9.5,6.8,0.486,16.9,27.0,0.229,,,,2018
Florida State,35,23,12,0.657,15.78,8.5,9,9,13,2,4,7,2806.0,2551.0,1420.0,887.0,2129.0,0.417,285.0,802.0,0.355,492.0,689.0,0.714,383.0,1228.0,432.0,204.0,104.0,494.0,658.0,72.2,99.6,0.324,0.377,0.519,48.2,48.7,8.0,7.7,0.484,16.7,29.3,0.231,9.0,E8,WEST,2018
Florida,34,21,13,0.618,16.66,10.08,11,7,12,5,5,4,2577.0,2353.0,1375.0,832.0,1946.0,0.428,229.0,650.0,0.352,460.0,629.0,0.731,362.0,1273.0,394.0,150.0,105.0,468.0,607.0,68.4,100.0,0.323,0.334,0.524,51.5,47.4,6.4,8.5,0.486,17.3,30.3,0.236,6.0,R32,EAST,2018
Fresno State,32,21,11,0.656,8.17,1.84,11,7,12,5,8,5,2459.0,2201.0,1295.0,749.0,1725.0,0.434,220.0,601.0,0.366,483.0,658.0,0.734,254.0,1001.0,378.0,158.0,96.0,432.0,646.0,68.5,99.2,0.381,0.348,0.54,48.1,50.5,7.1,7.6,0.498,17.5,24.4,0.28,,,,2018
Gardner-Webb,32,14,18,0.438,-9.7,-3.81,9,9,11,2,3,13,2258.0,2307.0,1300.0,798.0,1839.0,0.434,256.0,752.0,0.34,455.0,639.0,0.712,295.0,1109.0,465.0,223.0,108.0,404.0,486.0,69.1,102.8,0.347,0.409,0.538,49.3,58.3,9.9,9.2,0.504,15.9,26.0,0.247,,,,2018
George Washington,33,15,18,0.455,-0.72,2.13,7,11,13,5,1,10,2225.0,2319.0,1320.0,857.0,1891.0,0.453,229.0,642.0,0.357,376.0,532.0,0.707,330.0,1084.0,441.0,215.0,81.0,374.0,527.0,66.3,106.1,0.281,0.34,0.541,49.2,51.5,9.8,6.2,0.514,14.9,30.0,0.199,,,,2018
Georgetown,30,15,15,0.5,7.16,5.29,5,13,11,8,4,6,2350.0,2294.0,1235.0,821.0,1870.0,0.439,259.0,744.0,0.348,393.0,529.0,0.743,289.0,1009.0,459.0,213.0,103.0,377.0,570.0,71.6,103.7,0.283,0.398,0.541,46.7,55.9,9.6,9.0,0.508,15.1,26.0,0.21,,,,2018
Georgia State,35,24,11,0.686,3.22,-2.78,12,6,11,3,9,6,2614.0,2356.0,1415.0,771.0,1963.0,0.393,307.0,901.0,0.341,507.0,727.0,0.697,416.0,1296.0,457.0,174.0,117.0,501.0,577.0,67.9,98.1,0.37,0.459,0.51,52.3,59.3,7.2,9.8,0.471,17.8,32.3,0.258,15.0,R64,SOUTH,2018
Georgia Tech,32,13,19,0.406,5.25,7.46,6,12,12,7,1,10,2101.0,2172.0,1285.0,768.0,1791.0,0.429,227.0,599.0,0.379,407.0,569.0,0.715,331.0,1082.0,457.0,203.0,104.0,403.0,543.0,66.5,101.7,0.318,0.334,0.527,50.0,59.5,9.5,8.1,0.492,16.4,30.6,0.227,,,,2018
Georgia,33,18,15,0.545,10.24,8.87,7,11,11,4,4,9,2247.0,2202.0,1340.0,778.0,1975.0,0.394,247.0,743.0,0.332,399.0,547.0,0.729,363.0,1124.0,347.0,195.0,103.0,318.0,665.0,65.3,100.6,0.277,0.376,0.493,46.4,44.6,8.9,8.6,0.456,12.5,28.9,0.202,,,,2018
Gonzaga,37,32,5,0.865,18.44,2.6,17,1,15,1,10,1,3091.0,2505.0,1500.0,890.0,2178.0,0.409,272.0,777.0,0.35,453.0,633.0,0.716,316.0,1160.0,411.0,190.0,101.0,455.0,681.0,69.7,95.8,0.291,0.357,0.505,44.0,46.2,7.3,7.4,0.471,15.5,22.9,0.208,4.0,S16,WEST,2018
Grand Canyon,34,22,12,0.647,3.78,-4.8,9,5,16,3,3,7,2512.0,2213.0,1370.0,767.0,1906.0,0.402,161.0,580.0,0.278,518.0,734.0,0.706,357.0,1238.0,328.0,203.0,81.0,511.0,746.0,70.3,91.9,0.385,0.304,0.491,48.6,42.8,8.4,6.7,0.445,18.5,28.3,0.272,,,,2018
Green Bay,33,13,20,0.394,-8.51,-4.08,7,11,10,6,2,13,2517.0,2499.0,1330.0,899.0,2087.0,0.431,253.0,811.0,0.312,448.0,631.0,0.71,372.0,1307.0,450.0,229.0,143.0,450.0,623.0,74.1,101.4,0.302,0.389,0.524,51.3,50.1,9.3,11.8,0.491,15.9,29.1,0.215,,,,2018
Hampton,34,18,16,0.529,-9.37,-9.56,11,4,11,3,5,11,2703.0,2603.0,1370.0,913.0,2175.0,0.42,258.0,786.0,0.328,519.0,761.0,0.682,409.0,1323.0,454.0,196.0,121.0,438.0,643.0,75.0,101.3,0.35,0.361,0.513,49.1,49.7,7.6,7.8,0.479,14.7,29.3,0.239,,,,2018
Hartford,33,19,14,0.576,-5.54,-5.26,11,5,9,7,9,6,2326.0,2318.0,1325.0,820.0,1869.0,0.439,262.0,767.0,0.342,416.0,622.0,0.669,322.0,1149.0,453.0,194.0,98.0,407.0,561.0,67.7,103.4,0.333,0.41,0.535,51.1,55.2,8.7,9.3,0.509,15.8,28.1,0.223,,,,2018
Harvard,32,18,14,0.563,-0.28,-1.7,12,2,10,2,6,11,2182.0,2129.0,1305.0,725.0,1718.0,0.422,233.0,682.0,0.342,446.0,606.0,0.736,250.0,1030.0,395.0,214.0,79.0,405.0,545.0,66.5,98.1,0.353,0.397,0.531,48.0,54.5,9.9,7.6,0.49,16.8,23.1,0.26,,,,2018
Hawaii,30,17,13,0.567,-2.33,-2.51,8,8,13,7,4,5,2104.0,2071.0,1215.0,714.0,1618.0,0.441,196.0,590.0,0.332,447.0,619.0,0.722,232.0,965.0,299.0,187.0,87.0,423.0,638.0,68.9,98.9,0.383,0.365,0.542,49.2,41.9,8.9,8.6,0.502,18.1,24.1,0.276,,,,2018
Holy Cross,31,12,19,0.387,-9.92,-5.82,8,10,6,7,6,10,1972.0,2099.0,1250.0,713.0,1653.0,0.431,260.0,735.0,0.354,413.0,561.0,0.736,330.0,1074.0,425.0,196.0,66.0,399.0,469.0,63.7,105.4,0.339,0.445,0.547,55.0,59.6,9.8,7.0,0.51,17.2,32.0,0.25,,,,2018
Houston,35,27,8,0.771,15.99,4.16,14,4,15,0,6,5,2685.0,2271.0,1400.0,744.0,1887.0,0.394,231.0,715.0,0.323,552.0,785.0,0.703,320.0,1126.0,386.0,175.0,92.0,457.0,648.0,68.5,94.7,0.416,0.379,0.502,45.4,51.9,7.3,7.1,0.455,16.8,25.3,0.293,6.0,R32,WEST,2018
Illinois,32,14,18,0.438,8.5,7.53,4,14,12,6,1,10,2426.0,2362.0,1295.0,788.0,1669.0,0.472,200.0,582.0,0.344,586.0,802.0,0.731,295.0,1063.0,410.0,203.0,150.0,543.0,654.0,70.8,103.1,0.481,0.349,0.576,50.2,52.0,8.9,12.1,0.532,20.9,31.1,0.351,,,,2018
Indiana,31,16,15,0.516,9.89,8.25,9,9,12,6,3,8,2229.0,2178.0,1255.0,773.0,1752.0,0.441,235.0,640.0,0.367,397.0,564.0,0.704,315.0,1055.0,404.0,201.0,124.0,417.0,587.0,67.5,102.8,0.322,0.365,0.539,49.0,52.3,9.5,10.6,0.508,17.1,29.5,0.227,,,,2018
Iona,34,20,14,0.588,0.75,-2.19,11,7,8,3,7,8,2702.0,2602.0,1385.0,969.0,2102.0,0.461,267.0,745.0,0.358,397.0,602.0,0.659,379.0,1280.0,505.0,172.0,95.0,464.0,577.0,71.5,105.1,0.286,0.354,0.545,52.8,52.1,6.9,7.7,0.525,16.3,30.7,0.189,15.0,R64,MIDWEST,2018
Iowa State,31,13,18,0.419,6.88,9.49,4,14,9,7,0,10,2258.0,2339.0,1250.0,856.0,1936.0,0.442,261.0,769.0,0.339,366.0,513.0,0.713,353.0,1158.0,445.0,185.0,107.0,356.0,553.0,69.6,107.6,0.265,0.397,0.537,50.5,52.0,8.5,8.8,0.51,14.0,30.7,0.189,,,,2018
Iowa,33,14,19,0.424,8.13,7.13,4,14,9,6,1,10,2630.0,2597.0,1330.0,953.0,2061.0,0.462,284.0,755.0,0.376,407.0,579.0,0.703,338.0,1092.0,537.0,232.0,97.0,365.0,645.0,71.0,110.0,0.281,0.366,0.556,46.5,56.3,9.8,7.4,0.531,13.5,28.0,0.197,,,,2018
Jacksonville State,36,23,13,0.639,-0.3,-4.87,11,7,12,4,9,8,2587.0,2369.0,1450.0,821.0,2016.0,0.407,275.0,836.0,0.329,452.0,642.0,0.704,336.0,1169.0,417.0,228.0,93.0,473.0,627.0,67.8,96.3,0.318,0.415,0.51,46.0,50.8,9.3,6.5,0.475,16.9,25.9,0.224,,,,2018
Kansas State,37,25,12,0.676,12.85,8.74,10,8,14,3,6,5,2630.0,2478.0,1485.0,842.0,1980.0,0.425,261.0,791.0,0.33,533.0,728.0,0.732,386.0,1259.0,459.0,208.0,91.0,533.0,673.0,66.6,100.3,0.368,0.399,0.533,52.6,54.5,8.4,7.1,0.491,18.6,31.7,0.269,9.0,E8,SOUTH,2018
Kansas,39,31,8,0.795,21.39,11.88,13,5,14,3,8,3,3174.0,2803.0,1565.0,1031.0,2419.0,0.426,315.0,947.0,0.333,424.0,595.0,0.713,453.0,1371.0,500.0,216.0,138.0,501.0,656.0,70.2,102.0,0.246,0.391,0.519,49.7,48.5,7.9,9.9,0.491,15.6,31.0,0.175,1.0,F4,MIDWEST,2018
Kent State,34,17,17,0.5,-3.73,-1.76,9,9,13,3,2,11,2482.0,2502.0,1370.0,892.0,1998.0,0.446,248.0,735.0,0.337,470.0,656.0,0.716,352.0,1194.0,468.0,190.0,106.0,438.0,632.0,70.3,104.0,0.328,0.368,0.542,49.5,52.5,7.9,8.4,0.509,15.9,29.8,0.235,,,,2018
Kentucky,37,26,11,0.703,17.24,10.73,10,8,16,2,4,6,2840.0,2599.0,1485.0,905.0,2242.0,0.404,287.0,955.0,0.301,502.0,725.0,0.692,437.0,1240.0,472.0,212.0,134.0,436.0,761.0,69.8,100.3,0.323,0.426,0.502,46.4,52.2,8.2,8.5,0.468,14.4,30.6,0.224,5.0,S16,SOUTH,2018
Lafayette,31,10,21,0.323,-9.77,-6.04,7,11,8,6,2,14,2207.0,2307.0,1245.0,856.0,1886.0,0.454,247.0,716.0,0.345,348.0,498.0,0.699,301.0,1088.0,391.0,184.0,94.0,318.0,543.0,68.9,107.6,0.264,0.38,0.543,51.5,45.7,8.6,9.4,0.519,13.0,26.9,0.185,,,,2018
Liberty,37,22,15,0.595,-2.68,-6.24,9,9,13,7,7,6,2621.0,2353.0,1510.0,790.0,1899.0,0.416,316.0,864.0,0.366,457.0,626.0,0.73,237.0,1096.0,431.0,218.0,89.0,454.0,636.0,64.1,97.2,0.33,0.455,0.536,46.9,54.6,9.0,7.8,0.499,17.1,19.7,0.241,,,,2018
Lipscomb,33,23,10,0.697,-2.1,-3.8,10,4,13,2,10,7,2708.0,2564.0,1340.0,898.0,2002.0,0.449,249.0,730.0,0.341,519.0,751.0,0.691,292.0,1169.0,444.0,233.0,144.0,511.0,712.0,77.0,99.4,0.375,0.365,0.544,47.8,49.4,9.0,11.7,0.511,17.8,23.9,0.259,15.0,R64,WEST,2018
Long Island University,35,18,17,0.514,-8.6,-8.19,10,8,12,4,5,11,2696.0,2674.0,1405.0,973.0,2209.0,0.44,242.0,743.0,0.326,486.0,702.0,0.692,401.0,1275.0,458.0,232.0,91.0,423.0,714.0,72.9,104.5,0.318,0.336,0.526,49.0,47.1,9.1,7.3,0.495,14.3,29.5,0.22,16.0,R68,EAST,2018
Louisiana,34,27,7,0.794,7.58,-2.55,16,2,14,1,10,4,2829.0,2408.0,1365.0,849.0,1958.0,0.434,212.0,631.0,0.336,498.0,721.0,0.691,329.0,1099.0,367.0,197.0,105.0,506.0,637.0,72.7,97.1,0.368,0.322,0.523,45.3,43.2,7.9,8.2,0.488,18.0,27.0,0.254,,,,2018
Louisiana State,33,18,15,0.545,10.93,8.02,8,10,14,4,3,8,2559.0,2463.0,1325.0,875.0,1922.0,0.455,277.0,785.0,0.353,436.0,626.0,0.696,361.0,1130.0,418.0,186.0,113.0,450.0,593.0,69.4,107.1,0.326,0.408,0.555,50.6,47.8,8.1,9.8,0.527,16.9,31.5,0.227,,,,2018
Louisville,36,22,14,0.611,14.3,9.07,9,9,16,6,4,7,2721.0,2533.0,1460.0,913.0,2208.0,0.413,249.0,757.0,0.329,456.0,646.0,0.706,438.0,1331.0,404.0,217.0,115.0,482.0,609.0,69.7,99.5,0.293,0.343,0.504,50.3,44.2,8.5,8.3,0.47,16.1,31.4,0.207,,,,2018
Loyola (IL),38,32,6,0.842,10.37,1.8,15,3,14,1,9,4,2721.0,2377.0,1520.0,877.0,2118.0,0.414,254.0,786.0,0.323,369.0,523.0,0.706,335.0,1158.0,439.0,252.0,119.0,484.0,627.0,65.9,94.9,0.247,0.371,0.502,48.7,50.1,10.1,9.4,0.474,17.0,25.4,0.174,11.0,F4,SOUTH,2018
Manhattan,31,14,17,0.452,-5.04,-4.13,9,9,8,3,5,8,2147.0,2175.0,1260.0,735.0,1681.0,0.437,214.0,620.0,0.345,491.0,689.0,0.713,335.0,1045.0,435.0,241.0,69.0,458.0,637.0,67.5,102.3,0.41,0.369,0.542,50.4,59.2,11.3,6.5,0.501,18.6,32.0,0.292,,,,2018
Marquette,35,21,14,0.6,12.5,9.7,9,9,13,7,5,5,2846.0,2748.0,1415.0,960.0,2010.0,0.478,244.0,679.0,0.359,584.0,782.0,0.747,334.0,1160.0,523.0,206.0,93.0,450.0,593.0,70.4,110.4,0.389,0.338,0.577,51.0,54.5,8.3,8.0,0.538,15.9,29.5,0.291,,,,2018
Marshall,36,25,11,0.694,4.21,0.44,12,6,15,2,6,8,3017.0,2849.0,1455.0,1059.0,2399.0,0.441,265.0,747.0,0.355,466.0,684.0,0.681,458.0,1466.0,539.0,239.0,95.0,515.0,675.0,76.3,102.7,0.285,0.311,0.523,53.3,50.9,8.6,7.8,0.497,15.9,31.5,0.194,13.0,R32,EAST,2018
Maryland-Baltimore County,36,25,11,0.694,-2.02,-3.84,12,4,15,2,9,7,2630.0,2466.0,1440.0,883.0,2012.0,0.439,282.0,819.0,0.344,418.0,618.0,0.676,339.0,1289.0,458.0,238.0,96.0,529.0,678.0,69.2,99.0,0.307,0.407,0.535,50.9,51.9,9.6,8.4,0.509,18.7,27.4,0.208,16.0,R32,SOUTH,2018
Maryland,32,19,13,0.594,13.78,7.94,8,10,15,3,2,8,2338.0,2140.0,1285.0,781.0,1909.0,0.409,244.0,723.0,0.337,334.0,452.0,0.739,334.0,994.0,408.0,214.0,113.0,351.0,587.0,66.6,100.1,0.237,0.379,0.504,46.4,52.2,10.0,10.5,0.473,14.2,28.4,0.175,,,,2018
Massachusetts,33,13,20,0.394,-1.65,1.1,5,13,11,6,1,11,2374.0,2465.0,1350.0,879.0,1927.0,0.456,227.0,654.0,0.347,480.0,640.0,0.75,330.0,1132.0,526.0,209.0,109.0,375.0,504.0,67.3,108.4,0.332,0.339,0.552,51.1,59.8,9.2,9.2,0.515,14.4,29.6,0.249,,,,2018
Memphis,34,21,13,0.618,1.81,2.16,10,8,14,5,5,5,2408.0,2420.0,1380.0,841.0,1947.0,0.432,296.0,801.0,0.37,442.0,630.0,0.702,395.0,1118.0,502.0,248.0,117.0,433.0,701.0,66.3,105.9,0.324,0.411,0.539,48.9,59.7,10.8,9.8,0.508,16.2,33.8,0.227,,,,2018
Mercer,34,19,15,0.559,-0.87,-3.5,11,7,11,3,7,9,2561.0,2373.0,1380.0,812.0,1859.0,0.437,317.0,893.0,0.355,432.0,601.0,0.719,275.0,996.0,502.0,202.0,119.0,397.0,626.0,65.8,104.6,0.323,0.48,0.553,45.9,61.8,8.9,10.8,0.522,15.6,24.5,0.232,,,,2018
Miami (FL),32,22,10,0.688,12.83,6.96,11,7,11,3,8,4,2361.0,2173.0,1290.0,794.0,1841.0,0.431,215.0,655.0,0.328,368.0,517.0,0.712,314.0,1088.0,423.0,182.0,108.0,412.0,526.0,67.8,99.4,0.281,0.356,0.521,49.4,53.3,8.3,9.0,0.49,16.5,28.3,0.2,6.0,R64,SOUTH,2018
Michigan State,35,30,5,0.857,22.41,7.1,16,2,16,1,8,1,2807.0,2271.0,1405.0,774.0,2108.0,0.367,252.0,748.0,0.337,471.0,647.0,0.728,369.0,1058.0,419.0,207.0,88.0,349.0,698.0,68.1,94.9,0.307,0.355,0.47,42.4,54.1,8.7,6.9,0.427,12.6,26.3,0.223,3.0,R32,MIDWEST,2018
Michigan,41,33,8,0.805,19.03,9.41,13,5,15,1,6,5,3019.0,2596.0,1655.0,948.0,2227.0,0.426,222.0,676.0,0.328,478.0,663.0,0.721,341.0,1353.0,412.0,172.0,129.0,530.0,729.0,65.7,95.4,0.298,0.304,0.511,49.7,43.5,6.3,9.7,0.476,17.3,25.0,0.215,3.0,2ND,WEST,2018
Middle Tennessee,33,25,8,0.758,10.29,2.83,16,2,12,2,12,2,2479.0,2188.0,1330.0,738.0,1713.0,0.431,202.0,643.0,0.314,510.0,714.0,0.714,240.0,1003.0,385.0,184.0,88.0,438.0,566.0,67.8,97.0,0.417,0.375,0.533,45.9,52.2,8.2,7.0,0.49,17.6,22.3,0.298,,,,2018
Milwaukee,33,16,17,0.485,-4.15,-4.25,8,10,9,7,6,9,2259.0,2260.0,1330.0,811.0,1865.0,0.435,263.0,698.0,0.377,375.0,504.0,0.744,264.0,1108.0,408.0,192.0,134.0,406.0,547.0,67.5,100.7,0.27,0.374,0.537,49.2,50.3,8.6,11.5,0.505,16.2,23.6,0.201,,,,2018
Minnesota,32,15,17,0.469,7.0,6.91,4,14,11,6,2,9,2405.0,2402.0,1295.0,876.0,2000.0,0.438,268.0,714.0,0.375,382.0,542.0,0.705,355.0,1223.0,502.0,177.0,152.0,364.0,594.0,70.2,105.6,0.271,0.357,0.532,50.0,57.3,7.8,11.3,0.505,13.9,29.5,0.191,,,,2018
Mississippi State,37,25,12,0.676,11.71,6.82,9,9,19,2,4,8,2716.0,2507.0,1490.0,902.0,2160.0,0.418,274.0,825.0,0.332,429.0,626.0,0.685,410.0,1264.0,446.0,201.0,116.0,498.0,610.0,68.4,98.4,0.29,0.382,0.51,48.6,49.4,7.9,8.6,0.481,16.9,30.4,0.199,,,,2018
Mississippi,32,12,20,0.375,6.85,9.16,5,13,10,8,1,10,2426.0,2500.0,1300.0,852.0,1933.0,0.441,288.0,761.0,0.378,508.0,713.0,0.712,361.0,1230.0,531.0,180.0,116.0,397.0,612.0,70.7,108.7,0.369,0.394,0.55,50.3,62.3,7.8,9.6,0.515,14.9,30.6,0.263,,,,2018
Missouri,33,20,13,0.606,13.81,9.19,10,8,13,3,5,6,2399.0,2246.0,1330.0,795.0,1949.0,0.408,231.0,706.0,0.327,425.0,586.0,0.725,343.0,1079.0,376.0,217.0,117.0,365.0,649.0,67.3,100.3,0.301,0.362,0.504,46.8,47.3,9.7,12.1,0.467,14.1,27.8,0.218,8.0,R64,WEST,2018
Montana,34,26,8,0.765,6.29,-2.24,16,2,14,0,8,6,2625.0,2329.0,1380.0,784.0,1825.0,0.43,209.0,584.0,0.358,552.0,764.0,0.723,295.0,1102.0,343.0,168.0,129.0,522.0,674.0,69.9,96.5,0.419,0.32,0.532,46.7,43.8,7.0,8.8,0.487,19.3,25.6,0.302,14.0,R64,WEST,2018
Morehead State,29,8,21,0.276,-10.65,-1.91,4,14,7,6,1,15,2043.0,2204.0,1165.0,765.0,1634.0,0.468,233.0,661.0,0.352,441.0,635.0,0.694,282.0,983.0,461.0,196.0,103.0,407.0,564.0,70.6,107.1,0.389,0.405,0.569,48.6,60.3,9.5,10.1,0.539,17.4,28.7,0.27,,,,2018
Mount St. Mary's,32,18,14,0.563,-8.13,-8.03,12,6,12,3,6,11,2331.0,2301.0,1295.0,842.0,1870.0,0.45,243.0,700.0,0.347,374.0,509.0,0.735,375.0,1204.0,434.0,187.0,77.0,438.0,533.0,67.1,106.0,0.272,0.374,0.545,56.7,51.5,8.6,8.3,0.515,17.2,34.8,0.2,,,,2018
Murray State,32,26,6,0.813,6.87,-3.53,16,2,14,2,10,3,2515.0,2117.0,1280.0,761.0,1841.0,0.413,199.0,649.0,0.307,396.0,547.0,0.724,314.0,1005.0,322.0,173.0,105.0,402.0,579.0,68.1,97.1,0.297,0.353,0.504,45.9,42.3,7.9,9.7,0.467,16.1,27.1,0.215,12.0,R64,EAST,2018
Nebraska,33,22,11,0.667,10.99,7.33,13,5,16,1,4,8,2386.0,2265.0,1325.0,856.0,2025.0,0.423,192.0,597.0,0.322,361.0,537.0,0.672,430.0,1257.0,411.0,168.0,120.0,412.0,627.0,68.1,100.4,0.265,0.295,0.497,51.3,48.0,7.4,9.7,0.47,15.3,34.0,0.178,,,,2018
